asv,asv_len,rel_ab,midas_taxonomy,best_organism,best_genome_id,best_align_score,best_identity,best_edlib_distance,best_genus,best_family
1fb9e26dfd7666d4ed0a935369222ab6,374,0.00393,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Pseudoxanthomonas midas_s_22181,Pseudoxanthomonas mexicana isolate_57,128785.61,743.0,0.9973,1,Pseudoxanthomonas,Lysobacteraceae
1fbebf41466cae9d33a4701c944cb55d,374,0.344343,Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae Blastopirellula midas_s_3634,Pirellulaceae bacterium C15_metabat.bin.61,2699754.70,748.0,1.0,0,,Pirellulaceae
1fc2dd1d22965a9274791a242f6f7967,397,0.00139,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Ca_Accumulibacter,Candidatus Accumulibacter meliphilus UW14,2211374.3,764.0,1.0,6,Candidatus Accumulibacter,
1fe4bac988b98c20065e627cbeed5abe,374,0.00074,Bacteria Myxococcota Polyangia Blfdi19 midas_f_4883,Myxococcales bacterium HK-STAS-MYXO-35,2026763.534,665.0,0.9595,17,,
1fea5ce3c0cf928345d17af098c9d695,373,0.000595,Bacteria Proteobacteria Alphaproteobacteria Rickettsiales midas_f_113674 midas_g_113674 midas_s_113674,uncultured Bacteroidetes bacterium strain Ja1_bin-0438,152509.1103,339.0,0.7848,82,,
1ffa531ee1884a8170502b97ab036377,370,0.000437,Bacteria Bacteroidota Bacteroidia Chitinophagales Saprospiraceae Haliscomenobacter,Haliscomenobacter sp. strain OdNE_18-Q3-R46-58_MAXAC.223,2717303.8,735.0,0.9973,1,Haliscomenobacter,Haliscomenobacteraceae
1ffdb6c0e376be6d6c78ea0efa3d3efb,371,0.024893,Bacteria Bacteroidota Bacteroidia Sphingobacteriales env.OPS_17 midas_g_3838 midas_s_33959,Bacteroidetes bacterium UBA5697,1953163.3,702.0,0.9784,8,,
20071ce3118c3d9179ddc51ae9a2df8d,372,0.004722,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
200727417d50397946def5cc625b303c,370,0.012446,Bacteria Bacteroidota Bacteroidia Bacteroidetes_VC2.1_Bac22 midas_f_27512 midas_g_35053 midas_s_58746,Flavobacteriales bacterium strain SSF32,2021391.497,665.0,0.9595,15,,
2014a4af43343380460596c035955bb2,370,0.023063,Bacteria Bacteroidota Bacteroidia Sphingobacteriales env.OPS_17 midas_g_3487,uncultured bacterium SRR6231193_bin.57_CONCOCT_v1.1_MAG,77133.4208,695.0,0.9757,9,,
2022ad805949369909712c0e7401d2d9,373,0.000407,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Pseudoxanthomonas midas_s_85554,uncultured bacterium CTOTU24510,77133.18183,629.0,0.941,24,,
20469d72e93df33ce42ef32cd159fdb7,372,0.022848,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Undibacterium,Undibacterium sp. BYS107W,2828731.3,744.0,1.0,0,Affinundibacterium,Oxalobacteraceae
205315dbeb3b10d644e640345acfd1cd,374,0.001011,Bacteria Desulfobacterota Desulfarculia Desulfarculales Desulfarculaceae midas_g_114539 midas_s_114539,Deltaproteobacteria bacterium WY2.bin153,2026735.1846,663.0,0.9545,17,,
20823322077cf511c8eff4f0840466fd,374,0.025613,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Stenotrophomonas,Stenotrophomonas sp. 17(2023) 17(2023) strain 17(2023),3051123.6,748.0,1.0,0,Stenotrophomonas,Lysobacteraceae
20a28fbb9476bb378cb54f112f7bd56e,374,0.00182,Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Lacunisphaera,Opitutaceae bacterium AMR_MDS_2237,2006848.162,738.0,0.9947,2,,Opitutaceae
20a9249fa54827879c0f6390a75be253,374,0.000556,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group midas_s_57981,Christensenellales bacterium C017_42,3083246.137,743.0,0.9973,1,,
20b5f26aab86a05a64bf244cacaabfff,372,0.000607,Bacteria Planctomycetota Planctomycetes Planctomycetales Schlesneriaceae Schlesneria Schlesneria_paludicola,Cronobacter sakazakii strain cro360A2,28141.181,719.0,0.9866,5,Cronobacter,Enterobacteriaceae
20c9c2af2230ce5630d0abe6206b78e5,373,0.00121,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Bauldia,uncultured Alphaproteobacteria bacterium MFD05442.bin.2.187,91750.4177,726.0,0.9893,4,,
20cb2cf77aaa07151809efac69068e35,372,0.218222,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Chelatococcus_asaccharovorans midas_s_12617,Chelatococcus sp. strain ACE_PRO4,1953771.15,744.0,1.0,0,Chelatococcus,Chelatococcaceae
20cb9ee86575e5e679d434d0b0000bdf,372,0.008375,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Aminobacter midas_s_39316,Salmonella enterica subsp. enterica strain 287585,59201.2046,705.0,0.9813,7,Salmonella,Enterobacteriaceae
20d2ba80c3675a6518784abffd18fd66,374,0.002426,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Ca_Accumulibacter,Candidatus Accumulibacter meliphilus UW14,2211374.3,743.0,0.9973,1,Candidatus Accumulibacter,
20d434d603af21649a680f184c47b5c1,372,0.00393,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Aminobacter midas_s_39316,Salmonella enterica subsp. enterica strain 287585,59201.2046,729.0,0.9919,3,Salmonella,Enterobacteriaceae
20d6b39271731c6db0fb0c7b01c309be,415,0.001435,Bacteria Patescibacteria Gracilibacteria midas_o_47192 midas_f_47192 midas_g_71310 midas_s_71310,Patescibacteria group bacterium UBA5532,1948831.3,814.0,0.9928,3,,
20f497945ef41a64504498411fdb908e,374,0.300136,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Ca_Accumulibacter,Candidatus Accumulibacter propinquus UW16,2954380.4,743.0,0.9973,1,Candidatus Accumulibacter,
2124b56385aa205302365f54ac91e345,374,0.00047,Bacteria Patescibacteria Gracilibacteria midas_o_8167 midas_f_13350 midas_g_57350 midas_s_57350,Candidatus Peregrinibacteria bacterium MFD02416.bin.c.20,2030811.156,551.0,0.8954,40,,
21303e01cd67416ee96438f8033c47ec,374,0.003503,Bacteria Chloroflexi Anaerolineae Caldilineales Caldilineaceae midas_g_1400 midas_s_1400,Candidatus Paceibacterota bacterium UR_AS_maxbin.219,2053589.824,748.0,1.0,0,,
213316fad482ffd7922d39b1cc5af012,370,0.000412,Bacteria,bacterium UR_AS_maxbin.215,1869227.7402,149.0,0.6923,118,,
2136e957bd8bf484e0b98998e45bc9fe,377,0.026903,Bacteria Patescibacteria Gracilibacteria Absconditabacteriales_SR1 midas_f_10951 midas_g_10951,Candidatus Paceibacterota bacterium UR_AS_maxbin.219,2053589.824,714.0,0.9788,8,,
213ec0ef843de45b3db9302876229bed,372,0.093347,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae Hydrogenophaga,Microcoleus sp. Aus8_D2,2818632.3,744.0,1.0,0,Microcoleus,Microcoleaceae
21632f1a314cf0e99d490c55313971f4,374,0.002345,Bacteria Planctomycetota Phycisphaerae Phycisphaerales Phycisphaeraceae SM1A02 midas_s_87171,Phycisphaerales bacterium SJ635,2052180.321,628.0,0.9358,24,,
2176ad2461d7d313cef34033bdf0dae4,374,0.002053,Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae Pir4_lineage midas_s_20025,uncultured Planctomycetota bacterium MFD04944.bin.2.70,120965.188,721.0,0.9867,5,,
21893939a495f5e06da1caf29a4fd1ba,376,0.001007,Bacteria Chloroflexi Chloroflexia Chloroflexales Roseiflexaceae midas_g_7080 midas_s_7080,Zoogloea sp. UR_AS_maxbin.203,49181.51,510.0,0.8786,47,Zoogloea,Zoogloeaceae
21956fc2fcbf84b073dcfd637b73ed13,374,0.008492,Bacteria Firmicutes midas_c_4 midas_o_7 midas_f_118715 midas_g_118715 midas_s_118715,Firmicutes bacterium OH_PFB_43,1879010.9650,546.0,0.8928,41,,
2195b517f49493e64a520062ef050319,374,0.001689,Bacteria Chloroflexi Chloroflexia Thermomicrobiales JG30-KF-CM45 midas_g_859,uncultured Chloroflexia bacterium MFD05442.bin.2.324,1672391.187,723.0,0.9866,5,,
219feddb29ee57b4fe717e9b6b9d9287,372,0.000611,Bacteria Proteobacteria,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,589.0,0.9167,31,,
21dfc8942940d86d88c456d8f9947037,372,0.096333,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_1616,uncultured Pseudomonadota bacterium MFD00032.bin.2.194,153809.1191,714.0,0.9839,6,,
21e4450a897f6df58e850ea36bc0e458,374,0.002601,Bacteria WPS-2 midas_c_206 midas_o_395 midas_f_547 midas_g_1701 midas_s_39728,bacterium BWSM_10,1869227.7440,671.0,0.9598,16,,
21f304f9000c7add33813614289485c3,372,0.004038,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Ochrobactrum,Enterobacter cloacae FACU,550.4776,744.0,1.0,0,Enterobacter,Enterobacteriaceae
21fb43a846d2a6805c1130a0d5eb4615,395,0.00077,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Gemmobacter midas_s_18767,Gemmobacter sp. LW-1,1529005.24,769.0,0.9974,4,Gemmobacter,Paracoccaceae
2205102b421b76970c6b6301c1117fea,374,0.018216,Bacteria Planctomycetota Phycisphaerae Phycisphaerales Phycisphaeraceae SM1A02 midas_s_6065,Phycisphaerae bacterium strain new MAG-59,2026778.117,698.0,0.9733,10,,
222065a5b4f8dd9f8bfb3c4a79c45404,371,0.001011,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,622.0,0.9413,23,,
22260a6a60556bb92e140ff340fe33cb,374,0.014978,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae Ruminiclostridium,Candidatus Brocadia sp. strain SB37,2172549.5,728.0,0.9893,4,Candidatus Brocadia,Candidatus Brocadiaceae
2240a7b7e8e7c7350d798d182d23362d,374,0.002381,Bacteria Chloroflexi Chloroflexia Thermomicrobiales JG30-KF-CM45 midas_g_4042,Thermomicrobiales bacterium STL-CHL30,2482790.201,733.0,0.992,3,,
2242083c1dc5f1038c8c38689454c731,372,0.002628,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae,uncultured beta proteobacterium MFD09730.bin.2.53,86027.1465,744.0,1.0,0,,
2282dd5a4aa4542ea14a5e62d8dcdd60,389,0.000651,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae,Limnohabitans sp. MsE-30jul19-LR-37,1907725.231,754.0,0.9847,6,Limnohabitans,Comamonadaceae
22958f01426d8f1fe3f4922e13710669,377,0.004229,Bacteria Actinobacteriota Actinobacteria midas_o_5 midas_f_5 midas_g_399 midas_s_399,Actinomycetia bacterium USSF_maxbin.020,1883427.3113,754.0,1.0,0,,
22a8878d65414c6f84ae21a8b0ea58f2,377,0.007015,Bacteria,bacterium UR_AS_maxbin.232,1869227.7401,695.0,0.9708,11,,
22cccfd1036b0da2107edb67c4342216,374,0.002381,Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Lacunisphaera midas_s_10640,Lacunisphaera sp. MAG_MBR_H10.94,1961806.38,748.0,1.0,0,Lacunisphaera,Opitutaceae
22de963e93a907d36c9e98cbe7b9d6e6,372,0.001601,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Paracoccus,Frigidibacter sp. MR17.14,3126509.3,739.0,0.9973,1,Frigidibacter,Paracoccaceae
2304bf0d6643fee1fbc001318db1ad4b,368,0.000407,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae,Burkholderiaceae bacterium PRO5,2030806.406,632.0,0.9409,22,,Burkholderiaceae
2312e5308f3175a35b1dc7bfe43f43c2,413,0.000582,Bacteria,Mycobacterium tuberculosis SRS991825,1773.5825,186.0,0.7895,151,Mycobacterium,Mycobacteriaceae
2339b9153877321a8808394660361370,374,0.000305,Bacteria Bdellovibrionota Oligoflexia 0319-6G20 midas_f_3092 midas_g_3092 midas_s_3092,Oligoflexia bacterium MFD09671.bin.1.114,2599941.102,603.0,0.9225,29,,
2368c65ebd271dbefcef6a8e5b8f96c8,374,0.001085,Bacteria Verrucomicrobiota Kiritimatiellae WCHB1-41 midas_f_91940 midas_g_94737,Verrucomicrobia bacterium ADurb.Bin070,1852927.3,718.0,0.984,6,,
236ef756301cc095368c057e6e68441a,374,0.020568,Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae Prosthecobacter,uncultured Candidatus Berkelbacteria bacterium SRR5576005_bin.117_CONCOCT_v1.1_MAG,1664347.22,748.0,1.0,0,,
2372eef172c186f13838a70a9670b5f3,394,0.000529,Bacteria Chloroflexi Anaerolineae SBR1031 Flexifilaceae midas_g_2842 midas_s_13924,Anaerolineae bacterium BC1.4,2052143.1196,695.0,0.961,19,,
23a8fb497c520bb3bfe4a19dcb83c0f0,374,0.066026,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Pseudofulvimonas,Pseudofulvimonas gallinarii CCM 7599,634155.8,673.0,0.9599,15,Pseudofulvimonas,Rhodanobacteraceae
23ae6bc28fbe3ff8eb1b39864e44c16f,374,0.002242,Bacteria Chloroflexi OLB14 midas_o_731 midas_f_731 Ca_Amarobacter midas_s_7461,Chloroflexi bacterium OLB14,1617415.5,743.0,0.9973,1,,
23d185302357f6837cd05b5a4ea8a752,374,0.002859,Bacteria Chloroflexi Anaerolineae Caldilineales Caldilineaceae midas_g_1668,Candidatus Paceibacterota bacterium UR_AS_maxbin.219,2053589.824,738.0,0.9947,2,,
23d5162bd3f831c5a49c2ac1738f7077,371,0.000604,Bacteria Proteobacteria Alphaproteobacteria Caedibacterales Caedibacteraceae,Caedimonas varicaedens,1629334.6,742.0,1.0,0,Caedimonas,Caedimonadaceae
23e2d8f758089d7901a67133fdcb1774,370,0.00182,Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae midas_g_36215 midas_s_47110,uncultured candidate division WWE3 bacterium SRR6007446_bin.103_CONCOCT_v1.1_MAG,422285.13,710.0,0.9838,6,,
23e3bc20f75455e749a0d1e94fc52d99,549,0.032624,Eukaryota Amorphea Obazoa Opisthokonta Nucletmycea,Helicobacter heilmannii strain ASB6,35817.23,779.0,0.8815,65,Helicobacter,Helicobacteraceae
240773c51368dfb704940f7f07a1086f,370,0.003202,Bacteria Bacteroidota Bacteroidia Flavobacteriales Weeksellaceae Chryseobacterium,Chryseobacterium tructae CECT 7798,1037380.4,730.0,0.9946,2,Chryseobacterium,Weeksellaceae
2408497718b0f218cb2e61b730f076dd,388,0.000833,Bacteria Bacteroidota Bacteroidia Cytophagales Microscillaceae OLB12,Bacteroidetes bacterium OLB12,1619897.5,751.0,0.9871,5,,
240f5950bdcf258ffd3f138edd5b9f74,370,0.00067,Bacteria Bacteroidota Bacteroidia Flavobacteriales Weeksellaceae Chryseobacterium,uncultured Wolbachia sp. strain WOLB0023,244204.33,735.0,0.9973,1,Wolbachia,Anaplasmataceae
24213db804e55e47a3bf42bcad5d39c8,413,0.00119,Bacteria,Mycobacterium tuberculosis SRS991825,1773.5825,218.0,0.8173,146,Mycobacterium,Mycobacteriaceae
2421aef9f1e0bdd32d422406736f36c3,374,0.002224,Bacteria SAR324_cladeMarine_group_B midas_c_814 midas_o_928 Ca_Phosphitivoracaceae midas_g_6448,Desulfomonilia bacterium 0c9ce0d9-ef91-441a-a17a-dc80b036fdfb,3041274.13,728.0,0.9893,4,,
24275739a875e089b14d8e961df6e393,367,2.878581,Bacteria Patescibacteria Gracilibacteria JGI_0000069-P22 midas_f_15723 midas_g_61007 midas_s_61007,Candidatus Gracilibacteria bacterium STE_160,2044595.218,684.0,0.9728,10,,
2429cd6f0fe0d95df344c1852f732a3c,374,0.002491,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae oc32 midas_s_45403,Betaproteobacteria bacterium strain Fred_18-Q3-R57-64_BATAC.422,1891241.443,673.0,0.9599,15,,
243b5edff540ea81f2a7e0fa4d64f798,374,0.001029,Bacteria Chloroflexi Anaerolineae Caldilineales Caldilineaceae midas_g_8033 midas_s_8033,uncultured Chloroflexia bacterium MFD04716.bin.1.82,1672391.278,718.0,0.984,6,,
2459784d64f01fc458e94d327795cbb0,373,0.00201,Bacteria Proteobacteria Alphaproteobacteria Dongiales Dongiaceae Dongia,uncultured Dongia sp. ERR2114811_bin.4_CONCOCT_v1.1_MAG,1208328.4,726.0,0.9893,4,Dongia,Dongiaceae
246044839f98332c3f907294a12872e4,372,0.003871,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Mesorhizobium midas_s_3870,Mesorhizobium sp. LA-28,2294114.3,729.0,0.9919,3,Mesorhizobium,Phyllobacteriaceae
248334b0c47168182a051f08b2ef513f,373,0.003487,Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Altererythrobacter,Proteobacteria bacterium DS4.bin38,1977087.1861,746.0,1.0,0,,
2484c2415e3f6d7f34abcbfc0b6f594e,406,0.000787,Bacteria midas_p_25076 midas_c_25076 midas_o_25076 midas_f_25076 midas_g_100664 midas_s_100664,Thermoplasmata archaeon SKS5.bin32,1906666.263,307.0,0.753,103,,
24b238f1b22602963ba9450d758e1cb5,372,0.007526,Bacteria Proteobacteria Gammaproteobacteria Competibacterales Competibacteraceae Ca_Competibacter midas_s_198,uncultured Gammaproteobacteria bacterium MFD09964.bin.1.117,86473.1588,739.0,0.9973,1,,
24c58eff2ec329d1ad0469b022601afe,393,0.00183,Bacteria Bacteroidota Kapabacteria Kapabacteriales midas_f_428 midas_g_428,Candidatus Kapaibacterium sp. MAG_AAO_H10.30,2447898.187,720.0,0.9669,13,Candidatus Kapaibacterium,Candidatus Kapaibacteriaceae
24ca0a63be988ca363304388b3bfe90d,370,0.001063,Bacteria Bacteroidota Bacteroidia Sphingobacteriales env.OPS_17,Pseudomonadota bacterium UR_AS_maxbin.032_sub,1977087.4909,680.0,0.9676,12,,
24f9ce2385024c1a4fc88d25a811bf37,391,0.002058,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae,Giesbergeria sp. R32x_68d_np_Bin2.16,2818473.28,757.0,0.9872,5,Giesbergeria,Comamonadaceae
25377cbc62149c90f4913a16fde82492,374,0.001213,Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae midas_g_3489 midas_s_3489,Pirellulales bacterium MFD00905.bin.3.507,2715253.337,636.0,0.941,23,,
2543233a5392f5513d0b50ddeb3a2eac,389,0.000515,Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas midas_s_22823,Brevundimonas poindexterae EaN21-13,74325.6,749.0,0.9821,7,Brevundimonas,Caulobacteraceae
25582c7a7728fc6c6157966f4f273ab0,372,0.003003,Bacteria Acidobacteriota Acidobacteriae Paludibaculum midas_f_675 midas_g_35427 midas_s_35427,Acidobacteria bacterium CoA2 C42,1978231.992,744.0,1.0,0,,
25668c0238f943ae425391ec3054a4d0,372,0.009705,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae,Albidiferax sp. OV413,1855285.3,744.0,1.0,0,Rhodoferax,Comamonadaceae
25729815488a620137d8b9c2f7932266,375,0.000476,Bacteria Sumerlaeota Sumerlaeia Sumerlaeales Sumerlaeaceae,Candidatus Sumerlaeia bacterium coassembly_bin.29,2715255.5,566.0,0.9045,36,,
258ca5992a1b39604781b94085b9c01f,374,0.007345,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae,Betaproteobacteria bacterium strain EsbW_18-Q3-R4-48_BAT3C.275,1891241.436,748.0,1.0,0,,
259c15e26434f5754c70e0670254c9ac,374,0.000604,Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae Neochlamydia midas_s_82383,Chlamydiae bacterium strain BWMinControl_Nextera34_MAG1,2081524.49,643.0,0.9439,21,,
259dfcaa73c423919e6a1725eb770dbc,374,0.003503,Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium midas_s_2203,Chitinophagaceae bacterium UR_AS_maxbin.004,1869212.1069,748.0,1.0,0,,Chitinophagaceae
25a51b5a13ddc025668a1f857e01d6e0,374,0.037445,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae Leptolinea midas_s_27600,Leptolinea sp. HRD-7,2830982.4,708.0,0.9786,8,Leptolinea,Anaerolineaceae
25a8c8799cb313e7f3d71df715b63a81,374,0.000907,Bacteria Planctomycetota Phycisphaerae Phycisphaerales AKAU3564_sediment_group,Phycisphaerae bacterium STB_87,2026778.311,608.0,0.9251,28,,
25b9e6367954f2a0eb85a050968eaf87,534,0.012446,Eukaryota Amorphea Obazoa Opisthokonta Nucletmycea,Helicobacter heilmannii strain ASB6,35817.23,427.0,0.7648,131,Helicobacter,Helicobacteraceae
25c992f387316cb8d6bd66a23c59fa25,372,0.014055,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group,metagenome,256318.62,634.0,0.9412,22,,
25cdbc2e9bb078ad00a68839ca3dd009,374,0.181598,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae Anaerolinea,uncultured Chloroflexia bacterium MFD05442.bin.2.301,1672391.402,678.0,0.9626,14,,
25f72762ddb065a304806357075936ae,393,0.004727,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales D05-2 midas_g_31688 midas_s_31688,Roseibium sp. SCPC15,3141376.3,735.0,0.9746,10,Roseibium,Stappiaceae
260d439ee8d7ae86e61a81c833b8529a,366,0.001666,Bacteria Proteobacteria Alphaproteobacteria Rickettsiales Mitochondria,Flavobacterium johnsoniae BD_FP_2_bin.20,986.33,388.0,0.8162,69,Flavobacterium,Flavobacteriaceae
2622eb23a9026bc47e7ced25e326a7f6,368,0.004981,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_31 midas_g_171,Ignavibacteria bacterium AS-MICRO-OLR.79,2053306.302,731.0,0.9973,1,,
262f3075da0769bcc8d821fcd3a20515,372,0.008694,Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter midas_s_76091,uncultured Solibacteraceae bacterium binchicken_co20_389,498749.57,739.0,0.9973,1,,Solibacteraceae
2630a88af667e6f8ce570be86180c448,378,0.000791,Archaea Halobacterota Methanosarcinia Methanosarciniales Methanosaetaceae Methanothrix midas_s_90212,Candidatus Cloacimonadota bacterium Seed_maxbin.019_sub,2030808.370,751.0,0.9974,1,,
2633c0ec40dcfe1a9c022a54c35f7afd,374,0.000563,Bacteria,Verrucomicrobia bacterium strain REEB52,2026799.520,678.0,0.9626,14,,
267d235f96993aebce68f5b6e924907a,374,0.016917,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Pseudoxanthomonas midas_s_22181,Pseudoxanthomonas sp. SL93,2995142.3,733.0,0.992,3,Pseudoxanthomonas,Lysobacteraceae
26a01d48c79b8138aa95dea567b9a3a3,375,0.023063,Bacteria Proteobacteria Gammaproteobacteria,Gammaproteobacteria bacterium strain Glo_16,1913989.310,578.0,0.9098,34,,
26bcb031ea5e9e32c511c17dd4ce8c44,374,0.003163,Bacteria Chloroflexi Anaerolineae Caldilineales Caldilineaceae midas_g_5463,uncultured Chloroflexia bacterium MFD02979.bin.3.21,1672391.903,723.0,0.9866,5,,
26daf0c5544e9a903a12f1ebc4c76867,370,0.005729,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Terrimonas midas_s_9871,Chitinophagaceae bacterium AS_Ams2_Bin4,1869212.1133,735.0,0.9973,1,,Chitinophagaceae
26dea83ac13cb0eec8a20bfd19c71898,372,0.001001,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Hydrogenophilaceae midas_g_1040,Hydrogenophilales bacterium strain Aved_18-Q3-R54-62_BATAC.570,2478482.9,744.0,1.0,0,,
26ef86afa44dbbdebbae8f35e590f52e,372,0.000941,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Amaricoccus,Chitinophagaceae bacterium UR_AS_maxbin.004,1869212.1069,729.0,0.9919,3,,Chitinophagaceae
26f1d3cabfe10ce02dc21df890288933,372,0.000751,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Pedomicrobium,uncultured Alphaproteobacteria bacterium MFD01275.bin.1.206,91750.3729,724.0,0.9892,4,,
270627d3212731c2b2ef818a4d511844,374,0.015897,Bacteria Spirochaetota MVP-15 midas_o_6772 midas_f_6772 midas_g_87076 midas_s_87076,Candidatus Cloacimonetes bacterium JPNA_maxbin.078,2030808.326,611.0,0.928,27,,
2712088c692ac09b8656f6b6d660a866,375,0.011957,Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Tundrisphaera midas_s_113781,Gemmatimonadales bacterium SMAG_U16109,2448054.233,650.0,0.9467,20,,
271464a4f73330acb4383213304aa7f6,374,0.001986,Bacteria Proteobacteria Gammaproteobacteria Run-SP154 midas_f_27 midas_g_5853,Gammaproteobacteria bacterium Bin_66_3,1913989.2461,738.0,0.9947,2,,
272159a2cf982ac85cbd1e2df036f57f,374,0.300441,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Azonexus,Betaproteobacteria bacterium strain Lyne_18-Q3-R50-59_BAT3C.300,1891241.456,728.0,0.9893,4,,
275a039b4106cd2b369ffedf91f97bea,372,0.000407,Bacteria Bacteroidota Ignavibacteria SJA-28 midas_f_31 midas_g_171,Ignavibacteria bacterium AS-MICRO-OLR.79,2053306.302,650.0,0.9515,19,,
275d284788c63e58553e4ec7f04a2ad2,370,0.00044,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae Ca_Accumulibacter,Candidatus Accumulibacter meliphilus UW14,2211374.3,627.0,0.9407,24,Candidatus Accumulibacter,
278fd41d9cdf6ecd60b72a3c5040b422,366,0.227959,Bacteria Bacteroidota Ignavibacteria Ignavibacteriales Ignavibacteriaceae Ignavibacterium midas_s_12514,Ignavibacteriales bacterium strain Lyne_18-Q3-R50-59_MAXAC.197,2049428.73,692.0,0.9781,8,,
27a3997f133e42d68ff7eb611be425dc,370,0.001512,Bacteria Bacteroidota Bacteroidia Bacteroidales Bacteroidetes_vadinHA17,Bacteroidetes bacterium strain Mari_18-Q3-R65-66_MAXAC.224,1898104.640,725.0,0.9919,3,,
27a7a7adaba67aa445d2bb0c11fb7bd2,370,0.000635,Bacteria Bacteroidota Bacteroidia Bacteroidales Marinilabiliaceae Mangroviflexus,Geofilum sp. HF401 strain HF401,1965019.3,685.0,0.9703,11,Geofilum,Marinilabiliaceae
27bf69cd00ef237ae1e87b77289a08db,369,0.001251,Bacteria Bacteroidota Bacteroidia Cytophagales Spirosomaceae midas_g_6909 midas_s_6909,Spirosomataceae bacterium MAG_MBR_H10.89,2902720.28,733.0,0.9973,1,,Spirosomataceae
