asv,best_identity,rel_ab,shared_of_20,raw_overlap_pct,score_aware_overlap_pct,midas_tail
275d284788c63e58553e4ec7f04a2ad2,0.9407,0.000440,20,100.00,100.00,Ca_Accumulibacter
278fd41d9cdf6ecd60b72a3c5040b422,0.9781,0.227959,20,100.00,100.00,midas_s_12514
27a3997f133e42d68ff7eb611be425dc,0.9919,0.001512,20,100.00,100.00,Bacteroidetes_vadinHA17
27a7a7adaba67aa445d2bb0c11fb7bd2,0.9703,0.000635,20,100.00,100.00,Mangroviflexus
27bf69cd00ef237ae1e87b77289a08db,0.9973,0.001251,20,100.00,100.00,midas_s_6909
27c37a555fbb777f838e87eb700a3dc5,0.9705,0.011238,20,100.00,100.00,midas_s_11915
27d7c4365ed098baa7ca0263cb5899d0,0.8737,0.000605,20,100.00,100.00,Thauera
27ded494a7bb4537f8be7db4a906eb78,0.9488,0.000868,20,100.00,100.00,Haliangium
27e75420dfbaead86cdeea9a2d74c96a,0.9599,0.001202,20,100.00,100.00,midas_s_80980
27f97dfdf5b9a1a69282f5a4b9a90303,0.9893,0.001726,20,100.00,100.00,midas_s_6600
27fe45038a4da83676e5c2486e3eeb29,0.9919,0.001085,20,100.00,100.00,midas_g_3186
2818bb900daf69102f67534b7842f468,0.9921,0.018600,20,100.00,100.00,Methanoregula
282cab71e9477b3f975788bf7a1596d2,0.9840,0.012578,20,100.00,100.00,midas_s_41474
28408ddd1a806444605bc05518dfca92,0.9680,0.000733,20,100.00,100.00,Isosphaeraceae
284394c0cbed2d299991537e7982d15e,0.9873,0.007059,20,100.00,100.00,Thauera
284c148b9e6e544cb14a4adcb1113368,0.8734,0.000868,20,100.00,100.00,midas_s_7080
284d2baa4586b09fb406d0638c1c56db,0.9520,0.000563,20,100.00,100.00,Singulisphaera
284db31b7945a96f5a7e480bc62e8142,0.9133,0.002604,20,100.00,100.00,Ca_Competibacter
285692702ef38d3267f94f61d0a49dca,0.9973,0.001820,20,100.00,100.00,Luteolibacter
28718ddd08d07a6bcc1455b2a2a072ee,0.9243,0.001210,20,100.00,100.00,midas_g_973
28b1ea4c5e76cdf2af8a24776404bf75,0.9892,0.001313,20,100.00,100.00,Rhizobiaceae
28c7d0a378e38ce7176d81f4d844d9af,0.9974,0.008070,20,100.00,100.00,midas_s_198
28cd6d5cd201fe16b62766a38ea3cb37,1.0000,0.002958,20,100.00,100.00,midas_s_34936
28d19b7fe9fa1896e76b6bd6f603da72,0.9838,0.001007,20,100.00,100.00,Blvii28_wastewater-sludge_group
28ecbd22fca28babcc8a53ccb6d3852e,0.9733,0.018583,20,100.00,100.00,midas_s_38974
29003d64333f96d3b4d069b43feef40d,0.9496,0.001058,20,100.00,100.00,midas_s_100794
290a81a38946682073154c0a73db506b,0.9272,0.003932,20,100.00,100.00,midas_s_79561
290fed8fbdf24aa61b1bb57a7b64fd95,0.9332,0.002426,20,100.00,100.00,midas_s_34797
2926b128d7a523c172209503b8370ffa,0.9946,0.126493,20,100.00,100.00,Rhodobacteraceae
294b02532c901bf8179a34ba9f3b4f0f,0.9757,0.001275,20,100.00,100.00,Ferruginibacter
295a852a1731684de71c421f1ad0de62,0.9973,0.003807,20,100.00,100.00,Xanthobacteraceae
295d871e192a9cd8d72c5b45867a3268,0.8717,0.013952,20,100.00,100.00,midas_s_49127
2967a7aced51557a6f884b952d09476b,0.9733,0.000859,20,100.00,100.00,Pirellulaceae
2969201048060eba026b35d5ef729812,0.9946,0.091080,20,100.00,100.00,midas_s_6004
299ccc8e8ff39974e43c21db8583539d,1.0000,0.001340,20,100.00,100.00,Romboutsia
29aee860061454ebef38da57ce411b39,0.9229,0.000751,20,100.00,100.00,midas_s_36021
29ba0daefe2b23183d3a1f189698cafb,0.9679,0.001111,20,100.00,100.00,midas_g_2138
29c1695abd29ef9b64dc3c6f3dfaf591,0.9892,0.054022,20,100.00,100.00,midas_s_3866
29c493585a58be562a4657fe14a96093,0.9923,0.001318,20,100.00,100.00,midas_s_18767
29fb32307e0ae8025d39846c9546547f,0.9310,0.396663,20,100.00,100.00,midas_s_36032
2a011f89c7ed645f35f47e64c6ab8c1a,0.8780,0.000515,20,100.00,100.00,midas_s_25102
2a02e04d4b8ba191b58ad31109904a74,0.9968,0.017923,20,100.00,100.00,midas_s_198
2a08ed8f6cc02daf9e47fed75b3a82d3,0.9973,0.006444,20,100.00,100.00,midas_s_198
2a17e5c1ecad186c179f1619cea1c42c,1.0000,0.020089,20,100.00,100.00,midas_s_5352
2a40e5e0f36783ee5bf976743e3251cc,0.9919,0.001415,20,100.00,100.00,midas_s_27434
2a430e2be2f9a5c98eeebb32e68da0f8,0.9847,0.002329,20,100.00,100.00,Comamonadaceae
2a58d3dbae81d35cc05ddcc6cc05e140,0.9144,0.001192,20,100.00,100.00,midas_s_17266
2a6638d21cc2b8a6f7e8739493c5bd06,0.9787,0.001100,20,100.00,100.00,midas_s_90073
2a7c772351a564f7d47072773922a6eb,0.9893,0.304935,20,100.00,100.00,midas_g_2835
2a84511508292ffe95be829952dbc3b4,0.8783,0.000794,20,100.00,100.00,Paracaedibacteraceae
2a85e559a02e865b34feb19b10d4908b,0.9786,0.002022,20,100.00,100.00,midas_s_116216
2ac02fa358ad899a1a3975e984c24220,0.9892,0.004504,20,100.00,100.00,midas_s_5409
2acd0617a6b2e29da34f66f63573c5b6,0.9899,0.002345,20,100.00,100.00,midas_g_973
2ad460239b0df57c6491c5d5e371984b,0.9899,0.004027,20,100.00,100.00,Ca_Accumulibacter
2ae0951a93f578cf5a08e4134344a1bc,0.9973,0.020157,20,100.00,100.00,Microscillaceae
2af0959cdfc68c9d7a2e439d6ebcbbcc,0.9839,0.008012,20,100.00,100.00,Devosia
2af89ec563e931549a0caa5cc9576fff,0.9760,0.030971,20,100.00,100.00,midas_s_73915
2af9b14e0fa1a733cabb472fdd62efff,0.9795,0.000502,20,100.00,100.00,Flavobacterium
2afb24263ce942d39ce494e3897c3a59,0.9951,0.002426,20,100.00,100.00,midas_s_71310
2afc093903d502c950e419b4a1ed5043,0.9000,0.000213,20,100.00,100.00,midas_s_33978
2afe5998dea8982c2cd58778915b1a3c,0.9973,0.026876,20,100.00,100.00,Roseomonas
2b0e45fd93126d17ce1dbc98d958c18d,0.9973,0.012401,20,100.00,100.00,midas_s_198
2b11b421e52cbc97547c054e3eed0bb5,1.0000,0.006672,20,100.00,100.00,Comamonadaceae
2b169c496a5d29bc5c0fde648e5dc59f,0.9220,0.000375,20,100.00,100.00,Comamonadaceae
2b18b0f66a35d3d26cf1d8c7cb6ae05e,0.9919,0.069188,20,100.00,100.00,midas_s_47303
2b1c81e56ed54ea0a05c65e4fdbdf949,0.8954,0.099938,20,100.00,100.00,midas_g_83150
2b335f368deba69c6c95c18da31dc5f4,1.0000,0.001440,20,100.00,100.00,Clostridium_sensu_stricto_1
2b574134383a97ed6d824d208c869f5f,0.9893,0.003763,20,100.00,100.00,midas_s_5037
2b595daa659aba7649295b3936c2a499,0.8544,0.567663,20,100.00,100.00,Bacteroidia
2b694c9f517e1efb9233cfc951215fc8,0.9973,0.008149,20,100.00,100.00,midas_s_198
2b809b1be23ca594eb500c596c2d8787,1.0000,0.003033,20,100.00,100.00,midas_g_9397
2b80d676b888137f05765469713dc05e,0.9704,0.019838,20,100.00,100.00,midas_s_41037
2b9113180a7e1a8f4e25512f0191ff42,0.9866,0.005880,20,100.00,100.00,midas_s_564
2b961368ac7459d37b18e3f07f82deb8,0.9973,0.006350,20,100.00,100.00,OLB12
2b9ed5df2d048c25e314163ea7dd1ddf,0.9101,0.035883,20,100.00,100.00,midas_s_22263
2ba738de2dd95ed0dc069dd11e4b9a48,0.9299,0.008919,20,100.00,100.00,Rickettsiales
2bb99c8a9e52427dad3fe8b7bf2a69cc,1.0000,0.001834,20,100.00,100.00,Flavobacterium
2bcbfa69a69fa6b098d3437c32d9ac40,0.9758,0.012245,20,100.00,100.00,midas_s_19402
2bdaad933730de1f4e8599c01e895257,0.9759,0.001233,20,100.00,100.00,midas_s_78172
2be7c4db972d6f14a20a4a0a652d7edf,0.9893,0.001526,20,100.00,100.00,Rheinheimera
2bedbc0cf4dcbc8037bfec5210182483,1.0000,0.144058,20,100.00,100.00,Comamonadaceae
2bf7841dd09e14c518b4678a8868e6ae,0.9142,0.000480,20,100.00,100.00,midas_s_14427
2bf7e7487b62c0e212855d464190da66,0.9973,0.002179,20,100.00,100.00,Hyphomicrobium
2bfe1c980908adc5f33dbe44109f2e7a,0.9919,0.002264,20,100.00,100.00,Rhodobacteraceae
2c10876ef04ce65d207614e017e82f09,0.9948,0.001320,20,100.00,100.00,Comamonadaceae
2c173b38f6662bbeca324906017583e6,0.9677,0.008919,20,100.00,100.00,midas_g_68657
2c26bcd1b914723ff66e415d83a2364f,0.9973,0.001760,20,100.00,100.00,Beijerinckiaceae
2c2aefca77e4111c29e42499339a36c2,0.9730,0.005441,20,100.00,100.00,midas_s_23392
2c2c3b3d1f316fb02b3f202d7b6c6107,0.9361,0.000604,20,100.00,100.00,SM1A02
2c31258527dd889c783c4edabdd29f6e,1.0000,0.007149,20,100.00,100.00,Piscinibacter
2c49e9485d38ce7ccc5d05913e0a788e,0.9813,0.001318,20,100.00,100.00,midas_s_14454
2c539a66990b90af8b60ea1d45fe7b12,0.9973,0.021140,20,100.00,100.00,Pedobacter
2c59176fd1cb4bb899b82560d78296a5,0.9489,0.053753,20,100.00,100.00,midas_s_13530
2c5ab9420881de28a0953279e918236b,0.9973,0.332768,20,100.00,100.00,Luteimonas
2c5d9c1194b6f148e7ec547e2be3af03,0.9305,0.001752,20,100.00,100.00,midas_s_57689
2c7232dcc876a85fd3c83731f4c56848,0.9973,0.009528,20,100.00,100.00,midas_s_198
2cc2f0f7a6e782b58aab2eaec26038b9,0.9630,0.000319,20,100.00,100.00,Methanospirillum
2cc5525a1e8c3e58d1c5dece79dd8f05,0.9866,0.002361,20,100.00,100.00,midas_s_29987
2cc6e9989df14ed545ed6e8c751d644f,0.9418,0.000607,20,100.00,100.00,midas_s_115334
2cdfd4eb9f47e15fc6518f62e3b61ea6,1.0000,0.153162,20,100.00,100.00,Azonexus
2ce25810a99635630a4855fff76a7f4f,0.9678,0.000809,20,100.00,100.00,midas_s_69309
2d05b66143f31175c4d6c3eeadc010d2,1.0000,0.100678,20,100.00,100.00,Comamonadaceae
2d067b47e3022df6d876076d50234d89,0.9796,0.000436,20,100.00,100.00,Rhodobacter
2d0b1a95ab087e0e33432af18260d5b7,0.9652,0.052621,20,100.00,100.00,Rhodanobacteraceae
2d2be8e2152e95e0f171c4b66568e6f9,1.0000,0.011510,20,100.00,100.00,Christensenellaceae_R-7_group
2d397b4c9b491e09fb3d116782ab7287,1.0000,0.001019,20,100.00,100.00,Novosphingobium
2d4e1115e9ef4a95b9d0132ad8107e3d,0.9758,0.000403,20,100.00,100.00,Planctomicrobium
2d4ea924a8e493f1c27d8f39e076c911,0.9086,0.000794,20,100.00,100.00,midas_g_61647
2d5b0826597268863fe47f170303c99e,0.8973,0.000607,20,100.00,100.00,Terrimonas
2d75211a5a3965bd8711f2b7bcecbad4,0.9919,0.003639,20,100.00,100.00,Terrimonas
2d869bf1c0f3d5480cd1bf7cc8130998,0.9545,0.000986,20,100.00,100.00,midas_s_64306
2daabe71407f344062738c80859362a7,0.9011,0.000750,20,100.00,100.00,Ca_Berkiella
2dbd6a7f9a8a0769ed6e6ef701db671c,0.9946,0.003698,20,100.00,100.00,midas_s_32033
2dcb50c01ead8636a963a3354c81c102,1.0000,0.001677,20,100.00,100.00,midas_g_3838
2de0beb2daba2b72767a54755f77de49,0.8605,0.000815,20,100.00,100.00,midas_s_80044
2de13957a9c49b90c06f1815493c060a,0.9651,0.000744,20,100.00,100.00,midas_s_76438
2dec6a481bf02712cc1ba7d5f8d23a9b,0.9919,0.011487,20,100.00,100.00,midas_s_10447
2deec4d367ef203a418b9ed74e0e92a2,0.9731,0.004448,20,100.00,100.00,midas_s_77341
2e0c21f2a26d34172f4dc505e2f81ca0,0.9920,0.008087,20,100.00,100.00,Smithella
2e32819eb61beab437eb3f8fd5c464e4,0.9924,0.000868,20,100.00,100.00,midas_s_22181
2e33abdfc07c7eacc048cd4586d2164f,0.9164,0.000750,20,100.00,100.00,midas_s_51357
2e3b1e599ae68570ca4f1f1d70f10deb,0.9946,0.000733,20,100.00,100.00,Comamonadaceae
2e3ba60b38cedda418a74444f4223122,0.9651,0.011909,20,100.00,100.00,midas_g_7254
2e3eb1c3ea32129c036b2afb0bc4a0dc,1.0000,0.003292,20,100.00,100.00,midas_s_38208
2e41bf8ff0926c4923f8dad0248adbd8,0.9946,0.008387,20,100.00,100.00,midas_s_13895
2e588d29b736fe6259e3104f40529d73,0.9251,0.052807,20,100.00,100.00,midas_s_1327
2e5af3c7824b846a8fec8a62e2220e7d,0.9548,0.000498,20,100.00,100.00,midas_s_75709
2e6135eeb95834f98a5d73d10e5ef5f6,0.9897,0.001587,20,100.00,100.00,Flavobacterium
2e82ae0aba41b48a8573ec057af55532,1.0000,0.044934,20,100.00,100.00,midas_s_39321
2e86875122ba30532e97b0eae7757e7e,0.9973,0.000880,20,100.00,100.00,Stella
2e8ccd38c024855076705ff19f531e2f,0.9074,0.000403,20,100.00,100.00,Rhizobiales
2e915d9717a81c6e91a2c72daf7469f8,0.9733,0.019797,20,100.00,100.00,Isosphaeraceae
2ec02dd45d8ae612c6ed454e99d92056,0.9973,0.001313,20,100.00,100.00,midas_g_40397
2f24f68245e1f2b25cd8eadf88997d01,0.9866,0.002022,20,100.00,100.00,midas_g_201
2f842de61a885145168f85bb37ddf983,0.9385,0.000607,20,100.00,100.00,midas_s_99546
2f91cfc9e3cc04433ec4a82561a1ca0f,0.9728,0.000335,20,100.00,100.00,midas_g_38743
2f97c754175ea3e2ed90bc2783dfa8fa,0.9893,0.531726,20,100.00,100.00,midas_s_58094
2fb798ca65a51914b19bb92ceea710a2,0.9572,0.006874,20,100.00,100.00,Anaerolinea
2fe020394ed579ac3799a44746de1265,0.9973,0.000833,20,100.00,100.00,midas_s_27431
2fed8fd06ed0e104347eb07daed78c31,0.9677,0.090645,20,100.00,100.00,midas_s_2639
2feeff5df84be3663d48db014a1c9ac8,1.0000,0.006957,20,100.00,100.00,Azonexus
300328aeb5106a9bc8b873206d20ab88,0.9866,0.000302,20,100.00,100.00,Rhodocyclaceae
30056e2325f15d1ebb27b96d0f705b05,1.0000,0.004254,20,100.00,100.00,Flavobacterium
300bfcec1609817c5b3eab9dc8a6c73b,0.9385,0.001415,20,100.00,100.00,midas_g_46066
3016a679bdb79d25799516dc82383f8c,0.9358,0.000986,20,100.00,100.00,midas_f_93307
3058eae3e6848761b335ce1e38b3f1f6,0.9920,0.035870,20,100.00,100.00,midas_s_22181
305c2ffd5a3856f4b7721fa949e1fcb3,0.9973,0.001540,20,100.00,100.00,Sphingobium
306362657db7872818a69eab489f7c76,0.9893,0.002391,20,100.00,100.00,midas_s_1119
306a28d990f6dae80bcc36c8136b8eae,1.0000,1.414095,20,100.00,100.00,midas_s_12995
306d638a7a73fb0516d8eb7d967c0c30,0.9973,0.000898,20,100.00,100.00,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
3095c39e6a2515c542a9f89389f1a667,0.9924,0.001309,20,100.00,100.00,midas_s_22181
3098e3c9c5e3bccac59935e0089b3c7a,0.9811,0.000733,20,100.00,100.00,Blvii28_wastewater-sludge_group
30a23fce26b487c4b29cf043845e25bc,0.9922,0.000525,20,100.00,100.00,Bosea
30a7d14e23c361a624a4be69972c155e,0.9973,0.005230,20,100.00,100.00,Ca_Accumulibacter
30e5a4953507e5f7da13f63544972757,0.9973,0.006567,20,100.00,100.00,Thauera
3132cec9f172b1108e62ee5ed93918fd,0.9520,0.001220,20,100.00,100.00,midas_s_71327
3136e3be1b40e5baf90c4bce743e7731,0.9679,0.000257,20,100.00,100.00,Clostridium_sensu_stricto_12
313d1c684584732c9d8e6a88ac60a5bd,0.9924,0.003176,20,100.00,100.00,midas_s_22181
31466ffbd5ebff24c10a18a167599f57,0.9973,0.001646,20,100.00,100.00,IMCC26207
314bfc39d503202b23a6c3ff5a799e42,0.9919,0.001945,20,100.00,100.00,Afipia
315ec242102c05c797c53de2c45fc384,0.9973,0.003058,20,100.00,100.00,midas_g_81
31657e23b33b1ba8208c26a75a96c209,0.9973,0.004557,20,100.00,100.00,midas_s_198
3165effe0e08c2c9eacd917e9c260adc,0.8262,0.000823,20,100.00,100.00,midas_s_53999
31722892e44a62230a0e70f7cf5f295c,0.9920,0.000437,20,100.00,100.00,midas_g_1668
317c4b27d5c27a74d9d48b483f7d1c30,0.9652,0.000596,20,100.00,100.00,midas_s_6539
3196bc82f5a5ddf5efff5dfd48579b60,1.0000,0.002601,20,100.00,100.00,Planctopirus
31cb1215d703e87c488c22c1123499fc,0.8733,0.012322,20,100.00,100.00,midas_g_973
31d4b19e812f1b9f96083511e23eed30,0.9733,2.881750,20,100.00,100.00,midas_s_26667
31e8bbe79c9524111efad77d16444573,0.9407,0.000809,20,100.00,100.00,midas_g_100288
31ea93c3eb5f8159565fcf89bccbc0f3,0.9973,0.000375,20,100.00,100.00,Acetobacterium
322cbc3bc7df621dd7bfc12a58f83e7f,0.9920,0.079187,20,100.00,100.00,midas_g_14268
322e95dcad281978b9f9a97b4bf2b743,0.9946,0.001308,20,100.00,100.00,Novosphingobium
323a5f2ee4d20ff4f29f10647d24599c,0.9630,0.000809,20,100.00,100.00,
326ee3f4ff41f1e307d86a52a048c9b2,0.9274,0.001440,20,100.00,100.00,Ca_Competibacter
32746f1708f612d00c52a96996218913,0.9355,0.001213,20,100.00,100.00,midas_s_114642
327abcd5132ce724a122f9155faa8c8d,1.0000,0.000791,20,100.00,100.00,midas_s_3440
32832f9f6c225de92a3a6ae059acfaaf,0.9651,0.066026,20,100.00,100.00,midas_s_943
32affae71b8a31f86afb5483974fb196,0.9973,0.005174,20,100.00,100.00,Thauera
32b82567f4e5a5841304e6f8016d0a86,0.9919,0.023063,20,100.00,100.00,Aurantisolimonas
32c9e006d462bf06a805202e947f2930,1.0000,0.218871,20,100.00,100.00,midas_s_9909
32cac19e56165f1cc712c15345ff228b,0.9813,0.001820,20,100.00,100.00,midas_s_94422
32cdedaf02ea6a49c9200c94f9ad5d5a,0.9866,0.004981,20,100.00,100.00,Xanthomonadaceae
32d1077d28b29a3f6b93e1c0cbad6fda,1.0000,0.001540,20,100.00,100.00,Tetrasphaera
32daebba3b9be01d090ee962d92b0fe6,0.9572,0.001011,20,100.00,100.00,AKAU3564_sediment_group
32e2ed9ffb30ed9bad3fa82b0baa5d15,0.9813,0.001318,20,100.00,100.00,midas_s_20025
32ea2a7aa2dec1d160c4bb2b58de37b5,0.9973,0.004127,20,100.00,100.00,Thauera
331058b39f6e0d3bef777bf43e625834,0.9866,0.000660,20,100.00,100.00,midas_s_6442
33148b2285728bad2d45cb94be4006be,0.9973,0.001426,20,100.00,100.00,midas_s_9343
333177c84658e676cb5c69642c0853d1,1.0000,0.607319,20,100.00,100.00,midas_s_1940
33363bad92f198b94308dfb388f5e4e0,0.9225,0.000493,20,100.00,100.00,midas_f_3092
3366b9e7e3d1fd6394510f30ba399760,0.9920,0.002886,20,100.00,100.00,Iamia
337ac72a19d2d33cd4c2620fea35eee2,0.9767,0.000407,20,100.00,100.00,midas_s_63835
3388d05c78e09200781d702aa5e044b1,0.9270,0.000805,20,100.00,100.00,Thauera
339e09d94be083a064f5401888a8ac77,0.9919,0.001202,20,100.00,100.00,Rhodobacteraceae
33a4215484e4ff1242729a0f6b1f6de4,1.0000,0.285583,20,100.00,100.00,midas_g_7101
33c215eecf8e096dab3d058649f75665,1.0000,0.000794,20,100.00,100.00,midas_s_11567
33df87d462384b48f155ad84b5e02c26,1.0000,0.015375,20,100.00,100.00,Methanobacterium
33f93fe73a7f8dce0569ac3c54be5fda,1.0000,0.084561,20,100.00,100.00,Comamonadaceae
341ffe203147e821ef8fc61a221e53eb,0.9973,0.008131,20,100.00,100.00,Ca_Alysiosphaera
3425630c5b56cd52ab18a57fa6fa4a5f,1.0000,0.005556,20,100.00,100.00,midas_s_202
342bc2115b40e96c290bd27da7cf9252,0.9866,0.053173,20,100.00,100.00,midas_s_26590
343639260e5a553a449c040a58953f9a,1.0000,0.000319,20,100.00,100.00,midas_s_21
344652e04f9c7d9579b92ad88f8b9f45,0.9811,0.155579,20,100.00,100.00,midas_s_35267
344b8fcfc08a17bb7443c1ad11ea3151,1.0000,0.097963,20,100.00,100.00,Devosia
345193d4142ccbbb887d2e0fd0ce3497,0.9946,0.002897,20,100.00,100.00,Hyphomicrobium
34544962cae40185cae4d71cd00f5b5c,0.9707,0.000375,20,100.00,100.00,midas_s_82383
3459fbc54effc29f7e47608eb9301707,1.0000,0.202786,20,100.00,100.00,midas_g_11580
347d8c250719fcbed9bbc340304e331c,0.8507,0.002426,20,100.00,100.00,Bacteria
34829f29e076aa7679b28832abbb1d9d,0.9644,0.001435,20,100.00,100.00,Cytophaga
348dedcdc872364e5542f1b1c4bd04c6,0.9866,0.002224,20,100.00,100.00,midas_s_76836
349d6e0ff74f02b6d2d55d29a6084ea2,1.0000,0.001752,20,100.00,100.00,midas_s_143
34b85af00220b44b6a31676c5ae4cba2,0.9947,0.043562,20,100.00,100.00,Desulfobacterium_catecholicum_group
34ee52fa9356737350010ade289931e3,1.0000,0.003033,20,100.00,100.00,midas_s_44521
34f7baf2ef917eea7cd558f7159dbd84,0.9733,0.003968,20,100.00,100.00,midas_s_6692
35032cf7723fb6bf0231577eb8c694dd,0.9162,0.000527,20,100.00,100.00,Zoogloea
350348caddd8cad6783516223e7b3ba4,0.9973,0.008082,20,100.00,100.00,midas_g_10639
351ef729ef043f8946972e029476a729,0.9838,0.286845,20,100.00,100.00,Edaphobaculum
353b4556e7e0a2f605ef190fb6eb0d18,0.9927,0.012747,20,100.00,100.00,midas_s_71310
35400d154aa8dc477e2682a06d0b434d,0.8783,0.001202,20,100.00,100.00,Bacteria
3559e8f333e68482ce255c9d510e3059,0.9948,0.000833,20,100.00,100.00,Rhodobacteraceae
35696ee7d2ceafdd790f4db07c85ad91,0.9973,0.174564,20,100.00,100.00,midas_s_24781
359bcbdf8684b1e759909405818f5516,0.9822,0.002420,20,100.00,100.00,Dokdonella
35c3d93343c607fcb115b6a4b8abb167,0.9973,0.005844,20,100.00,100.00,midas_s_198
35c675ce9703149dc7e4c039467f46ae,1.0000,0.002498,20,100.00,100.00,Comamonadaceae
35d9eac2e2372189403b471f721ebb23,0.9271,0.000794,20,100.00,100.00,midas_s_36081
35e233373e25fb928c93ae54b3033b19,1.0000,0.001435,20,100.00,100.00,midas_s_9343
35f3ee6c41a263f8caafbb610b37bb90,0.9866,0.001222,20,100.00,100.00,midas_s_1119
35f9b6ebaceb4b0ab591987239817512,1.0000,0.000787,20,100.00,100.00,midas_s_56319
35fce1c4cca32392fa5c75085d74af67,0.9790,0.001213,20,100.00,100.00,midas_s_118654
36385ad887f226396b514c9da63ad6be,0.9865,0.001913,20,100.00,100.00,midas_g_18382
3642abbef6b1e8d056eb2f5a7c2a55b2,0.9378,0.015375,20,100.00,100.00,Paludibacter
366b4a810e55fe236d8e10a76d8339ce,0.9840,0.004044,20,100.00,100.00,midas_s_40145
3676ab41ea249834e3b0e1a2ad4f19e0,1.0000,0.572165,20,100.00,100.00,Hydrogenophaga
3679eb1918d142d7e468ea32c2f42595,0.9973,0.162065,20,100.00,100.00,midas_s_5625
36822e5c96ad047bd5a4d78c9ebfe7f6,0.9812,0.001067,20,100.00,100.00,midas_s_64864
368ff3af5167a4a329132285e428c9f7,0.9873,0.000563,20,100.00,100.00,Ca_Accumulibacter
36b46a254875314bef7628b94ef8d7b6,0.9840,0.001210,20,100.00,100.00,Nocardioides
36c5e2a98565ce5802b6de74fc747beb,0.9733,0.000743,20,100.00,100.00,midas_s_65357
36c6c053a4ffdf7cd18b8c16e4f38d9f,0.9866,0.000470,20,100.00,100.00,midas_s_49940
36cf1853edbaec342c271909f87ca1b6,1.0000,0.011269,20,100.00,100.00,Phenylobacterium
36e38981bc99d5d7fdd5959ca41f6313,1.0000,0.006306,20,100.00,100.00,midas_s_37003
373564a936af275eb49e6afcda8bc480,0.7634,0.011920,20,100.00,100.00,midas_s_113674
373d9bb0f7fc2e6f9c4b3887d477cc1b,0.9923,0.002932,20,100.00,100.00,midas_g_171
376145c7717df8020721dc811bcc9869,0.9973,0.000434,20,100.00,100.00,midas_s_49913
377404a9c8a764adb5bf2df23a15d235,0.8922,0.022783,20,100.00,100.00,Anaerolineae
378d347b85374bc618b9aab1bd2ff7f4,0.9178,0.001172,20,100.00,100.00,midas_s_99701
37a34dd3c591c9b1ab5df159ba786a99,0.9759,0.001019,20,100.00,100.00,midas_s_26571
37b060e0a742b8d47f1d46b13c59fdf8,0.9973,0.004503,20,100.00,100.00,midas_s_198
37b4ca4506b4d6533853afad5a8e920d,1.0000,0.003639,20,100.00,100.00,Thiobacillus
37bf9d5bceeaa4f4de3ecd73a373b7b2,0.9946,0.000563,20,100.00,100.00,Hassallia
37e677e0550211efee5d1d4ca83b1751,0.9491,0.000907,20,100.00,100.00,SD04E11
37eef0f94bf97178e7c068b8c04048da,0.9730,0.001011,20,100.00,100.00,midas_s_83368
3801cc5b6e91a11e46ae4329f5f00ab4,0.8895,0.000403,20,100.00,100.00,midas_s_65357
38478495e8b97c7e84e69bce1100a058,0.9679,0.789233,20,100.00,100.00,Ca_Caldilinea_saccharophila
3875c8e1d6a94b070a8a7f3487393d0d,1.0000,0.003348,20,100.00,100.00,midas_s_139
387df62816c6dcc5b83a96c751374d36,0.9919,0.001202,20,100.00,100.00,midas_g_10077
3895923d56b9874d49f48496d85f4edb,0.9946,0.012005,20,100.00,100.00,Chryseobacterium
3898c1a4713d9f13a313be9af31c0bf1,0.9893,0.018603,20,100.00,100.00,midas_s_58094
389bb7e4bbacf3b8b3bf07adbf22b2b1,0.9098,0.002361,20,100.00,100.00,Ca_Competibacter
38b74b94b1027514e69e55fe04a942e3,1.0000,0.000805,20,100.00,100.00,midas_s_1393
38cb486342d231e9861106da9c019a48,1.0000,0.002219,20,100.00,100.00,Methanobacterium_beijingense
38f502d4b605fc03257105ada68f064d,0.9382,0.000957,20,100.00,100.00,midas_s_44205
38f6446107ce1499096123f14a95d85a,0.9653,0.007939,20,100.00,100.00,midas_s_78579
38f7934721d5a6bdb95595b2a3c848e3,0.9947,0.077668,20,100.00,100.00,Thauera
38fc90a232589415e1f0ed3673357fb4,1.0000,0.000706,20,100.00,100.00,Streptococcus
390b80541f27df0f8741236c8ee5ac36,0.9817,0.024893,20,100.00,100.00,midas_f_14393
3927c63288614a0d10b962527a4e368c,1.0000,0.030104,20,100.00,100.00,midas_s_627
3936eab173313c429e43eedf30f17018,0.9811,0.008219,20,100.00,100.00,midas_s_24708
393e21e1409ca06072ae09c2c8bdb801,0.9759,0.011145,20,100.00,100.00,midas_s_19937
394d3028ab2e1799fdd85df0801fb2bc,0.9893,0.001760,20,100.00,100.00,Bacillus
398a1c34125e3c70e28cc6ce85de7ae9,1.0000,0.006945,20,100.00,100.00,midas_s_202
39a31c1026719ffa16f9f683372d2d1f,0.9946,0.001428,20,100.00,100.00,Comamonadaceae
39c8a7a7674f0e6363fcb9adbab5babb,0.9198,0.002656,20,100.00,100.00,midas_s_115012
39fb89fcf64ec7ebf57b8580eedef171,0.9784,0.001415,20,100.00,100.00,midas_s_12864
39fdc12bc95911158f1a3c299d6f9d28,0.9839,0.000641,20,100.00,100.00,midas_s_31486
3a2b84cb36acad1919fcb5115f0b9e31,0.9973,0.001196,20,100.00,100.00,midas_s_192
