asv,gpu_vs_pipe_top20_overlap,gpu_top1_in_pipeline_top20,gpu_top1_is_pipeline_top1,prefilter_missed_top20_hits,pipeline_hits_outside_gpu_top500,gpu_best_score,pipeline_best_score
2fe020394ed579ac3799a44746de1265,20,True,True,0,0,725.0,725.0
2fed8fd06ed0e104347eb07daed78c31,20,True,True,0,0,684.0,684.0
2feeff5df84be3663d48db014a1c9ac8,20,True,True,0,0,748.0,748.0
300328aeb5106a9bc8b873206d20ab88,20,True,True,0,0,723.0,723.0
30056e2325f15d1ebb27b96d0f705b05,20,True,True,0,0,736.0,736.0
300bfcec1609817c5b3eab9dc8a6c73b,20,True,True,0,0,633.0,633.0
3016a679bdb79d25799516dc82383f8c,20,True,True,0,0,628.0,628.0
3038e6386b7aca2cc4c759ff6fa3bf66,19,True,True,0,0,743.0,743.0
3058eae3e6848761b335ce1e38b3f1f6,20,True,True,0,0,733.0,733.0
305c2ffd5a3856f4b7721fa949e1fcb3,20,True,True,0,0,741.0,741.0
306362657db7872818a69eab489f7c76,20,True,True,0,0,728.0,728.0
306a28d990f6dae80bcc36c8136b8eae,20,True,True,0,0,746.0,746.0
306d638a7a73fb0516d8eb7d967c0c30,20,True,True,0,0,739.0,739.0
3095c39e6a2515c542a9f89389f1a667,20,True,False,0,0,773.0,773.0
3098e3c9c5e3bccac59935e0089b3c7a,20,True,True,0,0,705.0,705.0
30a23fce26b487c4b29cf043845e25bc,20,True,True,0,0,757.0,757.0
30a7d14e23c361a624a4be69972c155e,20,True,True,0,0,743.0,743.0
30aeb46c6e17d3281b40f7a6d11760f3,19,True,True,0,0,627.0,627.0
30e5a4953507e5f7da13f63544972757,20,True,True,0,0,743.0,743.0
3129070c724154621ca8c4d1eab32923,19,True,True,1,0,343.0,343.0
312b4f86e655ca2bf427dc5bf6832df3,19,True,True,0,0,603.0,603.0
3132cec9f172b1108e62ee5ed93918fd,20,True,True,0,0,660.0,660.0
31351b61355be00ed6b9da5b1f46a4c0,19,True,True,0,0,740.0,740.0
3136e3be1b40e5baf90c4bce743e7731,20,True,True,0,0,688.0,688.0
313d1c684584732c9d8e6a88ac60a5bd,20,True,True,0,0,769.0,769.0
31466ffbd5ebff24c10a18a167599f57,20,True,True,0,0,745.0,745.0
314bfc39d503202b23a6c3ff5a799e42,20,True,True,0,0,729.0,729.0
315ec242102c05c797c53de2c45fc384,20,True,True,0,0,737.0,737.0
31657e23b33b1ba8208c26a75a96c209,20,True,True,0,0,739.0,739.0
3165effe0e08c2c9eacd917e9c260adc,20,True,True,0,0,404.0,404.0
31722892e44a62230a0e70f7cf5f295c,20,True,True,0,0,733.0,733.0
3179097cec67cf61dd26558cebd8a692,18,True,True,2,0,596.0,596.0
317c4b27d5c27a74d9d48b483f7d1c30,20,True,True,0,0,683.0,683.0
3196bc82f5a5ddf5efff5dfd48579b60,20,True,True,0,0,744.0,744.0
31cb1215d703e87c488c22c1123499fc,20,True,True,0,0,509.0,509.0
31d4b19e812f1b9f96083511e23eed30,20,True,True,0,0,698.0,698.0
31e8bbe79c9524111efad77d16444573,20,True,True,0,0,630.0,630.0
31ea93c3eb5f8159565fcf89bccbc0f3,20,True,True,0,0,727.0,727.0
322cbc3bc7df621dd7bfc12a58f83e7f,20,True,True,0,0,733.0,733.0
322e95dcad281978b9f9a97b4bf2b743,20,True,True,0,0,736.0,736.0
323a5f2ee4d20ff4f29f10647d24599c,20,True,True,0,0,686.0,686.0
326ee3f4ff41f1e307d86a52a048c9b2,20,True,True,0,0,607.0,607.0
32746f1708f612d00c52a96996218913,20,True,True,0,0,622.0,622.0
327abcd5132ce724a122f9155faa8c8d,20,True,True,0,0,746.0,746.0
32832f9f6c225de92a3a6ae059acfaaf,20,True,True,0,0,679.0,679.0
32affae71b8a31f86afb5483974fb196,20,True,True,0,0,743.0,743.0
32b82567f4e5a5841304e6f8016d0a86,20,True,True,0,0,725.0,725.0
32c9e006d462bf06a805202e947f2930,20,True,True,0,0,744.0,744.0
32cac19e56165f1cc712c15345ff228b,20,True,True,0,0,713.0,713.0
32cdedaf02ea6a49c9200c94f9ad5d5a,20,True,True,0,0,723.0,723.0
32d1077d28b29a3f6b93e1c0cbad6fda,20,True,True,0,0,750.0,750.0
32daebba3b9be01d090ee962d92b0fe6,20,True,True,0,0,668.0,668.0
32e2ed9ffb30ed9bad3fa82b0baa5d15,20,True,True,0,0,711.0,711.0
32ea2a7aa2dec1d160c4bb2b58de37b5,20,True,True,0,0,743.0,743.0
331058b39f6e0d3bef777bf43e625834,20,True,True,0,0,721.0,721.0
33148b2285728bad2d45cb94be4006be,20,True,True,0,0,745.0,745.0
333177c84658e676cb5c69642c0853d1,20,True,True,0,0,732.0,732.0
33363bad92f198b94308dfb388f5e4e0,20,True,True,0,0,603.0,603.0
3366b9e7e3d1fd6394510f30ba399760,20,True,True,0,0,735.0,735.0
337ac72a19d2d33cd4c2620fea35eee2,20,True,True,0,0,729.0,729.0
3388d05c78e09200781d702aa5e044b1,20,True,True,0,0,599.0,599.0
339e09d94be083a064f5401888a8ac77,20,True,True,0,0,729.0,729.0
33a4215484e4ff1242729a0f6b1f6de4,20,True,True,0,0,744.0,744.0
33c215eecf8e096dab3d058649f75665,20,True,True,0,0,748.0,748.0
33df87d462384b48f155ad84b5e02c26,20,True,True,0,0,756.0,756.0
33f93fe73a7f8dce0569ac3c54be5fda,20,True,True,0,0,744.0,744.0
341ffe203147e821ef8fc61a221e53eb,20,True,True,0,0,739.0,739.0
3425630c5b56cd52ab18a57fa6fa4a5f,20,True,True,0,0,744.0,744.0
342bc2115b40e96c290bd27da7cf9252,20,True,True,0,0,723.0,723.0
343639260e5a553a449c040a58953f9a,20,True,True,0,0,752.0,752.0
344652e04f9c7d9579b92ad88f8b9f45,20,True,True,0,0,705.0,705.0
344b8fcfc08a17bb7443c1ad11ea3151,20,True,True,0,0,740.0,740.0
345193d4142ccbbb887d2e0fd0ce3497,20,True,True,0,0,734.0,734.0
34544962cae40185cae4d71cd00f5b5c,20,True,True,0,0,693.0,693.0
3459fbc54effc29f7e47608eb9301707,20,True,True,0,0,740.0,740.0
346805d4d19b3978691caa8f86c5cfbf,5,False,False,15,7,43.0,39.0
347d8c250719fcbed9bbc340304e331c,20,True,True,0,0,462.0,462.0
34829f29e076aa7679b28832abbb1d9d,20,True,True,0,0,665.0,665.0
348dedcdc872364e5542f1b1c4bd04c6,20,True,True,0,0,719.0,719.0
349d6e0ff74f02b6d2d55d29a6084ea2,20,True,True,0,0,750.0,750.0
34b85af00220b44b6a31676c5ae4cba2,20,True,True,0,0,738.0,738.0
34ee52fa9356737350010ade289931e3,20,True,True,0,0,750.0,750.0
34f7baf2ef917eea7cd558f7159dbd84,20,True,True,0,0,698.0,698.0
35032cf7723fb6bf0231577eb8c694dd,20,True,True,0,0,585.0,585.0
350348caddd8cad6783516223e7b3ba4,20,True,True,0,0,735.0,735.0
351ef729ef043f8946972e029476a729,20,True,True,0,0,710.0,710.0
353b4556e7e0a2f605ef190fb6eb0d18,20,True,True,0,0,807.0,807.0
353c33e92295d7b19403ab7ae7d43944,19,True,True,1,0,717.0,717.0
35400d154aa8dc477e2682a06d0b434d,20,True,True,0,0,510.0,510.0
3559e8f333e68482ce255c9d510e3059,20,True,True,0,0,756.0,756.0
35696ee7d2ceafdd790f4db07c85ad91,20,True,True,0,0,743.0,743.0
359bcbdf8684b1e759909405818f5516,20,True,True,0,0,749.0,749.0
35c223d822e53d52a1ebdc52dd7e2aa6,4,True,True,16,16,322.0,322.0
35c3d93343c607fcb115b6a4b8abb167,20,True,True,0,0,739.0,739.0
35c675ce9703149dc7e4c039467f46ae,20,True,True,0,0,744.0,744.0
35d9eac2e2372189403b471f721ebb23,20,True,True,0,0,628.0,628.0
35e233373e25fb928c93ae54b3033b19,20,True,True,0,0,750.0,750.0
35f3ee6c41a263f8caafbb610b37bb90,20,True,True,0,0,723.0,723.0
35f9b6ebaceb4b0ab591987239817512,20,True,True,0,0,746.0,746.0
35fce1c4cca32392fa5c75085d74af67,20,True,True,0,0,722.0,722.0
36385ad887f226396b514c9da63ad6be,20,True,True,0,0,715.0,715.0
3642abbef6b1e8d056eb2f5a7c2a55b2,20,True,True,0,0,625.0,625.0
366b4a810e55fe236d8e10a76d8339ce,20,True,True,0,0,718.0,718.0
3676ab41ea249834e3b0e1a2ad4f19e0,20,True,True,0,0,744.0,744.0
3679eb1918d142d7e468ea32c2f42595,20,True,True,0,0,739.0,739.0
36822e5c96ad047bd5a4d78c9ebfe7f6,20,True,True,0,0,709.0,709.0
368ff3af5167a4a329132285e428c9f7,20,True,True,0,0,763.0,763.0
369f9a488f30b2d79f7f35e9cae73074,19,True,True,0,0,282.0,282.0
36b46a254875314bef7628b94ef8d7b6,20,True,True,0,0,720.0,720.0
36c5e2a98565ce5802b6de74fc747beb,20,True,True,0,0,698.0,698.0
36c6c053a4ffdf7cd18b8c16e4f38d9f,20,True,True,0,0,715.0,715.0
36cf1853edbaec342c271909f87ca1b6,20,True,True,0,0,744.0,744.0
36e38981bc99d5d7fdd5959ca41f6313,20,True,True,0,0,744.0,744.0
372f6da810f7903a1a1bb90e04adba2f,19,True,True,1,0,458.0,458.0
373564a936af275eb49e6afcda8bc480,20,True,True,0,0,313.0,313.0
373d9bb0f7fc2e6f9c4b3887d477cc1b,20,True,True,0,0,762.0,762.0
376145c7717df8020721dc811bcc9869,20,True,True,0,0,743.0,743.0
377404a9c8a764adb5bf2df23a15d235,20,True,True,0,0,539.0,539.0
378d347b85374bc618b9aab1bd2ff7f4,20,True,True,0,0,595.0,595.0
37946f40ffae43c5efe8a25c736d6355,18,True,True,2,0,741.0,741.0
37a34dd3c591c9b1ab5df159ba786a99,20,True,True,0,0,703.0,703.0
37b060e0a742b8d47f1d46b13c59fdf8,20,True,True,0,0,739.0,739.0
37b4ca4506b4d6533853afad5a8e920d,20,True,True,0,0,748.0,748.0
37bf9d5bceeaa4f4de3ecd73a373b7b2,20,True,True,0,0,730.0,730.0
37db70e012bf5664d4a4afaeb693b1ba,0,False,False,20,20,65.0,49.0
37e5626f48475dd1213c48298f514e2f,1,False,False,19,19,479.0,437.0
37e677e0550211efee5d1d4ca83b1751,20,True,True,0,0,651.0,651.0
37eef0f94bf97178e7c068b8c04048da,20,True,True,0,0,690.0,690.0
37f36806ac7870816ad47529b73b3249,19,True,True,1,0,468.0,468.0
3801cc5b6e91a11e46ae4329f5f00ab4,20,True,True,0,0,543.0,543.0
38478495e8b97c7e84e69bce1100a058,20,True,True,0,0,688.0,688.0
3875c8e1d6a94b070a8a7f3487393d0d,20,True,True,0,0,744.0,744.0
387df62816c6dcc5b83a96c751374d36,20,True,True,0,0,725.0,725.0
3895923d56b9874d49f48496d85f4edb,20,True,True,0,0,730.0,730.0
3898c1a4713d9f13a313be9af31c0bf1,20,True,True,0,0,728.0,728.0
389bb7e4bbacf3b8b3bf07adbf22b2b1,20,True,True,0,0,573.0,573.0
38b74b94b1027514e69e55fe04a942e3,20,True,True,0,0,748.0,748.0
38cb486342d231e9861106da9c019a48,20,True,True,0,0,756.0,756.0
38f502d4b605fc03257105ada68f064d,20,True,True,0,0,629.0,629.0
38f6446107ce1499096123f14a95d85a,20,True,True,0,0,683.0,683.0
38f7934721d5a6bdb95595b2a3c848e3,20,True,True,0,0,738.0,738.0
38f975a085b480ef58264fa6d54c4630,18,True,False,2,0,221.0,221.0
38fc90a232589415e1f0ed3673357fb4,20,True,True,0,0,746.0,746.0
390b80541f27df0f8741236c8ee5ac36,20,True,True,0,0,729.0,729.0
3927c63288614a0d10b962527a4e368c,20,True,True,0,0,740.0,740.0
3936eab173313c429e43eedf30f17018,20,True,True,0,0,705.0,705.0
393e21e1409ca06072ae09c2c8bdb801,20,True,True,0,0,703.0,703.0
394d3028ab2e1799fdd85df0801fb2bc,20,True,True,0,0,728.0,728.0
396eda642a103099dcd076571d336a4f,4,True,True,16,16,322.0,322.0
398a1c34125e3c70e28cc6ce85de7ae9,20,True,True,0,0,744.0,744.0
39a31c1026719ffa16f9f683372d2d1f,20,True,True,0,0,734.0,734.0
39c8a7a7674f0e6363fcb9adbab5babb,20,True,True,0,0,596.0,596.0
39fb89fcf64ec7ebf57b8580eedef171,20,True,True,0,0,700.0,700.0
39fdc12bc95911158f1a3c299d6f9d28,20,True,True,0,0,716.0,716.0
3a2b84cb36acad1919fcb5115f0b9e31,20,True,True,0,0,739.0,739.0
3a32abe7883398a8b4acf18ebd2813a7,20,True,True,0,0,748.0,748.0
3a379d62a1d2cf0e9851ff8d04d57c0c,20,True,True,0,0,579.0,579.0
3a3de6088d68ad7bc2a1a77cb7a00670,1,True,True,19,19,287.0,287.0
3a4919028f936dae8b1056417ad0dc4e,20,True,True,0,0,727.0,727.0
3a56849b708b20711d0568f2b960d5ac,20,True,True,0,0,710.0,710.0
3a656e54fbab0ddc100ad216b339c88f,20,True,True,0,0,736.0,736.0
3a9b29e00996044bc61ea25435599312,19,True,True,0,0,689.0,689.0
3a9e3c0bf6e1335f98cf41d7abbb36f0,20,True,True,0,0,766.0,766.0
3ae9a3fa3312af2b17d1c5dd4c0911aa,20,True,True,0,0,739.0,739.0
3aebfc183dab7a4ce69dbc3d6b8d25ef,19,True,True,0,0,575.0,575.0
3b10b8599b3b2c56df4a64cf9ebf1e9e,20,True,True,0,0,735.0,735.0
3b351e8b11e1c2fa16fb926dd0e903cc,20,True,True,0,0,700.0,700.0
3b3d6259f2ee5d01dccb71a59c70bbce,20,True,True,0,0,748.0,748.0
3b6138522fd89a362d036f180f62f252,20,True,True,0,0,734.0,734.0
3bb685a144d6b9fd08b8df1ba0ae955e,20,True,True,0,0,743.0,743.0
3bc1594a7965d41c46743242913b69a1,19,True,True,1,0,648.0,648.0
3bc38e474305670e491d2c683a717113,20,True,True,0,0,710.0,710.0
3bd820b20df9c17d2461c052e1b5b478,20,True,True,0,0,744.0,744.0
3be19806000655f337cff2a2a5c7cb66,20,True,True,0,0,730.0,730.0
3bf8af1b97016c38ca84c5e12e0afeea,20,True,True,0,0,774.0,774.0
3c05d1982160cf74d846c129cab36b89,1,True,True,19,18,923.0,923.0
3c2d4903b3df0132b4a1d9a9b20ea45d,20,True,True,0,0,744.0,744.0
3c373ea52239280dbd39b8c0f9ea7763,20,True,True,0,0,742.0,742.0
3c6940a9f75f6c79c140ee14af48962e,20,True,True,0,0,741.0,741.0
3c767c7873935d8ac941d980b7e61cd8,20,True,True,0,0,653.0,653.0
3c7a4b31efcea5cb2ffbee1d07fdf081,20,True,True,0,0,689.0,689.0
3c8f66fd31cee5bca2f0a90848c39e27,20,True,True,0,0,750.0,750.0
3caa7a9acc2c2d650ac213614267440b,20,True,True,0,0,761.0,761.0
3caae6d8beabd2c81f9b858254028392,20,True,True,0,0,746.0,746.0
3cc0810ecd0aaaeef91638c8866ce972,20,True,True,0,0,700.0,700.0
3cc0a9e1edea23d0cd0d67a5a3be284f,20,True,True,0,0,644.0,644.0
3cc57f3be7ca79e72f524dea6ba18474,20,True,True,0,0,748.0,748.0
3ccfe3be6fb501727b640ee32d04b735,20,True,True,0,0,739.0,739.0
3cec8d27a818ad089820225949827633,20,True,True,0,0,745.0,745.0
3d01292536c84811794d53dbc82dea25,20,True,True,0,0,753.0,753.0
3d19b3b2c2437a80b51cf0f9839b7848,19,True,True,0,0,723.0,723.0
3d1b176936886e7306c10288eaf68984,20,True,True,0,0,733.0,733.0
3d4c56281015a6f4c0a0a0c3e4747396,20,True,True,0,0,664.0,664.0
3d6f0cf82375dd201006e06de2608f95,19,True,True,0,0,571.0,571.0
3d78066b3f0ac559d4221a70ac139d67,20,True,True,0,0,739.0,739.0
3d7b139f39141ba112868fcf7236158e,20,True,True,0,0,746.0,746.0
3db1f330510773a2c80217834e5799a8,20,True,True,0,0,621.0,621.0
3db351b966cd45da239277c8db4896a7,20,True,True,0,0,618.0,618.0
3dc54c1354d026fc2100a2bedef8b4a3,20,True,True,0,0,748.0,748.0
3deb893c813eb4d4c0fb2bb1a9340b4e,20,True,True,0,0,714.0,714.0
3e0420c192ee113f95af0dafffa3c3d7,20,True,True,0,0,523.0,523.0
3e053ee958571da2605735c2a36121ba,19,True,True,1,0,689.0,689.0
3e0a9cf80b4d9192e0ee72e8b91e0491,20,True,True,0,0,730.0,730.0
3e0bee524da0df01428a2b227e7f1a22,20,True,True,0,0,733.0,733.0
3e0d936c876d3e81eb878c0ab9278f20,20,True,True,0,0,567.0,567.0
3e0e16864cf81719dbcaf7c5a411d935,20,True,True,0,0,728.0,728.0
3e0f83b3021cd55dbaa7cf44e402b01f,20,True,True,0,0,746.0,746.0
3e121d19cad9a04e036ed49ebf791455,20,True,True,0,0,743.0,743.0
3e270cb3afa582c2fa3338486d0dd798,20,True,True,0,0,669.0,669.0
3e389794bbdc32d0a7ee74e652a08f25,20,True,True,0,0,713.0,713.0
3e3be8f8261056629bf71738b5481e58,20,True,True,0,0,750.0,750.0
3e437dd24faa1b83f9274c544b063cbe,20,True,True,0,0,666.0,666.0
3e524f0bf09623c8530930bb8b27045c,20,True,True,0,0,737.0,737.0
3e56358bf474d68033286f221b9b72e2,20,True,True,0,0,648.0,648.0
3e745fbfc7bfd39df9103cbe707d2bd8,20,True,True,0,0,744.0,744.0
3e852d60bbad09cda8571930bb024b12,20,True,True,0,0,645.0,645.0
3e940e56135c81370650581b802f511e,20,True,True,0,0,744.0,744.0
3ea4875c4e8b41c26ae94eabfba007fc,20,True,True,0,0,679.0,679.0
3ea94d07fdb9b7443fd21ad50fa3157f,20,True,True,0,0,743.0,743.0
3ed04b53421314fa5fc28c6d234b1413,20,True,True,0,0,715.0,715.0
3eda22b94aacdafaaef72bf1dcbd6713,20,True,True,0,0,739.0,739.0
3ef47d732a719a9c649132016afeb5e2,20,True,True,0,0,518.0,518.0
3f03836d982f6dd3543fe530c06f9c4a,20,True,True,0,0,743.0,743.0
3f0bc3f2b8d9b380ec319501754eca38,20,True,True,0,0,744.0,744.0
3f0dfca2e2d2e600bde428ccfd3222f2,20,True,True,0,0,743.0,743.0
3f1018398cdd2aa2f3f5b5fabaf093d7,20,True,True,0,0,740.0,740.0
3f4fe260221590fa762f54297c73cd22,20,True,True,0,0,495.0,495.0
3f82999a4623343cbba40859d44329b0,20,True,True,0,0,744.0,744.0
3f9885786ac408050d10d1945c0b0ebc,20,True,True,0,0,723.0,723.0
3f9f84332531ac9f0cb3a9ba736d452a,20,True,True,0,0,716.0,716.0
3fbae61f66fe05f5aee39c4935843afe,20,True,True,0,0,757.0,757.0
3fc54fb78ed54651a2ca6eba642ac793,20,True,True,0,0,733.0,733.0
3fc56dd6ce2cd073ccc988819898395e,20,True,True,0,0,583.0,583.0
3fdde3f5a345bf68287fbad2726d17b3,20,True,True,0,0,724.0,724.0
3fdeea25b59bafd493416c89fe2d543e,20,True,True,0,0,663.0,663.0
3fec2f4a9e3dc6cd3e7f61575b33a5ca,20,True,True,0,0,619.0,619.0
3feca067a0bf68273b4a0acab26d8856,20,True,True,0,0,598.0,598.0
3fefe501e05a214d8e8bed2d62c3d0d0,20,True,True,0,0,769.0,769.0
4003b79c0a0b6b12fd055ddcb6b8451f,20,True,True,0,0,725.0,725.0
4022e7c437825439b94ca30e85e707d1,20,True,True,0,0,581.0,581.0
402961294b508ef719d59b16a65c2034,20,True,True,0,0,738.0,738.0
4030bd77cc57d056cb0a00636c8ebf1d,20,True,True,0,0,629.0,629.0
4054a295c848c25f756b5f5ac0c4e4ea,20,True,True,0,0,740.0,740.0
405b886f4d424c59103e67e84e0f5a79,20,True,True,0,0,734.0,734.0
405f5cdcf3fbe880db4b68036d7afc58,20,True,True,0,0,728.0,728.0
405fd2f13059afa32739e18fdcb20901,3,False,False,17,0,42.0,42.0
406ea3ff4efc5f66c16fec95e6cba1dd,1,True,True,19,19,643.0,643.0
407318ff5a87d135f8fa51f2820e6bc3,20,True,True,0,0,733.0,733.0
4075f2b2af3074f239f1b0627acfcffd,20,True,True,0,0,740.0,740.0
407c3747ddf6823657595ed05f4480e8,20,True,True,0,0,753.0,753.0
40980eb8b367e78886ccd480158dccb5,20,True,True,0,0,578.0,578.0
409dfb6ab00ff096834e526ab3d054d2,20,True,True,0,0,735.0,735.0
40bbda707b694b32d93e7e3f0defe2d7,20,True,True,0,0,532.0,532.0
40bc2d42f1b4e06b6cacb266164e3ef3,12,True,True,0,0,254.0,254.0
40c4b59f4b11c4deda20b93778f0bc56,20,True,True,0,0,739.0,739.0
40d1e08911d8cb68410a3619ce41619f,20,True,True,0,0,733.0,733.0
40ddfcf2f79a1b3160ff8e6acb35605e,20,True,True,0,0,695.0,695.0
40f0c12f9674e9770e0baffceb4a93e8,20,True,True,0,0,730.0,730.0
410e95b05efd63867444aa0a2458b97c,20,True,True,0,0,746.0,746.0
41195b8b32087a20868e7710125be2fd,20,True,True,0,0,737.0,737.0
4123d8b297bfb313e838243a51ae59b5,11,True,True,9,0,79.0,79.0
41264425fb1cd173dc2e3bda9126d422,20,True,True,0,0,730.0,730.0
412f637171c461ac9c11c6fefb6099c1,20,True,True,0,0,551.0,551.0
41342da7d51b57a6719f17129bebd0bf,20,True,True,0,0,735.0,735.0
413890bdd906040e1b7c1411495ba01a,20,True,True,0,0,749.0,749.0
413bb8bae06cd4e75ed7b6804e3c18a7,20,True,True,0,0,623.0,623.0
415cb650eb9ef794d6a5db65bdf7f43b,19,True,True,0,0,703.0,703.0
418db0eeeaa9cecb779ff14d974591cd,20,True,True,0,0,744.0,744.0
419922c1ac6624f6dba778de4e31cc29,20,True,True,0,0,693.0,693.0
4199bd6e556db2c424fe9f2b70a51956,19,True,True,1,0,687.0,687.0
419a137f2ad50bcbc7cd2b296d34e524,20,True,True,0,0,716.0,716.0
41a101942a396736b36d041a6a6a7ec8,20,True,True,0,0,714.0,714.0
41c27b83f12f76ae446653c11bddb421,20,True,True,0,0,695.0,695.0
41cf757346459d851a2307a23fa8eb49,20,True,True,0,0,741.0,741.0
41dc2be96413541dc59157b28403d21d,20,True,True,0,0,631.0,631.0
41e386067a5da9b0e959b746cd7c2db7,20,True,True,0,0,714.0,714.0
41eeac01ed59e24df6f880b303d814b0,19,True,True,0,0,733.0,733.0
41f01f3e3cbf6beb908ae1ebb553208e,20,True,True,0,0,748.0,748.0
41f36081772b686619370faf5b60fc40,20,True,True,0,0,739.0,739.0
420f86795a6a7b7a362f331631d16da9,20,True,True,0,0,610.0,610.0
421248e5ee645fdd702df04a96cdc833,20,True,True,0,0,735.0,735.0
4228a8214aa1537e0df7af2ed2f978fa,20,True,True,0,0,714.0,714.0
42704bce4903920f79354029dd48e4dd,19,True,True,0,0,531.0,531.0
4277f9af937986c5751de888ace33609,20,True,True,0,0,598.0,598.0
428898b76a8947f53eb2318dee967bfc,20,True,True,0,0,748.0,748.0
42a41d5354d2d599bf5be291a7c626fc,20,True,True,0,0,585.0,585.0
42b0032b225aa97d7ddef91a1bd8d25a,20,True,True,0,0,650.0,650.0
42bec86f51c0ee8657b94a3f24dcdc44,20,True,True,0,0,718.0,718.0
42d17b3d2d607ace5aa0ce436b9e1857,20,True,True,0,0,735.0,735.0
42d58d2d493cdba154ad85b9b30ed603,20,True,True,0,0,723.0,723.0
42e66867f5a840d64c02b582c5fe6a57,20,True,True,0,0,760.0,760.0
42f554d4f6140344776d5c274be13f68,20,True,True,0,0,620.0,620.0
42f65d5db37239a12dd85c039fe971ff,20,True,True,0,0,750.0,750.0
42f879c85cf43eb514670cca10eb9aea,20,True,True,0,0,711.0,711.0
42f9d25bf64b07365f995e4e8e8bf714,20,True,True,0,0,744.0,744.0
4329811b8b6d9ff06b46eaa4c723c26f,20,True,True,0,0,748.0,748.0
4339e6c67ae72fbd2826bf740e406339,19,True,True,1,0,736.0,736.0
433f81e69b7f1df76aac4a3e77f64a06,20,True,True,0,0,690.0,690.0
436343418d53afff5ddf10c8a8492f78,20,True,True,0,0,728.0,728.0
436646e964287f78a4b776f4d85c96ba,20,True,True,0,0,770.0,770.0
4387e4f9dbcaf60cf82d463e9a27dca8,20,True,True,0,0,698.0,698.0
4394c6cac7bfff07a5a5f86340cc15b9,20,True,True,0,0,762.0,762.0
43b083f9636dbce1742a5107ad053584,20,True,True,0,0,748.0,748.0
43c25e08ac393c49bb2cf232ea60e754,20,True,True,0,0,615.0,615.0
43d5a9eeebf17fa59f9a35d46a587a87,20,True,True,0,0,738.0,738.0
43f89dd4be55a1deb847de67a360c169,20,True,True,0,0,576.0,576.0
43faaf9f9ee96d72891625fb37a34ceb,20,True,True,0,0,719.0,719.0
4408ff1578311c0801988602ef67306c,20,True,True,0,0,766.0,766.0
440ca54b7c9718f50f59e8d453a49264,20,True,True,0,0,739.0,739.0
442ef1060cda3892b17d69dbedd42d94,20,True,True,0,0,553.0,553.0
4438e564ff082e0c8d1e410624d35cd5,20,True,True,0,0,759.0,759.0
4449af9af08a1a5ba12648127eea7419,20,True,True,0,0,720.0,720.0
4455908273a0b0ee6afd0381fd182ef3,20,True,True,0,0,750.0,750.0
446bf4e1452a90660a5015e66ed1b2c2,20,True,True,0,0,608.0,608.0
4476f9b607f4e13963d7862c882a913e,20,True,True,0,0,691.0,691.0
44a0276358dec6c4ad95677d97f02709,20,True,True,0,0,712.0,712.0
44b1363d85ceceffa3a2f170f36830ff,20,True,True,0,0,729.0,729.0
44c1325376a955e507733658101224f7,20,True,True,0,0,589.0,589.0
44d10d10501dddef83ee3bc4879d34a1,20,True,True,0,0,673.0,673.0
44ef74831eed2a768e3c63660404300c,20,True,True,0,0,750.0,750.0
450e10636606887dd168542a6fc0df36,20,True,True,0,0,744.0,744.0
4524b7cd80bddabd2c121f68538fa485,20,True,True,0,0,698.0,698.0
4530d7e46540e0a46cd5128514c24945,20,True,True,0,0,746.0,746.0
45338bb6feec3aca942618bba0a40ca5,20,True,True,0,0,672.0,672.0
45449aa5bde14e2283ad7c55bff42bb6,20,True,True,0,0,740.0,740.0
4545731898329d46b3db5f433f670ec0,20,True,True,0,0,756.0,756.0
4558c42af8c0300d765b5570b8aa007b,20,True,True,0,0,673.0,673.0
455b517d5e3be97a7c74805de5f26850,20,True,True,0,0,714.0,714.0
45622efd1ba30c4141d635ec4e2079a6,20,True,True,0,0,743.0,743.0
4576276172ed0c188e75be3c7c162ee9,20,True,True,0,0,740.0,740.0
45c65ceb500a675e9b9ef4bbad57f03c,20,True,True,0,0,745.0,745.0
45dabd64b6e9b23d568ba35545bf1d0e,20,True,True,0,0,748.0,748.0
4600bb918b340f47d1f1a8fc5edd09db,20,True,True,0,0,695.0,695.0
46137ca123bdd50a6645ad8d6fa9a97a,20,True,True,0,0,770.0,770.0
461b9d44ca4ea8a9d9c0454d4830b05f,20,True,True,0,0,708.0,708.0
4640e3b31f8f19e582994e51276e98c1,20,True,True,0,0,739.0,739.0
464fa67cad467679faf2516e10c67df1,20,True,True,0,0,735.0,735.0
467f8aa54edd96b83394b887ab0eeace,20,True,True,0,0,769.0,769.0
4680abc2c80409da5423572266d52226,20,True,True,0,0,730.0,730.0
4683ce2d7b946ec221cd2f31b8fbddba,4,True,True,16,14,223.0,223.0
4685ecd213c5589c26da9de9ed79731f,20,True,True,0,0,588.0,588.0
468f1433188c0faa1936e231bd34bc88,20,True,True,0,0,678.0,678.0
46930c81ff14ab560169ed7a60509f11,20,True,True,0,0,738.0,738.0
4698f314876f6542d5ed2a2bc984136c,20,True,True,0,0,611.0,611.0
46af8142d3f247b81107190a95d907a6,20,True,True,0,0,698.0,698.0
46cfdb9d552ef12ddb9aa3eaa80e8909,20,True,True,0,0,728.0,728.0
46e1faa1dbc4d47aeaddeab92ce427e2,20,True,True,0,0,644.0,644.0
46f0a5288ab42f2fed2f8ce127678cab,20,True,True,0,0,735.0,735.0
