MAG,protein_id,KO,gene,pathway,step
CAN_5_bin.70,contig_6465_pilon_73,K02040,pstS,Phosphate,Phosphate_transport
CAN_5_bin.70,contig_11112_pilon_209,K22468,ppk2,PolyP,PolyP_synthesis
CAN_5_bin.70,contig_11112_pilon_217,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.70,contig_11112_pilon_263,K00703,glgC,Glycogen,Glycogen_synthesis
CAN_5_bin.70,contig_11112_pilon_265,K00688,glgP,Glycogen,Glycogen_degradation
CAN_5_bin.70,contig_4019_pilon_19,K00626,phaA,PHA,PHA_synthesis
CAN_5_bin.70,contig_4019_pilon_42,K15864,nirS,Denitrification,NO2_to_NO
CAN_5_bin.70,contig_4019_pilon_52,K00376,nosZ,Denitrification,N2O_to_N2
CAN_5_bin.70,contig_4019_pilon_110,K00925,ackA,Acetate,Acetate_activation
CAN_5_bin.70,contig_4019_pilon_125,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.70,contig_4019_pilon_212,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
CAN_5_bin.70,contig_4019_pilon_354,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.70,contig_4019_pilon_356,K00023,phaB,PHA,PHA_synthesis
CAN_5_bin.70,contig_17867_pilon_39,K22468,ppk2,PolyP,PolyP_synthesis
CAN_5_bin.70,contig_491_pilon_121,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.70,contig_491_pilon_210,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.70,contig_491_pilon_218,K00626,phaA,PHA,PHA_synthesis
CAN_5_bin.70,contig_491_pilon_468,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
CAN_5_bin.70,contig_840_pilon_28,K00700,glgA,Glycogen,Glycogen_synthesis
CAN_5_bin.70,contig_840_pilon_29,K01214,glgX,Glycogen,Glycogen_debranching
CAN_5_bin.70,contig_2153_pilon_58,K02040,pstS,Phosphate,Phosphate_transport
CAN_5_bin.70,contig_499_pilon_11,K00937,ppk,PolyP,PolyP_synthesis
CAN_5_bin.70,contig_4720_pilon_22,K00937,ppk,PolyP,PolyP_synthesis
CAN_5_bin.70,contig_4720_pilon_80,K01895,acs,Acetate,Acetate_activation
CAN_5_bin.9,contig_14206_pilon_46,K00368,nirK,Denitrification,NO2_to_NO
CAN_5_bin.9,contig_14206_pilon_55,K00626,phaA,PHA,PHA_synthesis
CAN_5_bin.9,contig_14893_pilon_38,K07657,phoB,Phosphate,Phosphate_regulation
CAN_5_bin.9,contig_14893_pilon_71,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
CAN_5_bin.9,contig_14893_pilon_71,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
CAN_5_bin.9,contig_18497_pilon_6,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_18497_pilon_36,K00626,phaA,PHA,PHA_synthesis
CAN_5_bin.9,contig_18497_pilon_52,K00703,glgC,Glycogen,Glycogen_synthesis
CAN_5_bin.9,contig_7482_pilon_155,K00626,phaA,PHA,PHA_synthesis
CAN_5_bin.9,contig_7482_pilon_163,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_7482_pilon_197,K15876,nrfH,Nitrogen_other,DNRA_NO2_to_NH4
CAN_5_bin.9,contig_7482_pilon_198,K03385,nrfA,Nitrogen_other,DNRA_NO2_to_NH4
CAN_5_bin.9,contig_17237_pilon_12,K01895,acs,Acetate,Acetate_activation
CAN_5_bin.9,contig_18913_pilon_32,K00702,glgB,Glycogen,Glycogen_branching
CAN_5_bin.9,contig_18913_pilon_73,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
CAN_5_bin.9,contig_3554_pilon_69,K02040,pstS,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_18616_pilon_60,K00688,glgP,Glycogen,Glycogen_degradation
CAN_5_bin.9,contig_4690_pilon_29,K02039,phoU,Phosphate,Phosphate_regulation
CAN_5_bin.9,contig_4690_pilon_30,K02036,pstB,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_4690_pilon_32,K02038,pstA,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_4690_pilon_33,K02037,pstC,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_4690_pilon_34,K02040,pstS,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_4690_pilon_35,K02036,pstB,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_4690_pilon_38,K02039,phoU,Phosphate,Phosphate_regulation
CAN_5_bin.9,contig_18660_pilon_291,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_18660_pilon_368,K00937,ppk,PolyP,PolyP_synthesis
CAN_5_bin.9,contig_1087_pilon_10,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
CAN_5_bin.9,contig_19544_pilon_1,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_19544_pilon_55,K02040,pstS,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_19544_pilon_56,K02037,pstC,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_19544_pilon_57,K02038,pstA,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_19544_pilon_58,K02036,pstB,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_6824_pilon_14,K01214,glgX,Glycogen,Glycogen_debranching
CAN_5_bin.9,contig_17490_pilon_47,K07636,phoR,Phosphate,Phosphate_regulation
CAN_5_bin.9,contig_12529_pilon_1,K02038,pstA,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_12529_pilon_2,K02037,pstC,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_12529_pilon_10,K07636,phoR,Phosphate,Phosphate_regulation
CAN_5_bin.9,contig_18661_pilon_6,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
CAN_5_bin.9,contig_18699_pilon_3,K07636,phoR,Phosphate,Phosphate_regulation
CAN_5_bin.9,contig_15758_pilon_12,K00626,phaA,PHA,PHA_synthesis
CAN_5_bin.9,contig_15758_pilon_66,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_15124_pilon_27,K07657,phoB,Phosphate,Phosphate_regulation
CAN_5_bin.9,contig_16994_pilon_3,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_17670_pilon_12,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_17670_pilon_22,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_4883_pilon_15,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
CAN_5_bin.9,contig_10666_pilon_34,K01895,acs,Acetate,Acetate_activation
CAN_5_bin.9,contig_6385_pilon_4,K00702,glgB,Glycogen,Glycogen_branching
CAN_5_bin.9,contig_12774_pilon_15,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_18474_pilon_21,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_17996_pilon_39,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.9,contig_17996_pilon_40,K02035,pit,Phosphate,Phosphate_transport
CAN_5_bin.90,contig_3058_pilon_177,K22468,ppk2,PolyP,PolyP_synthesis
CAN_5_bin.90,contig_3058_pilon_2051,K07636,phoR,Phosphate,Phosphate_regulation
CAN_5_bin.97,contig_19270_pilon_45,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.97,contig_19270_pilon_48,K00023,phaB,PHA,PHA_synthesis
CAN_5_bin.97,contig_19270_pilon_49,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.97,contig_14759_pilon_34,K00937,ppk,PolyP,PolyP_synthesis
CAN_5_bin.97,contig_9610_pilon_1,K00626,phaA,PHA,PHA_synthesis
CAN_5_bin.97,contig_9610_pilon_2,K00626,phaA,PHA,PHA_synthesis
CAN_5_bin.97,contig_16271_pilon_8,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.97,contig_19271_pilon_38,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
CAN_5_bin.97,contig_663_pilon_29,K07636,phoR,Phosphate,Phosphate_regulation
CAN_5_bin.97,contig_663_pilon_30,K07657,phoB,Phosphate,Phosphate_regulation
CAN_5_bin.97,contig_663_pilon_31,K02039,phoU,Phosphate,Phosphate_regulation
CAN_5_bin.97,contig_663_pilon_32,K02036,pstB,Phosphate,Phosphate_transport
CAN_5_bin.97,contig_663_pilon_33,K02038,pstA,Phosphate,Phosphate_transport
CAN_5_bin.97,contig_663_pilon_34,K02037,pstC,Phosphate,Phosphate_transport
CAN_5_bin.97,contig_663_pilon_35,K02040,pstS,Phosphate,Phosphate_transport
CAN_5_bin.97,contig_17990_pilon_30,K05973,phaZ,PHA,PHA_degradation
CAN_5_bin.97,contig_17990_pilon_31,K05973,phaZ,PHA,PHA_degradation
CAN_5_bin.97,contig_16952_pilon_11,K01895,acs,Acetate,Acetate_activation
CAN_5_bin.97,contig_18808_pilon_53,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.97,contig_18808_pilon_54,K03821,phaC,PHA,PHA_synthesis
CAN_5_bin.97,contig_2824_pilon_13,K00925,ackA,Acetate,Acetate_activation
CAN_5_bin.97,contig_15797_pilon_2,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
CAN_5_bin.97,contig_15797_pilon_3,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.10,contig_6075_pilon_142,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_143,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_144,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_145,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_304,K00626,phaA,PHA,PHA_synthesis
coasm_bin.10,contig_6075_pilon_494,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_607,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.10,contig_6075_pilon_673,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_728,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.10,contig_6075_pilon_747,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.10,contig_6075_pilon_749,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.10,contig_6075_pilon_750,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_751,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_752,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_753,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_754,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_756,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_757,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_758,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_759,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.10,contig_6075_pilon_1001,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.10,contig_6075_pilon_1062,K00626,phaA,PHA,PHA_synthesis
coasm_bin.10,contig_6075_pilon_1091,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_1148,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.10,contig_6075_pilon_1186,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.10,contig_6075_pilon_1397,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.10,contig_6075_pilon_1415,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_1761,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.10,contig_6075_pilon_1814,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.10,contig_6075_pilon_1828,K00626,phaA,PHA,PHA_synthesis
coasm_bin.10,contig_6075_pilon_2285,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.10,contig_6075_pilon_2327,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_2344,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_2442,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.10,contig_6075_pilon_2470,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_2690,K01895,acs,Acetate,Acetate_activation
coasm_bin.10,contig_6075_pilon_2754,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.10,contig_6075_pilon_2799,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_2897,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.10,contig_6075_pilon_3082,K00626,phaA,PHA,PHA_synthesis
coasm_bin.10,contig_6075_pilon_3092,K00925,ackA,Acetate,Acetate_activation
coasm_bin.10,contig_6075_pilon_3259,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.10,contig_6075_pilon_3291,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.10,contig_6075_pilon_3310,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.10,contig_6075_pilon_3364,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.10,contig_6075_pilon_3466,K15876,nrfH,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.10,contig_6075_pilon_3467,K03385,nrfA,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.10,contig_6075_pilon_3509,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.10,contig_6075_pilon_3725,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.10,contig_6075_pilon_3728,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.10,contig_6075_pilon_3821,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.10,contig_6075_pilon_3862,K00626,phaA,PHA,PHA_synthesis
coasm_bin.10,contig_6075_pilon_3910,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.10,contig_6075_pilon_4064,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.10,contig_6075_pilon_4064,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.10,contig_6075_pilon_4069,K00626,phaA,PHA,PHA_synthesis
coasm_bin.10,contig_18773_pilon_156,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_31397_pilon_144,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_10706_pilon_86,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.103,contig_10706_pilon_98,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_10706_pilon_130,K01848,mcmB,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.103,contig_47592_pilon_84,K00626,phaA,PHA,PHA_synthesis
coasm_bin.103,contig_47592_pilon_100,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_29866_pilon_17,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.103,contig_38657_pilon_1,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.103,contig_60043_pilon_52,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.103,contig_60043_pilon_106,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.103,contig_60043_pilon_117,K00626,phaA,PHA,PHA_synthesis
coasm_bin.103,contig_60043_pilon_127,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.103,contig_60043_pilon_135,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_60043_pilon_136,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_60043_pilon_178,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_37297_pilon_44,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_37297_pilon_122,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.103,contig_37297_pilon_227,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.103,contig_24562_pilon_49,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_61143_pilon_11,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.103,contig_61143_pilon_14,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.103,contig_61143_pilon_29,K01895,acs,Acetate,Acetate_activation
coasm_bin.103,contig_28498_pilon_92,K01895,acs,Acetate,Acetate_activation
coasm_bin.103,contig_32250_pilon_30,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.103,contig_32250_pilon_70,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.103,contig_58962_pilon_206,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.103,contig_58962_pilon_207,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.103,contig_58962_pilon_208,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.103,contig_58962_pilon_209,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.103,contig_61040_pilon_29,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.103,contig_24513_pilon_82,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.105,contig_43428_pilon_13,K00634,pta,Acetate,Acetate_activation
coasm_bin.105,contig_51181_pilon_3,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_51181_pilon_22,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.105,contig_47373_pilon_1,K00626,phaA,PHA,PHA_synthesis
coasm_bin.105,contig_62615_pilon_40,K00626,phaA,PHA,PHA_synthesis
coasm_bin.105,contig_39830_pilon_1,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.105,contig_39830_pilon_2,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.105,contig_39830_pilon_3,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.105,contig_39830_pilon_4,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.105,contig_39830_pilon_5,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.105,contig_59548_pilon_25,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_17452_pilon_34,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_44725_pilon_47,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_42072_pilon_7,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_44887_pilon_7,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_50792_pilon_8,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.105,contig_23243_pilon_27,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.105,contig_23243_pilon_36,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.105,contig_23243_pilon_37,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.105,contig_6396_pilon_18,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.105,contig_6396_pilon_19,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.105,contig_6396_pilon_21,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.105,contig_6396_pilon_22,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.105,contig_6396_pilon_23,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.105,contig_56306_pilon_25,K00626,phaA,PHA,PHA_synthesis
coasm_bin.105,contig_56306_pilon_35,K01895,acs,Acetate,Acetate_activation
coasm_bin.105,contig_56306_pilon_43,K01895,acs,Acetate,Acetate_activation
coasm_bin.105,contig_33614_pilon_2,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.105,contig_33614_pilon_3,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.105,contig_33614_pilon_4,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.105,contig_29716_pilon_6,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.105,contig_41919_pilon_5,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_56850_pilon_1,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.105,contig_36734_pilon_23,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_51402_pilon_3,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_51402_pilon_4,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_19292_pilon_13,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.105,contig_29676_pilon_23,K00634,pta,Acetate,Acetate_activation
coasm_bin.105,contig_31316_pilon_11,K00626,phaA,PHA,PHA_synthesis
coasm_bin.105,contig_31316_pilon_12,K00023,phaB,PHA,PHA_synthesis
coasm_bin.105,contig_62741_pilon_11,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.105,contig_62741_pilon_12,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.105,contig_62741_pilon_13,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.105,contig_30524_pilon_2,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.105,contig_40478_pilon_15,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.105,contig_40478_pilon_16,K00368,nirK,Denitrification,NO2_to_NO
coasm_bin.105,contig_60394_pilon_9,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_13635_pilon_1,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_24994_pilon_9,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.108,contig_24994_pilon_10,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.108,contig_34616_pilon_19,K00626,phaA,PHA,PHA_synthesis
coasm_bin.108,contig_34616_pilon_20,K00023,phaB,PHA,PHA_synthesis
coasm_bin.108,contig_34616_pilon_36,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.108,contig_42769_pilon_12,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.108,contig_42769_pilon_17,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.108,contig_42769_pilon_18,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.108,contig_47731_pilon_5,K00626,phaA,PHA,PHA_synthesis
coasm_bin.108,contig_29015_pilon_9,K02038,pstA,Phosphate,Phosphate_transport
coasm_bin.108,contig_29015_pilon_10,K02037,pstC,Phosphate,Phosphate_transport
coasm_bin.108,contig_29015_pilon_11,K02040,pstS,Phosphate,Phosphate_transport
coasm_bin.108,contig_42369_pilon_20,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.108,contig_42369_pilon_36,K00937,ppk,PolyP,PolyP_synthesis
coasm_bin.108,contig_56241_pilon_4,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_21660_pilon_6,K15864,nirS,Denitrification,NO2_to_NO
coasm_bin.108,contig_60252_pilon_19,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_62752_pilon_30,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_62752_pilon_31,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_62752_pilon_32,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_39994_pilon_25,K00626,phaA,PHA,PHA_synthesis
coasm_bin.108,contig_61193_pilon_120,K01895,acs,Acetate,Acetate_activation
coasm_bin.108,contig_47895_pilon_10,K02036,pstB,Phosphate,Phosphate_transport
coasm_bin.108,contig_47895_pilon_11,K02039,phoU,Phosphate,Phosphate_regulation
coasm_bin.108,contig_47895_pilon_12,K07657,phoB,Phosphate,Phosphate_regulation
coasm_bin.108,contig_57337_pilon_16,K03821,phaC,PHA,PHA_synthesis
coasm_bin.108,contig_57337_pilon_17,K05973,phaZ,PHA,PHA_degradation
coasm_bin.108,contig_57337_pilon_39,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_62739_pilon_15,K01895,acs,Acetate,Acetate_activation
coasm_bin.108,contig_62739_pilon_15,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.108,contig_62739_pilon_16,K01895,acs,Acetate,Acetate_activation
coasm_bin.108,contig_62739_pilon_16,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.108,contig_62739_pilon_17,K01895,acs,Acetate,Acetate_activation
coasm_bin.108,contig_62739_pilon_17,K01908,prpE,Propionate_PHV,Propionyl_CoA_synthesis
coasm_bin.108,contig_31745_pilon_24,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_44974_pilon_18,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.108,contig_44974_pilon_19,K00700,glgA,Glycogen,Glycogen_synthesis
coasm_bin.108,contig_44974_pilon_21,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.108,contig_44974_pilon_22,K00703,glgC,Glycogen,Glycogen_synthesis
coasm_bin.108,contig_44974_pilon_23,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.108,contig_44408_pilon_42,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_44408_pilon_113,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.108,contig_23531_pilon_4,K00925,ackA,Acetate,Acetate_activation
coasm_bin.108,contig_62128_pilon_20,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_42768_pilon_6,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.108,contig_42768_pilon_7,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.108,contig_39387_pilon_71,K01895,acs,Acetate,Acetate_activation
coasm_bin.108,contig_44921_pilon_20,K00626,phaA,PHA,PHA_synthesis
coasm_bin.108,contig_44921_pilon_48,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.108,contig_44921_pilon_49,K01847,mcmA,Propionate_PHV,Methylmalonyl_CoA
coasm_bin.108,contig_27318_pilon_34,K00626,phaA,PHA,PHA_synthesis
coasm_bin.108,contig_25597_pilon_41,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.108,contig_25597_pilon_57,K02035,pit,Phosphate,Phosphate_transport
coasm_bin.110,contig_55382_pilon_60,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.110,contig_55382_pilon_61,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.110,contig_29719_pilon_1,K02305,norC,Denitrification,NO_to_N2O
coasm_bin.110,contig_29719_pilon_2,K04561,norB,Denitrification,NO_to_N2O
coasm_bin.110,contig_42502_pilon_31,K00023,phaB,PHA,PHA_synthesis
coasm_bin.110,contig_34149_pilon_6,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.110,contig_34149_pilon_7,K00688,glgP,Glycogen,Glycogen_degradation
coasm_bin.110,contig_60781_pilon_19,K00626,phaA,PHA,PHA_synthesis
coasm_bin.110,contig_52774_pilon_1,K00376,nosZ,Denitrification,N2O_to_N2
coasm_bin.110,contig_36785_pilon_7,K01895,acs,Acetate,Acetate_activation
coasm_bin.110,contig_11289_pilon_22,K22468,ppk2,PolyP,PolyP_synthesis
coasm_bin.110,contig_40650_pilon_2,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.110,contig_40650_pilon_3,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.110,contig_40650_pilon_4,K01214,glgX,Glycogen,Glycogen_debranching
coasm_bin.110,contig_40650_pilon_17,K00626,phaA,PHA,PHA_synthesis
coasm_bin.110,contig_31203_pilon_39,K01895,acs,Acetate,Acetate_activation
coasm_bin.110,contig_33597_pilon_22,K07636,phoR,Phosphate,Phosphate_regulation
coasm_bin.110,contig_59633_pilon_53,K00362,nirB,Nitrogen_other,DNRA_NO2_to_NH4
coasm_bin.110,contig_59633_pilon_54,K00363,nirD,Nitrogen_other,DNRA_NO2_to_NH4
