Date_key,Date,DO_Avg_1350_1410,,DO_Max_1350_1410,ANA_ORP_Min_0850_0945,AER_ORP_Max_1350_1410,ANA_ORP_Slope1,ANA_ORP_Slope2,ANA_ORP_Slope3,ANO_Slope1,ANO_Slope2,ANO_Slope3,ANO_Peak_ORP_C1,ANO_Peak_Time_C1,ANO_Peak_Minutes_C1,ANO_Peak_ORP_C2,ANO_Peak_Time_C2,ANO_Peak_Minutes_C2,ANO_Peak_ORP_C3,ANO_Peak_Time_C3,ANO_Peak_Minutes_C3,ANO_Turn_ORP_C1,ANO_Turn_Time_C1,ANO_Turn_Minutes_C1,ANO_Turn_ORP_C2,ANO_Turn_Time_C2,ANO_Turn_Minutes_C2,ANO_Turn_ORP_C3,ANO_Turn_Time_C3,ANO_Turn_Minutes_C3
5/6/2023,#NAME?,4.264545455,,4.65,-174,233,0.049801587,0.04077381,0.063492063,-0.008811275,-0.01192402,-0.017230392,-126,11:10:00,95,-139,18:58:00,83,-113,3:12:00,97,-128,11:52:00,137,-139,18:58:00,83,-115,3:50:00,135
5/7/2023,#NAME?,2.416363636,,3.32,-188,176,0.034623016,0.0375,0.04593254,-0.016127451,-0.014191176,-0.009227941,-180,9:36:00,1,-146,18:58:00,83,-147,3:12:00,97,-180,9:36:00,1,-146,18:58:00,83,-148,3:18:00,103
5/8/2023,#NAME?,4.272727273,,4.42,-153,245,0.030555556,0.186904762,0.06140873,-0.006384804,-0.006727941,-0.014607843,-116,11:24:00,109,-172,17:36:00,1,-120,3:10:00,95,-119,11:50:00,135,-172,17:36:00,1,-121,3:18:00,103
5/9/2023,#NAME?,3.075454545,,3.68,-183,246,0.035218254,0.067162698,0.069246032,-0.015122549,-0.015710784,-0.018186275,-116,11:48:00,133,-143,18:58:00,83,-120,3:52:00,137,-117,12:06:00,151,-143,18:58:00,83,-121,3:58:00,143
5/10/2023,#NAME?,1.324545455,,1.73,-199,237,0.023214286,0.030753968,0.030456349,-0.016237745,-0.016127451,-0.015147059,-118,11:48:00,133,-137,18:58:00,83,-116,3:38:00,123,-119,11:52:00,137,-137,18:58:00,83,-118,3:44:00,129
5/11/2023,#NAME?,0.199090909,,0.31,-202,216,0.035714286,-0.010218254,0.062698413,-0.016666667,-0.015747549,-0.014607843,-116,11:40:00,125,-136,18:58:00,83,-117,3:40:00,125,-116,11:48:00,133,-136,18:58:00,83,-117,3:52:00,137
5/12/2023,#NAME?,0.110909091,,0.13,-196,240,0.010615079,0.006349206,0.061507937,-0.015735294,-0.015269608,-0.015465686,-117,11:44:00,129,-139,18:58:00,83,-115,3:38:00,123,-118,11:52:00,137,-139,18:58:00,83,-115,3:50:00,135
5/13/2023,#NAME?,3.598181818,,4.16,-188,249,0.058531746,0.037599206,0.031448413,-0.01495098,-0.014227941,-0.01379902,-118,11:34:00,119,-142,18:58:00,83,-119,3:36:00,121,-118,11:52:00,137,-142,18:58:00,83,-120,3:52:00,137
5/14/2023,#NAME?,3.413636364,,3.96,-184,252,0.010119048,0.046924603,0.043948413,-0.014044118,-0.015061275,-0.014227941,-118,11:58:00,143,-171,17:36:00,1,-117,3:40:00,125,-121,12:06:00,151,-171,17:36:00,1,-119,4:06:00,151
5/15/2023,#NAME?,4.44,,4.62,-158,229,0.022619048,0.073710318,-0.034920635,-0.009877451,-0.01047619,-0.017132353,-90,11:52:00,137,-115,17:36:00,1,-112,4:00:00,145,-95,12:30:00,175,-115,17:36:00,1,-113,4:10:00,155
5/16/2023,#NAME?,4.217272727,,4.34,-132,220,-0.017956349,-0.012301587,-0.025198413,-0.015330882,-0.015588235,-0.013995098,-81,12:10:00,155,-127,17:36:00,1,-80,3:58:00,143,-84,12:30:00,175,-127,17:36:00,1,-87,4:34:00,179
5/17/2023,#NAME?,1.403636364,,1.5,-141,168,-0.013690476,-0.012599206,-0.003373016,-0.02314951,-0.02879902,-0.031556373,-98,11:58:00,143,-127,17:36:00,1,-96,4:00:00,145,-102,12:30:00,175,-127,17:36:00,1,-103,4:34:00,179
5/18/2023,#NAME?,0.115454545,,0.13,-145,122,-0.0125,-6.94E-04,-0.004761905,-0.031997549,-0.034534314,-0.019080882,-99,12:26:00,171,-111,17:36:00,1,-101,4:22:00,167,-100,12:30:00,175,-111,17:36:00,1,-102,4:34:00,179
5/19/2023,#NAME?,0.111818182,,0.13,-121,221,-0.006845238,-0.010615079,-0.004563492,-0.01627451,-0.018026961,-0.033443627,-90,11:56:00,141,-112,17:36:00,1,-87,4:02:00,147,-95,12:30:00,175,-112,17:36:00,1,-95,4:34:00,179
5/20/2023,#NAME?,3.869090909,,4.01,-136,201,-0.004861111,0.001884921,-0.004166667,-0.030661765,-0.032745098,-0.03622549,-112,9:36:00,1,-117,17:36:00,1,-113,4:30:00,175,-112,9:36:00,1,-117,17:36:00,1,-113,4:34:00,179
5/21/2023,#NAME?,1.499090909,,1.69,-133,189,-6.84E-13,-0.001488095,-0.00297619,-0.037916667,-0.040563725,-0.041936275,-103,9:36:00,1,-98,17:36:00,1,-106,4:32:00,177,-103,9:36:00,1,-98,17:36:00,1,-107,4:34:00,179
5/22/2023,#NAME?,0.116363636,,0.13,-124,146,0.001785714,-0.001488095,0.002777778,-0.042193627,-0.047328431,-0.04560049,-90,9:36:00,1,-94,17:36:00,1,-89,1:36:00,1,-90,9:36:00,1,-94,17:36:00,1,-89,1:36:00,1
5/23/2023,#NAME?,2.368181818,,3,-106,174,6.94E-04,0.00218254,1.12E-16,-0.045539216,-0.044767157,-0.039142157,-71,9:36:00,1,-105,17:36:00,1,-90,1:36:00,1,-71,9:36:00,1,-105,17:36:00,1,-90,1:36:00,1
5/24/2023,#NAME?,1.475454545,,1.83,-132,149,-3.97E-04,0.001488095,-6.94E-04,-0.036666667,-0.035637255,-0.034840686,-105,9:36:00,1,-106,17:36:00,1,-104,1:36:00,1,-105,9:36:00,1,-106,17:36:00,1,-104,1:36:00,1
5/25/2023,#NAME?,0.116363636,,0.13,-126,137,0.001190476,0.001488095,0,-0.036519608,-0.035747549,-0.027120098,-98,9:36:00,1,-81,17:36:00,1,-101,1:36:00,1,-98,9:36:00,1,-81,17:36:00,1,-101,1:36:00,1
5/26/2023,#NAME?,0.120909091,,0.14,-92,230,6.94E-04,-7.94E-04,0.006845238,-0.02870098,-0.028676471,-0.030367647,-66,9:36:00,1,-63,17:36:00,1,-69,1:36:00,1,-66,9:36:00,1,-63,17:36:00,1,-69,1:36:00,1
5/27/2023,#NAME?,0.119090909,,0.14,-81,205,0.001190476,-0.001388889,-6.94E-04,-0.030870098,-0.045453431,-0.05245098,-54,9:36:00,1,-52,17:36:00,1,-59,1:36:00,1,-54,9:36:00,1,-52,17:36:00,1,-59,1:36:00,1
5/28/2023,#NAME?,0.122727273,,0.14,-100,175,1.12E-16,0.001984127,0.002777778,-0.044656863,-0.045073529,-0.046911765,-65,9:36:00,1,-67,17:36:00,1,-63,1:36:00,1,-65,9:36:00,1,-67,17:36:00,1,-63,1:36:00,1
5/29/2023,#NAME?,0.122727273,,0.13,-44,278,0.001190476,-6.94E-04,0,-0.04192402,-0.041642157,-0.042352941,-5,9:36:00,1,-58,17:36:00,1,-65,1:36:00,1,-5,9:36:00,1,-58,17:36:00,1,-65,1:36:00,1
5/30/2023,#NAME?,1.530909091,,2.29,-109,126,-0.001190476,0.00218254,0.003769841,-0.039080882,-0.041066176,-0.041041667,-77,9:36:00,1,-89,17:36:00,1,-76,1:36:00,1,-77,9:36:00,1,-89,17:36:00,1,-76,1:36:00,1
5/31/2023,#NAME?,0.222727273,,0.32,-123,110,0.003472222,0.002678571,0.00406746,-0.038848039,-0.037879902,-0.037389706,-93,9:36:00,1,-93,17:36:00,1,-95,1:36:00,1,-93,9:36:00,1,-93,17:36:00,1,-95,1:36:00,1
6/1/2023,#NAME?,0.122727273,,0.14,-116,151,7.94E-04,0.002777778,-0.001587302,-0.037205882,-0.036776961,-0.037867647,-84,9:36:00,1,-83,17:36:00,1,-86,1:36:00,1,-84,9:36:00,1,-83,17:36:00,1,-86,1:36:00,1
6/2/2023,#NAME?,0.123636364,,0.14,-112,151,-0.001488095,0.001488095,1.12E-16,-0.037438725,-0.037732843,-0.03877451,-80,9:36:00,1,-72,17:36:00,1,-79,1:36:00,1,-80,9:36:00,1,-72,17:36:00,1,-79,1:36:00,1
6/3/2023,#NAME?,1.028181818,,1.31,-156,36,-0.003075397,-2.98E-04,-0.005456349,-0.036973039,-0.023088235,-0.025232843,-125,12:30:00,175,-114,17:36:00,1,-78,1:36:00,1,-125,12:30:00,175,-114,17:36:00,1,-78,1:36:00,1
6/4/2023,#NAME?,1.248181818,,2.03,-134,102,0.004166667,-0.010813492,-0.004761905,-0.024595588,-0.025134804,-0.025514706,-108,9:36:00,1,-104,17:36:00,1,-111,1:36:00,1,-108,9:36:00,1,-104,17:36:00,1,-111,1:36:00,1
6/5/2023,#NAME?,1.752727273,,3.88,-123,81,6.94E-04,-0.006646825,-0.00218254,-0.026372549,-0.027205882,-0.029215686,-95,9:36:00,1,-98,17:36:00,1,-98,1:36:00,1,-95,9:36:00,1,-98,17:36:00,1,-98,1:36:00,1
6/6/2023,#NAME?,0.655454545,,0.98,-135,49,0.00218254,1.98E-04,0.004265873,-0.027696078,-0.03252451,-0.032058824,-106,9:36:00,1,-84,17:36:00,1,-99,1:36:00,1,-106,9:36:00,1,-84,17:36:00,1,-99,1:36:00,1
6/7/2023,#NAME?,0.802727273,,1.23,-138,67,0.003968254,0.002876984,0.001190476,-0.022916667,-0.025563725,-0.023786765,-111,9:36:00,1,-109,17:36:00,1,-112,1:36:00,1,-111,9:36:00,1,-109,17:36:00,1,-112,1:36:00,1
6/8/2023,#NAME?,0.401818182,,0.61,-130,89,0.003075397,0.003670635,0.001190476,-0.023529412,-0.025637255,-0.025134804,-101,9:36:00,1,-103,17:36:00,1,-108,1:36:00,1,-101,9:36:00,1,-103,17:36:00,1,-108,1:36:00,1
6/9/2023,#NAME?,0.137272727,,0.17,-124,76,-0.006646825,0.01468254,0.001587302,-0.024485294,-0.026335784,-0.025833333,-96,9:36:00,1,-101,17:36:00,1,-102,1:36:00,1,-96,9:36:00,1,-101,17:36:00,1,-102,1:36:00,1
6/10/2023,#NAME?,0.123636364,,0.15,-129,92,-0.008630952,-0.009722222,0.003373016,-0.023921569,-0.024485294,-0.10314951,-102,9:36:00,1,316,17:36:00,1,-104,1:36:00,1,-102,9:36:00,1,316,17:36:00,1,-104,1:36:00,1
6/11/2023,#NAME?,0.13,,0.15,150,244,6.94E-04,0.003968254,-8.93E-04,-0.090526961,-0.086715686,-0.087377451,351,9:36:00,1,350,17:36:00,1,353,1:36:00,1,351,9:36:00,1,350,17:36:00,1,353,1:36:00,1
6/12/2023,#NAME?,1.221818182,,1.29,217,241,-0.001488095,-8.93E-04,-0.007043651,-0.090772059,-0.093921569,-0.043848039,426,9:36:00,1,554,17:54:00,19,335,1:36:00,1,426,9:36:00,1,390,18:06:00,31,335,1:36:00,1
6/13/2023,#NAME?,3.873636364,,3.97,226,232,-0.00218254,-0.001190476,-8.93E-04,-0.070428922,-0.065882353,-0.042585784,495,9:36:00,1,212,17:36:00,1,481,1:36:00,1,495,9:36:00,1,212,17:36:00,1,481,1:36:00,1
6/14/2023,#NAME?,1.726363636,,1.75,172,263,-0.004563492,-0.004166667,-3.97E-04,-0.042769608,-0.058321078,-0.047696078,214,9:36:00,1,186,17:36:00,1,205,1:36:00,1,214,9:36:00,1,186,17:36:00,1,205,1:36:00,1
6/15/2023,#NAME?,1.100909091,,1.15,63,209,-0.015178571,-0.006845238,-0.006448413,-0.067058824,-0.080441176,-0.081556373,113,9:36:00,1,93,17:36:00,1,157,1:36:00,1,113,9:36:00,1,93,17:36:00,1,157,1:36:00,1
6/16/2023,#NAME?,0.443636364,,0.47,3,163,-0.014285714,-0.004265873,-0.05734127,-0.077120098,-0.07182598,-0.053639706,49,9:36:00,1,-35,17:36:00,1,58,1:36:00,1,49,9:36:00,1,-35,17:36:00,1,58,1:36:00,1
6/17/2023,#NAME?,0.185454545,,0.21,-121,123,-0.003075397,0.00297619,-0.008630952,-0.042426471,-0.045772059,-0.053284314,-75,9:36:00,1,-93,17:36:00,1,-61,1:36:00,1,-75,9:36:00,1,-93,17:36:00,1,-61,1:36:00,1
6/18/2023,#NAME?,0.121818182,,0.14,-144,105,0.001587302,9.92E-05,-0.009126984,-0.048627451,-0.05307598,-0.045343137,-96,9:36:00,1,-89,17:36:00,1,-93,1:36:00,1,-96,9:36:00,1,-89,17:36:00,1,-93,1:36:00,1
6/19/2023,#NAME?,0.510909091,,0.54,-134,88,-6.94E-04,1.12E-16,-6.94E-04,-0.044546569,-0.040379902,-0.039497549,-88,9:36:00,1,-82,17:36:00,1,-90,1:36:00,1,-88,9:36:00,1,-82,17:36:00,1,-90,1:36:00,1
6/20/2023,#NAME?,0.14,,0.16,-116,78,0.002777778,0.004662698,0.015178571,-0.036372549,-0.039914216,-0.041666667,-67,9:36:00,1,-54,17:36:00,1,-78,1:36:00,1,-67,9:36:00,1,-54,17:36:00,1,-78,1:36:00,1
6/21/2023,#NAME?,0.13,,0.15,-88,119,0.003968254,0.002678571,0.006448413,-0.039534314,-0.047242647,-0.041666667,-13,9:36:00,1,-37,17:36:00,1,-58,1:36:00,1,-13,9:36:00,1,-37,17:36:00,1,-58,1:36:00,1
6/22/2023,#NAME?,0.648181818,,0.75,-101,84,0.002083333,0.001488095,0.001488095,-0.039178922,-0.04247549,-0.04370098,-48,9:36:00,1,-40,17:36:00,1,-49,1:36:00,1,-48,9:36:00,1,-40,17:36:00,1,-49,1:36:00,1
6/23/2023,#NAME?,0.15,,0.18,-92,97,0.001488095,-1.52E-13,-0.00625,-0.042855392,-0.044877451,-0.045220588,-34,9:36:00,1,-27,17:36:00,1,-40,1:36:00,1,-34,9:36:00,1,-27,17:36:00,1,-40,1:36:00,1
6/24/2023,#NAME?,0.133636364,,0.15,-89,68,4.96E-04,0,6.84E-13,-0.043419118,-0.041176471,-0.048026961,-33,9:36:00,1,-29,17:36:00,1,-35,1:36:00,1,-33,9:36:00,1,-29,17:36:00,1,-35,1:36:00,1
6/25/2023,#NAME?,0.13,,0.15,-94,123,-0.002678571,0.002380952,0.001587302,-0.048345588,-0.048627451,-0.046311275,-28,9:36:00,1,-21,17:36:00,1,-31,1:36:00,1,-28,9:36:00,1,-21,17:36:00,1,-31,1:36:00,1
6/26/2023,#NAME?,0.134545455,,0.15,-81,74,-0.001884921,-0.001587302,0.001488095,-0.047242647,-0.04620098,-0.042977941,-11,9:36:00,1,-18,17:36:00,1,-22,1:36:00,1,-11,9:36:00,1,-18,17:36:00,1,-22,1:36:00,1
6/27/2023,#NAME?,0.790909091,,1.39,-74,0,-0.003769841,1.12E-16,-0.04156746,-0.044546569,-0.04622549,-0.040759804,-4,9:36:00,1,-22,17:36:00,1,-13,1:36:00,1,-4,9:36:00,1,-22,17:36:00,1,-13,1:36:00,1
6/28/2023,#NAME?,0.23,,0.25,-79,34,-6.94E-04,0.002281746,0.003472222,-0.043186275,-0.045367647,-0.043223039,-9,9:36:00,1,-8,17:36:00,1,-13,1:36:00,1,-9,9:36:00,1,-8,17:36:00,1,-13,1:36:00,1
6/29/2023,#NAME?,0.144545455,,0.16,-68,38,1.12E-16,0.0125,-0.002876984,-0.044730392,-0.048455882,-0.046838235,14,9:36:00,1,5,17:36:00,1,-1,1:36:00,1,14,9:36:00,1,5,17:36:00,1,-1,1:36:00,1
6/30/2023,#NAME?,1.153636364,,1.19,-66,18,0.001884921,0.001488095,0.011706349,-0.045612745,-0.046433824,-0.055992647,15,9:36:00,1,37,17:36:00,1,4,1:36:00,1,15,9:36:00,1,37,17:36:00,1,4,1:36:00,1
7/1/2023,#NAME?,0.280909091,,0.31,-66,31,-0.033134921,-0.002678571,-0.047916667,-0.047438725,-0.049154412,-0.047401961,13,9:36:00,1,14,17:36:00,1,6,1:36:00,1,13,9:36:00,1,14,17:36:00,1,6,1:36:00,1
7/2/2023,#NAME?,0.145454545,,0.17,-60,52,-0.00297619,-0.00218254,-0.003571429,-0.051053922,-0.052634804,-0.053480392,22,9:36:00,1,27,17:36:00,1,20,1:36:00,1,22,9:36:00,1,27,17:36:00,1,20,1:36:00,1
7/3/2023,#NAME?,0.135454545,,0.16,-50,60,-0.004265873,-0.001984127,-9.92E-05,-0.05504902,-0.056997549,-0.059129902,37,9:36:00,1,47,17:36:00,1,34,1:36:00,1,37,9:36:00,1,47,17:36:00,1,34,1:36:00,1
7/4/2023,#NAME?,0.130909091,,0.15,-43,65,-2.98E-04,-0.001488095,0,-0.058394608,-0.060232843,-0.0575,49,9:36:00,1,44,17:36:00,1,45,1:36:00,1,49,9:36:00,1,44,17:36:00,1,45,1:36:00,1
7/5/2023,#NAME?,0.367272727,,0.4,-50,60,1.12E-16,-0.004662698,-6.94E-04,-0.060159314,-0.058737745,-0.059203431,45,9:36:00,1,44,17:36:00,1,52,1:36:00,1,45,9:36:00,1,44,17:36:00,1,52,1:36:00,1
7/6/2023,#NAME?,1.36,,1.45,-61,48,-0.002281746,-0.003075397,0.031746032,-0.063455882,-0.063480392,-0.054754902,52,9:36:00,1,22,17:36:00,1,64,1:36:00,1,52,9:36:00,1,22,17:36:00,1,64,1:36:00,1
7/7/2023,#NAME?,0.29,,0.32,-60,86,0.054960317,-0.017162698,0.001190476,-0.054742647,-0.056041667,-0.060453431,33,9:36:00,1,50,17:36:00,1,25,1:36:00,1,33,9:36:00,1,50,17:36:00,1,25,1:36:00,1
7/8/2023,#NAME?,0.147272727,,0.17,-45,73,0.00406746,-0.019444444,-0.004563492,-0.060821078,-0.063406863,-0.071262255,57,9:36:00,1,71,17:36:00,1,52,1:36:00,1,57,9:36:00,1,71,17:36:00,1,52,1:36:00,1
7/9/2023,#NAME?,0.133636364,,0.15,-24,79,-6.94E-04,-4.96E-04,-0.002281746,-0.071544118,-0.075759804,-0.085772059,85,9:36:00,1,116,17:36:00,1,72,1:36:00,1,85,9:36:00,1,116,17:36:00,1,72,1:36:00,1
7/10/2023,#NAME?,0.135454545,,0.15,44,107,0,0,0.00327381,-0.085870098,-0.111544118,-0.078259804,178,9:36:00,1,125,17:36:00,1,119,1:36:00,1,178,9:36:00,1,125,17:36:00,1,119,1:36:00,1
7/11/2023,#NAME?,0.144545455,,0.16,-15,102,-0.001190476,-0.001587302,0.001884921,-0.071029412,-0.070343137,-0.061495098,107,9:36:00,1,85,17:36:00,1,99,1:36:00,1,107,9:36:00,1,85,17:36:00,1,99,1:36:00,1
7/12/2023,#NAME?,0.152727273,,0.17,-33,-8,0.001587302,0.002480159,0.003373016,-0.060122549,-0.06557598,-0.014620098,94,9:36:00,1,-98,17:36:00,1,72,1:36:00,1,94,9:36:00,1,-98,17:36:00,1,72,1:36:00,1
7/13/2023,#NAME?,0.632727273,,0.83,-104,49,1.12E-16,0,9.92E-05,-0.016115196,-0.014571078,-0.016691176,-83,12:22:00,167,-81,17:36:00,1,-86,4:34:00,179,-83,12:30:00,175,-81,17:36:00,1,-86,4:34:00,179
7/14/2023,#NAME?,0.155454545,,0.18,-111,6,-0.001190476,0.001785714,-7.94E-04,-0.013872549,-0.014044118,-0.015502451,-88,12:30:00,175,-91,17:36:00,1,-92,1:36:00,1,-88,12:30:00,175,-91,17:36:00,1,-92,1:36:00,1
7/15/2023,#NAME?,0.145454545,,0.16,-112,11,0.005654762,0.009821429,0.001488095,-0.015919118,-0.016176471,-0.015894608,-90,12:28:00,173,-86,17:36:00,1,-91,4:22:00,167,-90,12:30:00,175,-86,17:36:00,1,-93,4:34:00,179
7/16/2023,#NAME?,0.141818182,,0.16,-101,6,0.001488095,0.002678571,0.004861111,-0.017965686,-0.017977941,-0.021066176,-83,9:36:00,1,-87,17:36:00,1,-85,1:36:00,1,-83,9:36:00,1,-87,17:36:00,1,-85,1:36:00,1
7/17/2023,#NAME?,0.891818182,,1.09,-117,13,0.007936508,0.008630952,0.003472222,-0.01875,-0.022144608,-0.01942402,-91,12:24:00,169,-74,17:36:00,1,-89,1:36:00,1,-92,12:30:00,175,-74,17:36:00,1,-89,1:36:00,1
7/18/2023,#NAME?,0.633636364,,0.82,-88,29,0.006051587,0.004960317,-0.004960317,-0.020808824,-0.026838235,-0.023480392,-62,9:36:00,1,-75,17:36:00,1,-68,1:36:00,1,-62,9:36:00,1,-75,17:36:00,1,-68,1:36:00,1
7/19/2023,#NAME?,0.227272727,,0.27,-96,24,0.001587302,8.93E-04,-0.001488095,-0.022389706,-0.022953431,-0.021801471,-74,9:36:00,1,-71,17:36:00,1,-78,1:36:00,1,-74,9:36:00,1,-71,17:36:00,1,-78,1:36:00,1
7/20/2023,#NAME?,0.147272727,,0.16,-91,32,0,0.001190476,-4.96E-04,-0.023259804,-0.025171569,-0.02370098,-67,9:36:00,1,-69,17:36:00,1,-73,1:36:00,1,-67,9:36:00,1,-69,17:36:00,1,-73,1:36:00,1
7/21/2023,#NAME?,0.362727273,,0.44,-87,21,1.12E-16,-0.001488095,-0.002380952,-0.025588235,-0.027953431,-0.024460784,-61,9:36:00,1,-75,17:36:00,1,-64,1:36:00,1,-61,9:36:00,1,-75,17:36:00,1,-64,1:36:00,1
7/22/2023,#NAME?,0.158181818,,0.19,-100,21,1.12E-16,1.12E-16,1.12E-16,-0.024178922,-0.02247549,-0.023529412,-77,9:36:00,1,-76,17:36:00,1,-76,1:36:00,1,-77,9:36:00,1,-76,17:36:00,1,-76,1:36:00,1
7/23/2023,#NAME?,0.144545455,,0.17,-100,26,0.001488095,6.94E-04,6.94E-04,-0.024313725,-0.024926471,-0.025563725,-76,9:36:00,1,-71,17:36:00,1,-75,1:36:00,1,-76,9:36:00,1,-71,17:36:00,1,-75,1:36:00,1
7/24/2023,#NAME?,0.610909091,,0.76,-87,21,1.12E-16,1.12E-16,-0.001190476,-0.027046569,-0.027303922,-0.025220588,-60,9:36:00,1,-59,17:36:00,1,-67,1:36:00,1,-60,9:36:00,1,-59,17:36:00,1,-67,1:36:00,1
7/25/2023,#NAME?,0.174545455,,0.19,-79,36,1.12E-16,1.12E-16,1.12E-16,-0.025747549,-0.027879902,-0.057291667,-52,9:36:00,1,76,17:36:00,1,-55,1:36:00,1,-52,9:36:00,1,76,17:36:00,1,-55,1:36:00,1
7/26/2023,#NAME?,0.140909091,,0.16,15,75,1.12E-16,4.96E-04,0.001190476,-0.038492647,-0.041862745,-0.043125,48,9:36:00,1,64,17:36:00,1,21,1:36:00,1,48,9:36:00,1,64,17:36:00,1,21,1:36:00,1
7/27/2023,#NAME?,0.147272727,,0.17,49,82,0.001190476,0.001190476,6.94E-04,-0.042671569,-0.044215686,-0.038664216,82,9:36:00,1,77,17:36:00,1,73,1:36:00,1,82,9:36:00,1,77,17:36:00,1,73,1:36:00,1
7/28/2023,#NAME?,0.795454545,,0.95,63,67,-0.002777778,6.94E-04,0.02172619,-0.038223039,0.101424964,-0.022218137,231,10:00:00,25,-22,17:36:00,1,73,1:36:00,1,163,10:34:00,59,-22,17:36:00,1,73,1:36:00,1
7/29/2023,#NAME?,0.316363636,,0.39,-70,36,2.23E-16,-0.003472222,-0.002380952,-0.022071078,-0.022794118,-0.002463235,-48,9:36:00,1,250,17:40:00,5,-43,1:36:00,1,-48,9:36:00,1,208,18:58:00,83,-43,1:36:00,1
7/30/2023,#NAME?,7.059090909,,7.08,248,252,0.001488095,0.001686508,-0.001190476,-0.009056373,7.60E-04,0.001078431,261,10:38:00,63,241,18:24:00,49,198,1:56:00,21,258,12:30:00,175,238,18:58:00,83,189,4:34:00,179
7/31/2023,#NAME?,0.257272727,,0.28,-51,19,-0.002777778,-0.00218254,0.001190476,0.01567402,-0.04625,-0.016090686,-3,9:36:00,1,-90,17:36:00,1,206,2:36:00,61,-3,9:36:00,1,-90,17:36:00,1,194,4:34:00,179
8/1/2023,#NAME?,0.590909091,2.201750842,0.72,-137,11,-0.027480159,0.01140873,-0.005059524,-0.015539216,-0.003909314,-0.017095588,-97,11:46:00,131,-73,17:36:00,1,-95,1:36:00,1,-98,12:30:00,175,-73,17:36:00,1,-95,1:36:00,1
8/2/2023,#NAME?,0.258181818,2.523903459,0.3,-82,73,-0.001587302,0.001587302,-0.008234127,-0.017671569,-0.019448529,-0.023259804,-61,9:36:00,1,-35,17:36:00,1,-75,1:36:00,1,-61,9:36:00,1,-35,17:36:00,1,-75,1:36:00,1
8/3/2023,#NAME?,0.778181818,,0.96,-111,38,0.001488095,0.001190476,0.001686508,-0.021838235,-0.012671569,-0.017671569,-85,9:36:00,1,-79,17:36:00,1,-60,1:36:00,1,-85,9:36:00,1,-79,17:36:00,1,-60,1:36:00,1
8/4/2023,#NAME?,0.268181818,,0.33,-117,68,-0.003869048,-0.061111111,0.009027778,-0.014779412,-0.016066176,-0.017230392,-96,12:18:00,163,-85,17:36:00,1,-94,4:28:00,173,-96,12:30:00,175,-85,17:36:00,1,-94,4:34:00,179
8/5/2023,#NAME?,0.162727273,,0.17,-116,40,-0.001587302,0,-0.00109127,-0.016151961,-0.017046569,-0.017377451,-95,12:18:00,163,-97,17:36:00,1,-97,4:14:00,159,-95,12:30:00,175,-97,17:36:00,1,-97,4:34:00,179
8/6/2023,#NAME?,0.158181818,,0.16,-116,47,-2.98E-04,-0.012202381,-0.002281746,-0.017340686,-0.017316176,-0.01879902,-96,9:36:00,1,-96,17:36:00,1,-96,4:20:00,165,-96,9:36:00,1,-96,17:36:00,1,-96,4:34:00,179
8/7/2023,#NAME?,0.159090909,,0.16,-113,61,7.94E-04,0.002380952,-0.003670635,-0.018308824,-0.019656863,-0.021176471,-89,9:36:00,1,-79,17:36:00,1,-94,1:36:00,1,-89,9:36:00,1,-79,17:36:00,1,-94,1:36:00,1
8/8/2023,#NAME?,0.16,,0.16,-97,100,-0.001488095,0,0.001488095,-0.020061275,-0.026642157,-0.026458333,-65,9:36:00,1,-61,17:36:00,1,-85,1:36:00,1,-65,9:36:00,1,-61,17:36:00,1,-85,1:36:00,1
8/9/2023,#NAME?,1.348181818,,1.48,-100,96,-0.002380952,-8.93E-04,-0.004563492,-0.02372549,-0.027977941,-0.018259804,-65,9:36:00,1,-99,17:36:00,1,-75,1:36:00,1,-65,9:36:00,1,-99,17:36:00,1,-75,1:36:00,1
8/10/2023,#NAME?,1.408181818,,1.88,-113,114,0,-6.94E-04,0.005853175,-0.017107843,-0.015490196,-0.026544118,-93,9:36:00,1,-45,17:36:00,1,-91,1:36:00,1,-93,9:36:00,1,-45,17:36:00,1,-91,1:36:00,1
8/11/2023,#NAME?,1.467272727,,2.13,-55,192,0,2.23E-16,0.002281746,-0.040857843,-0.044019608,-0.020502451,8,9:36:00,1,-71,17:36:00,1,7,1:36:00,1,8,9:36:00,1,-71,17:36:00,1,7,1:36:00,1
8/12/2023,#NAME?,1.381818182,,1.98,-73,178,6.94E-04,1.12E-16,6.94E-04,-0.027965686,-0.029595588,-0.041727941,-38,9:36:00,1,-19,17:36:00,1,-45,1:36:00,1,-38,9:36:00,1,-19,17:36:00,1,-45,1:36:00,1
8/13/2023,#NAME?,,,0.29,-60,127,1.12E-16,1.12E-16,0,-0.030735294,-0.032512255,-0.034338235,-25,9:36:00,1,-20,17:36:00,1,-30,1:36:00,1,-25,9:36:00,1,-20,17:36:00,1,-30,1:36:00,1
8/14/2023,#NAME?,,,0.16,-53,126,0.001190476,1.12E-16,-0.011011905,-0.034681373,-0.036066176,-0.031801471,-11,9:36:00,1,-60,17:36:00,1,-17,1:36:00,1,-11,9:36:00,1,-60,17:36:00,1,-17,1:36:00,1
