genome,location,length
CAN_4_bin.148.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.148.fa,3504925
CAN_4_bin.152.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.152.fa,2466564
CAN_4_bin.154.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.154.fa,4974504
CAN_4_bin.155.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.155.fa,4811510
CAN_4_bin.157.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.157.fa,1334201
CAN_4_bin.158.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.158.fa,2428771
CAN_4_bin.161.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.161.fa,3804318
CAN_4_bin.163.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.163.fa,4028503
CAN_4_bin.164.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.164.fa,8249705
CAN_4_bin.166.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.166.fa,4092854
CAN_4_bin.167.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.167.fa,3538250
CAN_4_bin.168.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.168.fa,3072444
CAN_4_bin.169.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.169.fa,3714642
CAN_4_bin.16.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.16.fa,1001593
CAN_4_bin.170.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.170.fa,5055207
CAN_4_bin.171.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.171.fa,5871759
CAN_4_bin.177.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.177.fa,2488887
CAN_4_bin.178.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.178.fa,4486893
CAN_4_bin.179.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.179.fa,5710377
CAN_4_bin.181.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.181.fa,2170377
CAN_4_bin.185.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.185.fa,4864427
CAN_4_bin.18.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.18.fa,4162575
CAN_4_bin.191.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.191.fa,3041118
CAN_4_bin.195.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.195.fa,3561053
CAN_4_bin.196.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.196.fa,2655979
CAN_4_bin.197.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.197.fa,3779477
CAN_4_bin.199.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.199.fa,485982
CAN_4_bin.1.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.1.fa,3451793
CAN_4_bin.202.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.202.fa,941117
CAN_4_bin.205.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.205.fa,1036195
CAN_4_bin.208.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.208.fa,3047151
CAN_4_bin.210.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.210.fa,3418098
CAN_4_bin.211.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.211.fa,5924333
CAN_4_bin.215.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.215.fa,704136
CAN_4_bin.216.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.216.fa,7343164
CAN_4_bin.220.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.220.fa,3787436
CAN_4_bin.221.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.221.fa,4209188
CAN_4_bin.224.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.224.fa,5009416
CAN_4_bin.225.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.225.fa,3678904
CAN_4_bin.228.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.228.fa,2905439
CAN_4_bin.229.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.229.fa,4958068
CAN_4_bin.22.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.22.fa,4309118
CAN_4_bin.230.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.230.fa,6080739
CAN_4_bin.231.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.231.fa,3797813
CAN_4_bin.235.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.235.fa,4073582
CAN_4_bin.236.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.236.fa,3302397
CAN_4_bin.238.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.238.fa,5992716
CAN_4_bin.239.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.239.fa,3941148
CAN_4_bin.240.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.240.fa,3107803
CAN_4_bin.25.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.25.fa,4488114
CAN_4_bin.26.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.26.fa,5072719
CAN_4_bin.2.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.2.fa,3823322
CAN_4_bin.30.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.30.fa,2022503
CAN_4_bin.32.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.32.fa,3368210
CAN_4_bin.34.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.34.fa,1062565
CAN_4_bin.35.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.35.fa,2759345
CAN_4_bin.38.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.38.fa,2595407
CAN_4_bin.40.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.40.fa,3310351
CAN_4_bin.41.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.41.fa,3984665
CAN_4_bin.42.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.42.fa,4826915
CAN_4_bin.43.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.43.fa,3021773
CAN_4_bin.44.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.44.fa,5523224
CAN_4_bin.46.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.46.fa,4488977
CAN_4_bin.4.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.4.fa,735630
CAN_4_bin.50.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.50.fa,3111101
CAN_4_bin.51.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.51.fa,3399828
CAN_4_bin.53.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.53.fa,4230176
CAN_4_bin.54.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.54.fa,931932
CAN_4_bin.56.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.56.fa,3342801
CAN_4_bin.59.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.59.fa,6285880
CAN_4_bin.5.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.5.fa,3126566
CAN_4_bin.62.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.62.fa,1992954
CAN_4_bin.63.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.63.fa,617714
CAN_4_bin.64.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.64.fa,3842927
CAN_4_bin.69.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.69.fa,5565866
CAN_4_bin.70.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.70.fa,4082294
CAN_4_bin.72.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.72.fa,3004766
CAN_4_bin.76.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.76.fa,623697
CAN_4_bin.77.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.77.fa,2949920
CAN_4_bin.7.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.7.fa,521285
CAN_4_bin.80.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.80.fa,7736842
CAN_4_bin.81.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.81.fa,4088517
CAN_4_bin.89.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.89.fa,2247542
CAN_4_bin.92.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.92.fa,3994020
CAN_4_bin.94.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.94.fa,4937984
CAN_4_bin.98.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.98.fa,2930278
CAN_4_bin.9.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_4_bin.9.fa,4019983
CAN_5_bin.100.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.100.fa,3252921
CAN_5_bin.101.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.101.fa,2748020
CAN_5_bin.103.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.103.fa,2930292
CAN_5_bin.106.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.106.fa,2984512
CAN_5_bin.108.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.108.fa,3451800
CAN_5_bin.10.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.10.fa,3962346
CAN_5_bin.111.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.111.fa,4275869
CAN_5_bin.112.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.112.fa,4028776
CAN_5_bin.117.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.117.fa,3219275
CAN_5_bin.11.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.11.fa,4171007
CAN_5_bin.123.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.123.fa,4805740
CAN_5_bin.128.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.128.fa,3291365
CAN_5_bin.129.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.129.fa,2251989
CAN_5_bin.133.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.133.fa,5798388
CAN_5_bin.136.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.136.fa,2601502
CAN_5_bin.141.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.141.fa,2296133
CAN_5_bin.145.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.145.fa,4785324
CAN_5_bin.146.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.146.fa,1393994
CAN_5_bin.147.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.147.fa,3696231
CAN_5_bin.149.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.149.fa,3195914
CAN_5_bin.150.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.150.fa,860190
CAN_5_bin.156.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.156.fa,3282590
CAN_5_bin.160.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.160.fa,3002209
CAN_5_bin.163.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.163.fa,3443750
CAN_5_bin.164.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.164.fa,4257790
CAN_5_bin.165.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.165.fa,4816557
CAN_5_bin.167.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.167.fa,3179265
CAN_5_bin.169.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.169.fa,3117418
CAN_5_bin.16.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.16.fa,5751809
CAN_5_bin.170.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.170.fa,3440853
CAN_5_bin.172.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.172.fa,5959482
CAN_5_bin.173.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.173.fa,3277565
CAN_5_bin.176.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.176.fa,9740451
CAN_5_bin.177.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.177.fa,4245465
CAN_5_bin.178.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.178.fa,915388
CAN_5_bin.180.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.180.fa,3419852
CAN_5_bin.182.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.182.fa,3126566
CAN_5_bin.18.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.18.fa,2305318
CAN_5_bin.1.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.1.fa,3153730
CAN_5_bin.21.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.21.fa,6182333
CAN_5_bin.25.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.25.fa,4123438
CAN_5_bin.27.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.27.fa,2789669
CAN_5_bin.2.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.2.fa,2108970
CAN_5_bin.30.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.30.fa,4904801
CAN_5_bin.32.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.32.fa,5855464
CAN_5_bin.34.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.34.fa,4822814
CAN_5_bin.35.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.35.fa,4488118
CAN_5_bin.39.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.39.fa,6351546
CAN_5_bin.40.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.40.fa,3501042
CAN_5_bin.41.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.41.fa,4822172
CAN_5_bin.42.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.42.fa,823778
CAN_5_bin.48.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.48.fa,3327037
CAN_5_bin.49.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.49.fa,6410349
CAN_5_bin.51.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.51.fa,4417736
CAN_5_bin.52.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.52.fa,3021602
CAN_5_bin.53.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.53.fa,4041939
CAN_5_bin.55.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.55.fa,4125422
CAN_5_bin.58.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.58.fa,2489324
CAN_5_bin.59.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.59.fa,1051678
CAN_5_bin.62.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.62.fa,6070849
CAN_5_bin.68.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.68.fa,3343750
CAN_5_bin.6.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.6.fa,3823323
CAN_5_bin.70.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.70.fa,3721586
CAN_5_bin.71.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.71.fa,7203834
CAN_5_bin.74.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.74.fa,3580193
CAN_5_bin.75.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.75.fa,2538483
CAN_5_bin.76.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.76.fa,5785477
CAN_5_bin.78.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.78.fa,3373158
CAN_5_bin.79.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.79.fa,1715535
CAN_5_bin.80.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.80.fa,4297973
CAN_5_bin.83.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.83.fa,1957650
CAN_5_bin.84.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.84.fa,3282137
CAN_5_bin.86.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.86.fa,3702476
CAN_5_bin.90.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.90.fa,1137081
CAN_5_bin.94.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.94.fa,5167261
CAN_5_bin.97.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.97.fa,2841694
CAN_5_bin.99.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.99.fa,3336691
CAN_5_bin.9.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/CAN_5_bin.9.fa,5300324
coasm_bin.103.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.103.fa,3649113
coasm_bin.105.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.105.fa,2998231
coasm_bin.108.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.108.fa,3441887
coasm_bin.109.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.109.fa,3679030
coasm_bin.10.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.10.fa,5717529
coasm_bin.110.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.110.fa,3368648
coasm_bin.112.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.112.fa,860109
coasm_bin.113.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.113.fa,3898245
coasm_bin.114.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.114.fa,3965360
coasm_bin.115.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.115.fa,3081442
coasm_bin.117.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.117.fa,1715322
coasm_bin.118.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.118.fa,3586267
coasm_bin.120.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.120.fa,2954969
coasm_bin.121.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.121.fa,3317591
coasm_bin.125.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.125.fa,2026488
coasm_bin.131.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.131.fa,2228186
coasm_bin.132.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.132.fa,4369269
coasm_bin.133.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.133.fa,1886761
coasm_bin.134.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.134.fa,2496231
coasm_bin.135.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.135.fa,2971819
coasm_bin.138.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.138.fa,3404041
coasm_bin.139.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.139.fa,5284966
coasm_bin.13.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.13.fa,5246730
coasm_bin.140.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.140.fa,2872739
coasm_bin.142.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.142.fa,3357996
coasm_bin.146.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.146.fa,2570101
coasm_bin.147.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.147.fa,3159772
coasm_bin.148.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.148.fa,6464645
coasm_bin.150.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.150.fa,3894412
coasm_bin.151.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.151.fa,3344229
coasm_bin.153.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.153.fa,3904644
coasm_bin.154.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.154.fa,1916820
coasm_bin.156.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.156.fa,8304411
coasm_bin.157.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.157.fa,2695128
coasm_bin.15.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.15.fa,4606115
coasm_bin.161.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.161.fa,4027075
coasm_bin.171.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.171.fa,4478548
coasm_bin.174.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.174.fa,2975507
coasm_bin.178.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.178.fa,5265445
coasm_bin.181.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.181.fa,5566583
coasm_bin.183.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.183.fa,4070868
coasm_bin.185.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.185.fa,4222546
coasm_bin.188.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.188.fa,4729347
coasm_bin.196.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.196.fa,4205097
coasm_bin.1.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.1.fa,3461784
coasm_bin.201.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.201.fa,7820901
coasm_bin.202.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.202.fa,3503168
coasm_bin.203.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.203.fa,4308965
coasm_bin.206.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.206.fa,1470345
coasm_bin.207.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.207.fa,3614441
coasm_bin.208.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.208.fa,4901452
coasm_bin.209.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.209.fa,3239642
coasm_bin.213.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.213.fa,3282337
coasm_bin.214.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.214.fa,2934572
coasm_bin.215.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.215.fa,3258281
coasm_bin.216.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.216.fa,2532139
coasm_bin.218.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.218.fa,3423845
coasm_bin.219.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.219.fa,2789158
coasm_bin.221.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.221.fa,1068514
coasm_bin.222.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.222.fa,4463354
coasm_bin.223.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.223.fa,1820315
coasm_bin.225.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.225.fa,6204708
coasm_bin.226.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.226.fa,2699436
coasm_bin.22.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.22.fa,3494417
coasm_bin.230.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.230.fa,857188
coasm_bin.231.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.231.fa,5267406
coasm_bin.232.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.232.fa,2593224
coasm_bin.233.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.233.fa,2597828
coasm_bin.234.fa,/scratch1/afreiburger/emilykin/processed/mag/staged_bins/coasm_bin.234.fa,4140867
