,Acidovorax,Aeromonas,Anaerolineae,Azonexus,Azospira,Bacteria,Bosea,Ca_Accumulibacter,Ca_Caldilinea,Ca_Competibacter,Ca_Leptovillus,Ca_Sarcinithrix,Chitinophagaceae,Cloacibacterium,Comamonadaceae,Denitratisoma,Dokdonella,Edaphobaculum,Flavobacteriales,Flavobacterium,Flexifilaceae,Gracilibacteria,Holophagae,Hydrogenophaga,Ignavibacteria,Ignavibacteriales,Kapabacteriales,Leadbetterella,Lysobacter,Micavibrionales,Myxococcaceae,Pseudoxanthomonas,Rhizobiales,Rhodobacter,Rhodobacteraceae,Rhodospirillales,Rhodothermaceae,Saprospiraceae,Sphingobacteriales,Spirochaetaceae,Terrimonas,Thauera,Thermomonas,Williamwhitmaniaceae,Zoogloea,alphaI_cluster
Lysobacter,0.06795297279490349,0.3179010637474726,4.452055109292111e-06,2.528563990798244e-05,0.4665161614751728,0.00042299415323082765,0.008262455601704067,3.8764672623907943e-05,4.586093297335482e-09,0.4585663756914743,6.537267234604404e-10,0.0003000405297720101,0.0005413923792424183,1.2149752307198556e-07,0.041953398083016735,0.0003894076184052678,2.8314526695641335e-05,0.11136238665178672,1.358789526982201e-06,5.169880241049945e-06,4.419859009905936e-19,3.5962383159098867e-09,6.190789429475429e-05,0.0019456300972530748,2.9290690439938577e-12,0.10611229385459489,3.883822013209513e-05,0.04929185793133962,1.0,0.9220364214584129,0.01045405461595854,0.3281949144458415,0.5032538683019485,8.089636628581592e-07,1.1351626758051246e-05,5.176434277657972e-07,0.01226323513391498,7.146626380094596e-10,1.1798468842554209e-17,0.28650501348429336,0.41740898723492736,2.7141120661311283e-07,0.3898899160963912,0.38639461350635834,2.6824560750663792e-11,0.0012552892769904706
Micavibrionales,0.9447945049254103,0.0015010226064752221,6.086623681259466e-05,4.3564914752040666e-06,0.48963023138230255,0.00029696032719909933,1.4366748861908463e-08,1.1199360221177346e-09,0.005527408412651711,0.00028759138419694625,0.045187991906389204,0.0002392110202784687,0.11805915371034546,9.036977480480614e-08,1.0748730576363628e-05,0.3311340574953683,0.0004419897177262161,0.3434904739232757,0.026989395481598642,1.822745719924777e-05,0.5212649275590826,1.7440150670896145e-05,0.010579607506183671,0.038935729910725025,0.28447326973463316,7.685786737739785e-05,2.4764192995287827e-05,1.923119074221577e-06,0.9220364214584129,1.0,0.9087744673525229,2.632099377098114e-12,3.2306466747258106e-10,0.024960084504548972,5.762706885645138e-05,0.0053330018930634404,0.012917181986031097,0.002364823534546175,0.6050314615615475,0.4431381525135566,6.393383543965234e-14,5.055602423922498e-05,0.022916383647740877,7.647778566504812e-08,0.006993789138712818,1.932516562532497e-06
Myxococcaceae,0.01428404655084582,0.41263956530028867,0.732693659881388,0.044740168720976414,0.25897437487217206,0.12194432755114014,0.033161258459574024,0.000698905814531962,0.021627748736794704,0.0327640083097919,0.2585709020590324,0.2907077589082404,0.30621108203350167,0.0841693782123354,0.08011255035101723,0.6250629664986748,0.045660236513414935,0.4233249425769484,0.3543851915604472,0.04281764354165447,0.052952286462182405,3.2109762137885545e-06,0.2708123488674177,0.3666002559209243,0.06986428879686715,0.6436623266260137,0.00011130550081063,0.17716565588243086,0.01045405461595854,0.9087744673525229,1.0,0.44304996283055464,0.10661451563927245,0.00228824382007833,0.02230964582907988,0.00030426928289159526,0.2739721540657426,0.5988564205668576,0.112537180681591,0.9264850125468764,0.7478121078942117,0.27477767889677684,0.5099631112850157,0.5523644771142171,0.2892089644557472,0.42966662752767987
Pseudoxanthomonas,0.1837857753067717,0.01889888153281223,1.5606019209872334e-10,1.2931946375319595e-11,0.029245732969324076,3.151278557438204e-14,2.0482191645354163e-19,1.9553633371738775e-13,5.696759039696165e-07,3.39463910701929e-11,1.8246017176524346e-07,1.1216305675392028e-07,0.0161941664561168,5.841192769777912e-18,8.83181420585721e-13,0.1365901065653751,0.0025556530865242116,0.3940389865041372,1.096730888866488e-07,1.2143545648220377e-11,0.19720598662297062,9.159197333531398e-10,2.976204904300817e-05,0.0158749154037063,9.25578102936912e-05,4.026549306986216e-09,1.5780322482464492e-12,2.405741408844905e-12,0.3281949144458415,2.632099377098114e-12,0.44304996283055464,1.0,5.093928600248756e-16,0.018760739020845053,9.658966043407358e-10,0.18391036319208248,0.010647120869755174,2.4198559134135772e-09,0.2753078668759094,0.07423396924782225,9.818835132210673e-15,7.704240647928903e-10,0.005485018999789854,2.9564073914763403e-09,1.664713682074418e-07,1.2234323039896869e-13
Rhizobiales,0.3406931584470261,0.16278697782949644,0.0015571808930379416,3.904605077952742e-07,0.6228987728510891,9.552305271310553e-07,3.5491313604791605e-09,2.2388076507388664e-09,0.027774239713366313,3.302388867579703e-13,0.014709017731460296,0.004424723006556197,0.32651953291124963,1.3461000140418957e-06,1.192508852870442e-07,0.24776415229431628,0.00024422752893996005,0.4887272408172662,0.021402954782160682,3.8599305670690236e-06,0.34855039031605795,6.324472747381634e-08,8.687643752334794e-10,0.14801235018092074,0.03846020206072231,2.1752815742467727e-05,2.225794516791483e-10,6.8008401865930205e-06,0.5032538683019485,3.2306466747258106e-10,0.10661451563927245,5.093928600248756e-16,1.0,0.13714174847804095,5.561594780598771e-06,0.022440723158847885,0.19152475345633618,0.0167049727148297,0.6538225109835358,0.016829720706464477,4.883813349551131e-14,0.0021271027631249817,0.06980555581433281,6.558727396991037e-09,0.02339844518561284,5.456639579364679e-07
Rhodobacter,0.0034651688359666594,0.769734554500346,0.4080851978546916,0.7111436958379218,0.722886393005338,0.16616125360661896,0.04868538177479681,0.3288004229670007,0.009424671951830684,0.10323686132463532,0.03805872022979474,0.09544416070083961,0.6292786896649436,0.39808213165256273,0.23545342216028434,0.007413154478466377,0.1731722045649932,0.951610275090156,0.1369453296228439,0.11387598736217588,0.0007208496737644241,0.02011085731473566,0.0006261051462245715,0.0017174137243408767,0.04177524160810206,0.16080883262365542,0.003619567444198386,0.5253815479829953,8.089636628581592e-07,0.024960084504548972,0.00228824382007833,0.018760739020845053,0.13714174847804095,1.0,0.0008657598599593526,5.60421290912914e-05,0.23436960489819547,0.598941051465918,0.00030506617914048467,0.0035187135774812214,0.1906085400207192,0.18654623945672016,0.1286120963812465,0.08523491012669307,0.28357223917273516,0.14065171291415865
Rhodobacteraceae,0.00023519854062795708,0.05154110267147381,9.204665402050834e-23,7.011818043465484e-07,1.3595851067245624e-06,3.518652158176605e-23,9.543554140995057e-11,1.7042543137865114e-14,8.836082574964626e-25,0.0002998847791265401,1.8470085824312937e-19,9.022909859988508e-24,0.0012640002095292014,5.540459939397747e-21,3.480111853714009e-12,0.23508039393204558,0.7143993765911376,0.005027122571363123,0.00039330193252631445,1.3220670764979232e-22,1.286802320675991e-06,3.992144994367673e-14,0.35525198458513296,4.77294554647535e-15,9.117338049967584e-07,0.00012593526475694662,3.4678096940622533e-22,3.8847758603360935e-17,1.1351626758051246e-05,5.762706885645138e-05,0.02230964582907988,9.658966043407358e-10,5.561594780598771e-06,0.0008657598599593526,1.0,0.043766952693260974,3.529979620444177e-11,1.984519823232078e-10,0.001832985319736462,0.2481324018377855,8.098883267091985e-05,2.4804089636197726e-22,0.000630596720065181,0.0035577581012802744,1.1505145655264466e-13,5.367511602054706e-27
Rhodospirillales,0.06516582389550322,0.4347106398254,0.25893264457412557,0.3974390662620634,0.016022460641882005,0.2925619768017947,0.8090197322392577,0.1422839752540634,0.0018166822210866353,0.6009956755561654,0.0031742673490001982,0.18843010573511418,0.012998171006104762,0.20845352488798033,0.7203320491050133,0.054266939418482714,5.065097660487579e-05,0.40673038879974754,0.009630409384851707,0.3113691263456304,2.382746822442067e-06,0.0026534270003906544,0.000737392689950717,0.3171860912069071,0.00046298952153086046,0.18297577656612798,0.12312977951252006,0.8966217561488341,5.176434277657972e-07,0.0053330018930634404,0.00030426928289159526,0.18391036319208248,0.022440723158847885,5.60421290912914e-05,0.043766952693260974,1.0,0.15129081255248156,0.25068699020706964,0.0005776972044020268,0.44170926123006626,0.005369244668303852,0.08825322249426519,0.7377174352636242,0.14560297057924712,0.010027098204619304,0.7885749530186701
Rhodothermaceae,0.00120312006198952,0.13717771884906294,1.3899814907969375e-12,0.05593813460007068,5.790846734307763e-11,4.1822680459119983e-07,3.968689509855089e-06,0.0002875254058209438,1.069931465810817e-12,0.22370248612592736,2.811560267287651e-08,1.597851034619728e-14,0.05750697658700022,1.1561440351440784e-06,9.048314076651062e-10,1.4206964852188608e-05,0.06893057673371056,2.7130908609998023e-09,0.06144588816565296,7.0951171808973095e-09,0.00016932689994705917,0.003337114195774685,0.40029684844314856,5.973750265662029e-12,0.22284502324442487,0.4751302504296168,9.286246154702295e-05,8.419299250548373e-14,0.01226323513391498,0.012917181986031097,0.2739721540657426,0.010647120869755174,0.19152475345633618,0.23436960489819547,3.529979620444177e-11,0.15129081255248156,1.0,0.000786430510627032,0.28254985637404,0.00024858964813041854,0.9039164180709431,1.7424699050109318e-12,4.253360345644689e-08,0.36157326339457546,5.483894833440577e-06,6.618896846517351e-11
Saprospiraceae,0.07755219345717507,0.049803224501330214,4.0928299134321e-19,2.647384346054648e-12,0.09085134984314976,2.5608439747451126e-10,1.5717338604082937e-12,3.703696412144345e-10,3.7371447133532384e-15,0.1542687062064583,1.3839030583686948e-20,4.033502631683764e-10,0.0008398710605480777,1.3952271069058344e-22,8.860028724185896e-07,0.1833671113007194,0.43126584175368854,0.2393718712659337,2.677167931305788e-15,5.6562190248910996e-14,3.470161993752312e-12,1.945981823829444e-09,0.3114116202328887,0.0002397709791900584,1.2030517683299793e-18,9.904989293384636e-13,2.6036387146743015e-08,3.280360861102011e-07,7.146626380094596e-10,0.002364823534546175,0.5988564205668576,2.4198559134135772e-09,0.0167049727148297,0.598941051465918,1.984519823232078e-10,0.25068699020706964,0.000786430510627032,1.0,3.9011683933325765e-06,0.1008896737414482,2.7433130832355313e-06,1.6896116247302334e-17,0.4042885763250595,5.155997431074282e-06,2.479683756687632e-27,9.129948697254535e-11
Sphingobacteriales,0.5747337724798796,0.06329122494784493,0.0015201915133102775,2.077893609494234e-06,0.455700562079355,0.0023662536928256215,0.0902052671788077,0.0009214339360231928,4.09570964103772e-05,0.3753037945383485,5.7068230101553096e-05,0.004054722661237685,0.00010842078050320387,9.739098345166664e-06,0.47076467386122256,2.581638344922874e-07,0.0070557730863776685,0.043355691550796646,8.392567702823193e-07,0.0008413589076063684,4.456657813811251e-14,1.1154319283349046e-08,0.0031507871285817207,0.16962152861432006,2.6095583658879587e-08,0.5087011982124006,0.0012929085889770461,0.28723966264229667,1.1798468842554209e-17,0.6050314615615475,0.112537180681591,0.2753078668759094,0.6538225109835358,0.00030506617914048467,0.001832985319736462,0.0005776972044020268,0.28254985637404,3.9011683933325765e-06,1.0,0.5856189366189923,0.127083507158484,0.0026054650148120287,0.019907083774278748,0.0657613848239265,7.1705674314852945e-06,0.010637023774030375
Spirochaetaceae,0.010170626835886395,0.09618603623102594,0.5248465919109955,0.008758445146856425,0.0026136361154333364,0.7085095312990164,0.20229378397534073,0.39324669450792826,0.5019519931681872,0.23229583668792758,0.9097211609881063,0.15950441789455677,0.1744111486461053,0.6803602799162279,0.2633290504900877,0.003905913135823167,0.04223011635485476,7.056456421199519e-07,0.002390645024039147,0.34263848094215127,0.49792987916361986,0.24709380623474797,0.020419341496250104,0.004201655795492308,0.006823901381752417,1.6771263128824156e-06,0.7459379217242217,0.10245159851882761,0.28650501348429336,0.4431381525135566,0.9264850125468764,0.07423396924782225,0.016829720706464477,0.0035187135774812214,0.2481324018377855,0.44170926123006626,0.00024858964813041854,0.1008896737414482,0.5856189366189923,1.0,0.0023217668753863067,0.30425639961872825,0.00010196925590621522,5.719537986860293e-10,0.32785623023201493,0.3984419641606873
Terrimonas,0.8993557540845176,0.014226081793527733,6.640182290851886e-05,1.6609779159201928e-09,0.0340343897088402,3.1949370387798603e-06,1.1222456964585732e-06,1.1703513877067652e-08,0.008247297930078726,0.002511111335367225,0.0013684653715933185,0.009089697882661877,0.028965014824652982,2.5156810279709532e-09,0.00041743125410728286,0.06644408231595861,1.934855001127101e-06,0.013145246066642653,0.0017307110730984245,3.487243745167388e-06,0.40093331679277366,3.143048488354288e-07,1.193730694079043e-05,0.09871307466874664,6.77751862884216e-05,3.566728964246431e-11,1.7311092534577076e-08,0.00462380241830733,0.41740898723492736,6.393383543965234e-14,0.7478121078942117,9.818835132210673e-15,4.883813349551131e-14,0.1906085400207192,8.098883267091985e-05,0.005369244668303852,0.9039164180709431,2.7433130832355313e-06,0.127083507158484,0.0023217668753863067,1.0,0.0002215693216582922,0.8594765774637747,1.440939419417167e-17,0.00016084200404323243,3.7162756746834844e-06
Thauera,7.725904218500564e-05,0.30275205154923396,8.083661233874096e-39,1.3643328747529888e-07,1.3744405532208397e-06,2.6251564160732054e-17,2.226784993377073e-14,2.0320637684105676e-13,8.529116858724875e-29,0.039297887558923696,1.93594555042455e-32,1.9766026761095876e-20,0.00015265202568141316,2.8342604174263303e-25,2.106457466769319e-17,0.13515890515254936,0.5561136231542696,0.020822576410840708,2.9287052515788514e-06,9.302811975090128e-23,1.4716511022805249e-09,8.544384845299905e-11,0.636055287641391,2.915787448800651e-12,4.933895938601025e-09,1.4074680300217365e-05,1.7918555018290665e-13,4.488436355972393e-17,2.7141120661311283e-07,5.055602423922498e-05,0.27477767889677684,7.704240647928903e-10,0.0021271027631249817,0.18654623945672016,2.4804089636197726e-22,0.08825322249426519,1.7424699050109318e-12,1.6896116247302334e-17,0.0026054650148120287,0.30425639961872825,0.0002215693216582922,1.0,0.0004995522748501109,0.012515175278856774,3.3633516453442707e-23,2.69815970261899e-22
Thermomonas,0.11535621898302206,0.9251839822969888,0.00031317489193405693,0.4859665082342262,1.3401226046867934e-10,0.003708210385897785,0.0004525385349757351,0.2202070791825393,0.010937607850748753,0.00174269456761102,0.03153356142530826,8.602274542556921e-05,0.26257212143799863,0.032600983405196335,2.0480301866633996e-08,1.788829831123576e-11,0.1757653249905144,2.6636519960779316e-09,0.9362480221610715,0.005072290460758126,0.8450418475703997,0.895213794424918,0.13420014400308364,3.408365568627512e-05,0.17188743180816843,0.4205598004291963,0.12714965514287843,1.0350420833474444e-10,0.3898899160963912,0.022916383647740877,0.5099631112850157,0.005485018999789854,0.06980555581433281,0.1286120963812465,0.000630596720065181,0.7377174352636242,4.253360345644689e-08,0.4042885763250595,0.019907083774278748,0.00010196925590621522,0.8594765774637747,0.0004995522748501109,1.0,0.06282515830900202,0.05626293171739664,0.0020095577815469143
Williamwhitmaniaceae,0.39717272747770005,0.009085141231419487,0.002911012968734612,9.298750752978087e-13,0.015216705120628175,0.0010453534760874105,1.5793636028822928e-06,2.3368057227303663e-08,0.01695411232453611,0.0042158905666365865,0.006064642752670011,0.05573802819854356,0.1537027895617282,3.1704558548147844e-06,0.08496321550179547,0.003800735104652616,0.0007654945230992246,8.644818250096285e-05,4.974351770213756e-06,0.00050503273105556,0.07993016403387107,2.855454492186283e-07,0.002356783261624572,0.9053585412477921,2.0866135407732115e-06,6.560731529272714e-14,1.167739568183842e-05,0.15698294692990045,0.38639461350635834,7.647778566504812e-08,0.5523644771142171,2.9564073914763403e-09,6.558727396991037e-09,0.08523491012669307,0.0035577581012802744,0.14560297057924712,0.36157326339457546,5.155997431074282e-06,0.0657613848239265,5.719537986860293e-10,1.440939419417167e-17,0.012515175278856774,0.06282515830900202,1.0,0.00013235773944627992,0.0010868913809648276
Zoogloea,0.02245805271523689,0.1603129235106492,2.236586617387494e-23,1.5870803830577905e-10,0.001392624426529362,4.15862777102069e-11,1.0047437431528533e-11,2.6161178661386836e-11,4.1871199553417416e-20,0.2077552883804295,2.3435660830226763e-27,3.89585104171804e-12,1.939107557044381e-05,9.71788053246698e-22,2.2693216858807e-09,0.5313933080028773,0.0349145657718521,0.5990327931749696,9.162641710443906e-13,3.0261864573585247e-15,1.2712791558089103e-13,5.849091799797082e-11,0.2771741682877711,9.84514122157604e-07,1.2022040680975086e-17,9.622571847186677e-09,9.401973085614832e-10,3.3604962708926663e-09,2.6824560750663792e-11,0.006993789138712818,0.2892089644557472,1.664713682074418e-07,0.02339844518561284,0.28357223917273516,1.1505145655264466e-13,0.010027098204619304,5.483894833440577e-06,2.479683756687632e-27,7.1705674314852945e-06,0.32785623023201493,0.00016084200404323243,3.3633516453442707e-23,0.05626293171739664,0.00013235773944627992,1.0,2.0244428047027308e-11
alphaI_cluster,0.001595848362930239,0.047228260453063026,7.307203836025717e-25,1.138647287431178e-09,1.0894656048710595e-05,3.963932706662458e-23,2.2705797798492753e-12,5.828347273454214e-13,1.379247053402168e-20,6.528150516501027e-05,1.2635161326789663e-15,6.090178017340239e-24,0.0029825852912875343,5.526283410723147e-21,7.299395882128144e-14,0.026227108083129363,0.05427576840173698,0.0005019927889399701,8.761394826009816e-05,1.0762492285900586e-20,0.000171940731677051,6.662690582040729e-10,0.16427429474728758,8.646174995299202e-10,0.00016559478148671754,2.0816987616200658e-06,3.5502254309883765e-17,1.2780822448485748e-17,0.0012552892769904706,1.932516562532497e-06,0.42966662752767987,1.2234323039896869e-13,5.456639579364679e-07,0.14065171291415865,5.367511602054706e-27,0.7885749530186701,6.618896846517351e-11,9.129948697254535e-11,0.010637023774030375,0.3984419641606873,3.7162756746834844e-06,2.69815970261899e-22,0.0020095577815469143,0.0010868913809648276,2.0244428047027308e-11,1.0
