sample_id,abundance_day,op_day,date,note,COD-Inf [mg/L],COD-Inf [mg/L]#2,P-Inf [mg/L],P-return [mg/L],N-Inf [mg/L],N-Inf [mg/L]#2,COD:P,COD:N,N:P,P_An-1 [mg/L],Acetate ppm [mg/L],Propionate ppm [mg/L],Acetate ppm [COD mg/L],Propionate ppm [COD mg/L],COD_An_1 [COD mg/L],P_An-2 [COD mg/L],Acetate ppm [mg/L]#2,Propionate ppm [mg/L]#2,COD_An_2 [COD mg/L],DO_An-1 [mg/L],DO_An-2 [mg/L],OPR_An-1 [mV],OPR_An-2 [mV],An_time [minutes],P_Ax-1 [mg/L],N_Ax-1 [mg/L],P_Ax-2 [mg/L],N_Ax-2 [mg/L],peakN2O [mg/L],pN2O_time [minutes],ORP_Ax-2 [mV],Ax_react_time [minutes],Ax_time [minutes],P_A-1 [mg/L],P_A-2 [mg/L],A_time [minutes],MLSS,MLSS [avg],SRT,COD removal [COD%],N removal [N%],N to N2O conversion [N2O%],P removal [P%],Cod removal (ppm) [COD-ppm],N removal (ppm) [N-ppn],P removal (ppm) [P-ppm],Anoxic P removal [ANO-P-ppm],Aerobic P removal [AER-P-ppm],COD removal [COD%]#2,N removal [N%]#2,N to N2O conversion [N2O%]#2,P removal [P%]#2,denitrification rate [mg NO2–N  h−1],specific denitrification rates [mg NO2–N g−1 VSS−1 h−1],specific denitrifying P uptake rate,anoxic:aerobic P uptake rate ratio
,-89.0,150.0,2024-05-03,,223.460028,,23.8,22.1,25.25,,9.389076806722688,4.4249510495049496,2.1218487394957988,34.0,81.692,16.225,87.16536399999998,24.564650000000004,111.73001399999998,42.6,,,0.0,6.85,,,,80.0,42.6,25.25,40.8,0.0,0.1,,,175.0,180.0,40.8,30.5,100.0,,,,1.0,1.0,0.0039603960396039,-0.281512605042017,223.460028,25.25,-6.700000000000003,1.8000000000000045,10.299999999999995,,1.0,0.0039603960396039,0.0,8.657142857142858,,,
,-88.0,151.0,2024-05-04,,,,23.7,,26.0,,,,2.19409282700422,,,,,,,,,,,8.19,,,,80.0,,26.0,,,3.13,,,175.0,180.0,,12.2,100.0,,,,,1.0,0.1203846153846153,0.4852320675105485,,,11.5,,,,1.0,0.1203846153846153,0.4852320675105485,8.914285714285715,,,
,-87.0,152.0,2024-05-05,,,,23.7,,27.0,,,,2.278481012658228,,,,,,,,,,,4.98,,,,80.0,,27.0,,,4.33,,,175.0,180.0,,15.4,100.0,,2617.7777777777974,,,1.0,0.1603703703703703,0.3502109704641349,,,8.299999999999999,,,,1.0,0.1603703703703703,0.3502109704641349,9.257142857142858,,,
,-86.0,153.0,2024-05-06,mixer shut down at 2 am ,,,,,28.0,,,,,,,,,,,,,,,8.35,,,,80.0,,28.0,,,0.09,,,175.0,180.0,,,100.0,,2617.7777777777974,,,1.0,0.0032142857142857,,,,,,,,1.0,0.0032142857142857,,9.6,,,
,-85.0,154.0,2024-05-07,,277.946948,,28.2,11.1,28.450000000000003,,9.85627475177305,4.884832126537786,2.017730496453901,25.2,100.272,21.125,106.990224,31.98325,138.973474,38.2,,,3.716,8.48,,,,80.0,38.2,28.450000000000003,26.2,9.22,2.59,,,175.0,180.0,26.2,22.5,100.0,,2617.7777777777974,,0.9866305421709468,0.6759226713532513,0.1346853874154965,0.202127659574468,274.230948,19.230000000000004,5.699999999999999,12.000000000000004,3.6999999999999993,0.9866305421709468,0.6759226713532513,0.1346853874154965,0.202127659574468,6.593142857142859,2.518602959010411,,
,-84.0,155.0,2024-05-08,,240.543138,,27.01111111111112,15.3,25.3,,8.90534036199095,4.75381695652174,1.873303167420814,29.6,86.279,18.634,92.059693,28.211876,120.271569,41.0,,,7.790999999999999,7.06,,,,80.0,41.0,25.3,30.9,8.68,2.57,,,175.0,180.0,30.9,27.1,100.0,,2617.7777777777974,,0.9676107991906217,0.6569169960474308,0.154632972322503,-0.0032908268202385,232.752138,16.619999999999997,-0.0888888888888885,10.1,3.799999999999997,0.9676107991906217,0.6569169960474308,0.154632972322503,0.0,5.6982857142857135,2.176764491874832,,
,-83.0,156.0,2024-05-09,bacteria frothing ,262.638514,,28.288888888888888,12.9,22.55,,9.284157996857816,5.823470376940134,1.5942655145326,26.3,93.727,20.682,100.006709,31.312548,131.319257,40.3,,,7.760999999999999,8.73,,,,80.0,40.3,22.55,28.5,8.36,2.65,,,175.0,180.0,28.5,25.2,100.0,2617.7777777777974,2668.8888888888896,16.772927905835825,0.9704498784972564,0.6292682926829268,0.1867512332628612,0.1091908876669285,254.877514,14.189999999999998,3.088888888888889,11.799999999999995,3.3000000000000007,0.9704498784972564,0.6292682926829268,0.1867512332628612,0.1091908876669285,4.865142857142857,1.822909480195075,,
,-82.0,157.0,2024-05-10,,,,27.4,13.8,24.4,,,,1.781021897810219,27.5,,,,,,39.0,,,,7.95,,,,80.0,39.0,24.4,,8.3,2.94,,,175.0,180.0,,26.1,100.0,,2668.8888888888896,,,0.6598360655737704,0.1826086956521739,0.0474452554744524,,16.099999999999998,1.2999999999999972,,,,0.6598360655737704,0.1826086956521739,0.0474452554744524,5.52,2.06827643630308,,
,-81.0,158.0,2024-05-11,,,,,,25.0,,,,,,,,,,,,,,,4.78,,,,80.0,,25.0,,8.3,2.52,,,175.0,180.0,,,100.0,,2512.592592592608,,,0.6679999999999999,0.1508982035928144,,,16.7,,,,,0.6679999999999999,0.1508982035928144,,5.725714285714286,2.2788072776280184,,
,-80.0,159.0,2024-05-12,,,,,,25.0,,,,,,,,,,,,,,,,,,,80.0,,25.0,,8.3,2.36,,,175.0,180.0,,,100.0,,2460.0000000000136,,,0.6679999999999999,0.141317365269461,,,16.7,,,,,0.6679999999999999,0.141317365269461,,5.725714285714286,2.3275261324041683,,
,-79.0,160.0,2024-05-13,,,,27.688888888888886,22.4,25.05,,,,1.809390048154093,36.4,,,,,,46.7,,,,5.8,,,,80.0,46.7,25.05,49.2,0.0,0.0,,,175.0,180.0,49.2,41.4,100.0,2719.999999999982,2460.0000000000136,16.78782060074043,,1.0,0.0,-0.4951845906902087,,25.05,-13.711111111111112,-2.5,7.800000000000004,,1.0,0.0,0.0,8.588571428571427,3.4912891986062515,,
,-78.0,161.0,2024-05-14,,256.533306,,25.9,8.95,26.9,,9.90476084942085,4.768277063197026,2.077220077220077,21.9,92.749,19.355,98.963183,29.30347,128.266653,32.8,,,1.178,6.47,,,,80.0,32.8,26.9,20.2,5.84,0.78,,,175.0,180.0,20.2,16.0,100.0,,2460.0000000000136,,0.9954080036687322,0.7828996282527881,0.037037037037037,0.3822393822393822,255.355306,21.06,9.9,12.599999999999998,4.199999999999999,0.9954080036687322,0.7828996282527881,0.037037037037037,0.3822393822393822,7.220571428571429,2.9351916376306457,,
,-77.0,162.0,2024-05-15,,220.592038,,25.586666666666662,9.58,24.8,,8.621366779572694,4.447420120967742,1.938509640437728,21.7,80.839,15.879,86.255213,24.040806,110.296019,32.3,,,0.0,,,,,80.0,32.3,24.8,21.7,9.92,2.74,,,175.0,180.0,21.7,19.0,100.0,2200.000000000045,2460.0000000000136,16.541353383458706,1.0,0.6,0.1841397849462365,0.2574257425742574,220.592038,14.88,6.586666666666666,10.599999999999998,2.7,,0.6,0.1841397849462365,0.2574257425742574,5.101714285714286,2.073867595818804,,
,-76.0,163.0,2024-05-16,,156.696296,,41.8,13.1,24.8,,3.748715215311004,3.159199516129032,1.186602870813397,32.9,51.12,15.722,54.54503999999999,23.803108,78.348148,,,,0.0,7.74,,,,80.0,0.0,24.8,28.9,15.1,1.61,,,175.0,180.0,28.9,26.2,100.0,,2200.000000000045,,1.0,0.3911290322580645,0.1659793814432989,0.3732057416267943,156.696296,9.7,15.600000000000003,-28.9,2.7,,0.3911290322580645,0.1659793814432989,0.3732057416267943,3.325714285714286,1.5116883116882809,,
,-75.0,164.0,2024-05-17,,219.267102,,26.177777777777788,19.4,27.3,,8.376077750424445,4.015880989010989,2.085738539898132,31.8,73.193,20.83,78.096931,31.53662,109.633551,38.5,,,11.348,,,,,80.0,38.5,27.3,31.1,16.5,1.28,,,175.0,180.0,31.1,30.0,100.0,,2200.000000000045,,0.9482457701292556,0.3956043956043956,0.1185185185185185,-0.1460101867572152,207.919102,10.8,-3.822222222222212,7.399999999999999,1.1000000000000014,0.9482457701292556,0.3956043956043956,0.1185185185185185,0.0,3.7028571428571433,1.6831168831168486,,
,-74.0,165.0,2024-05-18,,,,34.9388888888889,14.35,26.48333333333333,,,,1.5159802830338684,30.9,,,,,,,,,,5.93,,,,80.0,,26.48333333333333,,,1.23,,,175.0,180.0,,28.7,100.0,,1320.0000000000273,,,1.0,0.0464443045940843,0.1785657497217365,,,6.238888888888898,,,,1.0,0.0464443045940843,0.1785657497217365,9.08,,,
,-73.0,166.0,2024-05-19,,,,26.177777777777788,,25.666666666666664,,,,1.9609507640067905,,,,,,,,,,,8.02,,,,80.0,,25.666666666666664,,13.65,1.19,,,175.0,180.0,,20.7,100.0,,1320.0000000000273,,,0.4681818181818181,0.0990291262135922,0.2092529711375215,,12.016666666666664,5.4777777777777885,,,,0.4681818181818181,0.0990291262135922,0.2092529711375215,4.119999999999999,3.121212121212056,,
,-72.0,167.0,2024-05-20,,199.299196,,29.13333333333333,23.0,24.85,,6.840933501144167,4.010044185110664,1.7059496567505723,36.8,70.434,16.18,75.153078,24.49652,99.649598,39.0,,,1.825,,,,,80.0,39.0,24.85,31.4,13.95,1.41,,,175.0,180.0,31.4,30.6,100.0,,1560.0000000000136,,0.9908429133853608,0.4386317907444668,0.1293577981651376,-0.0503432494279179,197.474196,10.9,-1.4666666666666757,7.600000000000001,0.7999999999999972,0.9908429133853608,0.4386317907444668,0.1293577981651376,0.0,3.7371428571428567,2.395604395604374,,
,-71.0,168.0,2024-05-21,,217.921976,,27.40000000000001,23.9,25.2,,7.953356788321165,4.323848730158731,1.83941605839416,37.6,,,,,108.960988,48.6,,,1.71,8.58,,,,80.0,48.6,25.2,40.3,12.8,2.68,,,175.0,180.0,40.3,37.2,100.0,,1560.0000000000136,,0.9921531548520832,0.492063492063492,0.2161290322580645,-0.3576642335766419,216.211976,12.4,-9.799999999999994,8.300000000000004,3.0999999999999943,0.9921531548520832,0.492063492063492,0.2161290322580645,0.0,4.251428571428571,2.7252747252747014,,
,-70.0,169.0,2024-05-22,incycle test,236.544756,,25.8,16.8,24.8,,9.16840139534884,4.7690475,1.922480620155039,29.7,85.234,18.05,90.944678,27.3277,118.272378,42.9,,,0.0,6.03,,,,80.0,42.9,24.8,31.2,11.25,3.33,,,175.0,180.0,31.2,28.2,100.0,1320.0000000000273,1560.0000000000136,14.90514905149048,1.0,0.5463709677419355,0.2457564575645756,-0.0930232558139535,236.544756,13.55,-2.400000000000002,11.7,3.0,,0.5463709677419355,0.2457564575645756,0.0,4.645714285714286,2.9780219780219523,,
,-69.0,170.0,2024-05-23,,,,26.61904761904762,18.2,25.6,,,,1.9234347048300533,38.1,,,,,,57.1,,,,7.19,,,,80.0,57.1,25.6,39.1,10.25,3.96,,,175.0,180.0,39.1,36.4,100.0,,1560.0000000000136,,,0.599609375,0.2579804560260586,-0.3674418604651162,,15.35,-9.780952380952378,18.0,2.700000000000003,,0.599609375,0.2579804560260586,0.0,5.262857142857143,3.3736263736263443,,
,-68.0,171.0,2024-05-24,batch test both,,,,,25.77,,,,,,,,,,,,,,,8.34,,,,80.0,,25.77,,10.579999999999998,2.66,,,175.0,180.0,,,100.0,1800.0,1560.0000000000136,16.605166051660376,,0.5894450911913078,0.1751152073732718,,,15.19,,,,,0.5894450911913078,0.1751152073732718,,5.208000000000001,3.33846153846151,,
,-67.0,172.0,2024-05-25,,,,,,25.940000000000005,,,,,,,,,,,,,,,7.64,,,,80.0,,25.940000000000005,,10.91,3.21,,,175.0,180.0,,,100.0,,1624.9999999999773,,,0.5794140323824211,0.2135728542914171,,,15.030000000000005,,,,,0.5794140323824211,0.2135728542914171,,5.153142857142859,3.1711648351648805,,
,-66.0,173.0,2024-05-26,,,,,,26.11,,,,,,,,,,,,,,,6.66,,,,80.0,,26.11,,11.239999999999998,2.75,,,175.0,180.0,,,100.0,,1624.9999999999773,,,0.5695135963232478,0.1849361129791526,,,14.87,,,,,0.5695135963232478,0.1849361129791526,,5.098285714285715,3.137406593406637,,
,-65.0,174.0,2024-05-27,,,,,,26.28,,,,,,,,,,,,,,,,,,,80.0,,26.28,,11.57,3.17,,,175.0,180.0,,,100.0,,1449.9999999999543,,,0.5597412480974124,0.2154996600951733,,,14.71,,,,,0.5597412480974124,0.2154996600951733,,5.043428571428572,3.478226600985331,,
,-64.0,175.0,2024-05-28,batch aerobic,170.3894,,19.92777777777778,7.75,26.45,,8.550346250348479,3.2209716446124763,2.6545860050181207,18.3,60.322,13.759,64.363574,20.831126,85.1947,29.7,,,1.06,9.23,,,,80.0,29.7,26.45,18.4,11.9,2.84,,,175.0,180.0,18.4,15.9,100.0,,1449.9999999999543,,0.9937789557331618,0.5500945179584121,0.1951890034364261,0.2021187621968219,169.3294,14.55,4.02777777777778,11.3,2.4999999999999982,0.9937789557331618,0.5500945179584121,0.1951890034364261,0.2021187621968219,4.988571428571429,3.4403940886700592,,
,-63.0,176.0,2024-05-29,in cycletest/ removal of a lot of biomass ,282.89629799999994,,23.78,8.21,26.4,,11.8963960470984,5.357884431818181,2.2203532380151394,20.1,104.189,19.999,111.169663,30.278486,141.44814899999997,34.3,,,0.0,,,,,80.0,34.3,26.4,20.6,11.55,2.9,,,175.0,180.0,20.6,18.7,100.0,1449.9999999999543,1449.9999999999543,14.97418244406236,1.0,0.5625,0.1952861952861952,0.2136248948696383,282.89629799999994,14.85,5.079999999999998,13.699999999999996,1.900000000000002,,0.5625,0.1952861952861952,0.2136248948696383,5.0914285714285725,3.5113300492611947,,
,-62.0,177.0,2024-05-30,,,,20.4,13.2,26.0,,,,2.549019607843137,23.4,,,,,,,,,,,,,,80.0,,26.0,26.1,9.05,,,,175.0,180.0,26.1,22.4,100.0,,1449.9999999999543,,,0.6519230769230769,0.0,-0.0980392156862745,,16.95,-2.0,,3.700000000000003,,0.6519230769230769,0.0,0.0,5.811428571428571,4.0078817733991405,,
,-61.0,178.0,2024-05-31,,,,,,25.6,,,,,,,,,,,,,,,6.45,,,,80.0,,25.6,,9.385714285714286,,,,175.0,180.0,,,100.0,,1449.9999999999543,,,0.6333705357142857,0.0,,,16.214285714285715,,,,,0.6333705357142857,0.0,,5.559183673469389,3.833919774806596,,
,-60.0,179.0,2024-06-01,,,,,,25.200000000000003,,,,,,,,,,,,,,,,,,,80.0,,25.200000000000003,,9.721428571428572,,,,175.0,180.0,,,100.0,,1319.4444444444923,,,0.6142290249433107,0.0,,,15.478571428571431,,,,,0.6142290249433107,0.0,,5.306938775510205,4.022100966702324,,
,-59.0,180.0,2024-06-02,,,,,,24.8,,,,,,,,,,,,,,,,,,,80.0,,24.8,,10.057142857142855,3.74,,,175.0,180.0,,,100.0,,1319.4444444444923,,,0.5944700460829493,0.2536821705426357,,,14.74285714285714,,,,,0.5944700460829493,0.2536821705426357,,5.05469387755102,3.830925886143791,,
,-58.0,181.0,2024-06-03,,,,,,24.4,,,,,,,,,,,,,,,,,,,80.0,,24.4,,10.728571428571428,3.79,,,175.0,180.0,,,100.0,,1319.4444444444923,,,0.560304449648712,0.2772204806687565,,,13.67142857142857,,,,,0.560304449648712,0.2772204806687565,,4.687346938775511,3.5525155746507835,,
,-57.0,182.0,2024-06-04,,,,,,24.0,,,,,,,,,,,,,,,,,,,80.0,,24.0,,11.064285714285711,4.73,,,175.0,180.0,,,100.0,,1319.4444444444923,,,0.5389880952380953,0.3656543346217559,,,12.935714285714289,,,,,0.5389880952380953,0.3656543346217559,,4.435102040816327,3.361340494092252,,
,-56.0,183.0,2024-06-05,0.084,220.791766,,21.4,16.9,23.6,,10.317372242990654,4.677791652542374,2.205607476635514,27.6,78.055,17.907,83.28468500000001,27.111198,110.395883,34.0,,,1.734,9.01,,,,80.0,34.0,23.6,25.4,11.4,2.27,,,175.0,180.0,25.4,24.7,100.0,1319.4444444444923,1319.4444444444923,21.85247661401707,0.9921464462583264,0.516949152542373,0.1860655737704918,-0.1542056074766353,219.057766,12.2,-3.299999999999997,8.600000000000001,0.6999999999999993,0.9921464462583264,0.516949152542373,0.1860655737704918,0.0,4.182857142857142,3.1701654135337187,,
,-55.0,184.0,2024-06-06,,,,0.0,,23.6,,,,,,,,,,,,,,,8.72,,,,80.0,,23.6,,11.4,3.44,,,175.0,180.0,,,100.0,,1319.4444444444923,,,0.516949152542373,0.2819672131147541,,,12.2,,,,,0.516949152542373,0.2819672131147541,,4.182857142857142,3.1701654135337187,,
,-54.0,185.0,2024-06-07,,,,,,23.6,,,,,,,,,,,,,,,,,,,80.0,,23.6,,11.4,0.02,,,175.0,180.0,,,100.0,,1664.7222222222645,,,0.516949152542373,0.001639344262295,,,12.2,,,,,0.516949152542373,0.001639344262295,,4.182857142857142,2.51264570570421,,
,-53.0,186.0,2024-06-08,II,,,,,15.0,,,,,,,,,,,,,,,,,,,80.0,,15.0,,0.0,1.0,,,,180.0,,,100.0,,2010.0000000000364,,,1.0,0.0666666666666666,,,15.0,,,,,1.0,0.0666666666666666,,,,,
,-52.0,187.0,2024-06-09,,,,,,15.0,,,,,,,,,,,,,,,,,,,80.0,,15.0,,0.0,1.29,,,,180.0,,,100.0,,2010.0000000000364,,,1.0,0.086,,,15.0,,,,,1.0,0.086,,,,,
,-51.0,188.0,2024-06-10,,203.982024,,24.399999999999995,25.2,15.5,,8.359919016393443,6.58006529032258,1.2704918032786887,37.4,74.368,14.954,79.35065599999999,22.640356,101.99101199999998,53.5,,,4.239,7.88,,,,80.0,53.5,15.5,38.4,0.0,2.94,,,,180.0,38.4,34.4,100.0,,2010.0000000000364,,0.9792187570410616,1.0,0.1896774193548387,-0.4098360655737707,199.743024,15.5,-10.000000000000004,15.1,4.0,0.9792187570410616,1.0,0.1896774193548387,0.0,,,,
,-50.0,189.0,2024-06-11,,221.051692,,24.000000000000007,27.7,13.95,,9.210487166666663,7.922999713261648,1.1624999999999996,39.7,77.622,18.298,82.82267399999999,27.703172,110.525846,52.0,,,3.435,6.58,,,,80.0,52.0,13.95,40.2,0.0,2.38,,,,180.0,40.2,46.0,100.0,2010.0000000000364,2010.0000000000364,23.147792706334364,0.9844606482360696,1.0,0.1706093189964157,-0.916666666666666,217.616692,13.95,-22.0,11.799999999999995,-5.799999999999997,0.9844606482360696,1.0,0.1706093189964157,0.0,,,,
,-49.0,190.0,2024-06-12,weird no COD testing to prove it ,,,,,15.0,,,,,,,,,,,,,,,8.63,,,,80.0,,15.0,,0.0,2.63,,,,180.0,,,100.0,,2010.0000000000364,,,1.0,0.1753333333333333,,,15.0,,,,,1.0,0.1753333333333333,,,,,
,-48.0,191.0,2024-06-13,,,,11.0,48.2,16.05,,,,2.9181818181818184,53.7,,,,,,58.0,,,,0.14,,,,80.0,58.0,16.05,48.0,0.0,,,,,180.0,48.0,31.3,100.0,,2010.0000000000364,,,1.0,0.0,-1.8454545454545448,,16.05,-20.3,10.0,16.7,,1.0,0.0,0.0,,,,
,-47.0,192.0,2024-06-14,,,,8.910000000000002,5.225,15.05,,,,3.3782267115600444,9.68,,,,,,14.6,,,,6.33,,,,80.0,14.6,15.05,8.11,0.0,3.37,,,,180.0,8.11,6.35,100.0,,,,,1.0,0.2239202657807309,0.2873176206509542,,15.05,2.5600000000000023,6.49,1.7599999999999998,,1.0,0.2239202657807309,0.2873176206509542,,,,
,-46.0,193.0,2024-06-15,,,,,,14.55,,,,,,,,,,,,,,,,,,,80.0,,14.55,,0.0,2.47,,,,180.0,,,100.0,,,,,1.0,0.1697594501718213,,,14.55,,,,,1.0,0.1697594501718213,,,,,
,-45.0,194.0,2024-06-16,,,,,,13.8,,,,,,,,,,,,,,,,,,,80.0,,13.8,,0.0,1.51,,,,180.0,,,100.0,,,,,1.0,0.1094202898550724,,,13.8,,,,,1.0,0.1094202898550724,,,,,
,-44.0,195.0,2024-06-17,,186.108344,,18.000000000000004,12.1,13.05,,10.339352444444444,7.130587892720308,1.4499999999999995,21.1,66.882,14.327,71.363094,21.691078,93.054172,27.0,,,1.844,6.75,,,,80.0,27.0,13.05,19.8,0.0,0.01,,,,180.0,19.8,12.9,100.0,,1380.0000000000182,,0.990091792982694,1.0,0.0007662835249042,0.2833333333333334,184.264344,13.05,5.100000000000003,7.199999999999999,6.9,0.990091792982694,1.0,0.0007662835249042,0.2833333333333334,,,,
,-43.0,196.0,2024-06-18,,250.325536,,25.86,8.57,14.9,,9.680028460943545,8.40018577181208,1.1523588553750967,21.5,84.922,22.821,90.611774,34.550994,125.162768,35.3,,,8.786999999999999,,,,,80.0,35.3,14.9,22.8,0.0,0.01,,,,180.0,22.8,17.1,100.0,,1380.0000000000182,,0.9648977082386032,1.0,0.0006711409395973,0.3387470997679814,241.538536,14.9,8.759999999999998,12.499999999999996,5.699999999999999,0.9648977082386032,1.0,0.0006711409395973,0.3387470997679814,,,,
,-42.0,197.0,2024-06-19,,230.082072,,24.08,8.86,15.55,,9.554903322259138,7.398137363344052,1.291528239202658,20.9,78.146,20.911,83.381782,31.659254,115.041036,33.8,,,8.567,,,,,80.0,33.8,15.55,,0.0,1.61,,,,180.0,0.0,19.7,100.0,,1380.0000000000182,,0.9627654604918544,1.0,0.1035369774919614,0.1818936877076411,221.515072,15.55,4.379999999999999,,-19.7,0.9627654604918544,1.0,0.1035369774919614,0.1818936877076411,,,,
,-41.0,198.0,2024-06-20,,212.581096,,24.8,10.5,14.9,,8.571818387096775,7.133593825503356,1.2016129032258067,22.9,72.15,19.357,76.98405,29.306498,106.290548,34.8,,,8.41,8.1,,,,80.0,34.8,14.9,20.2,0.62,2.15,,,,180.0,20.2,17.3,100.0,,1380.0000000000182,,0.9604386271486718,0.9583892617449664,0.1505602240896358,0.3024193548387096,204.171096,14.28,7.4999999999999964,14.599999999999998,2.8999999999999986,0.9604386271486718,0.9583892617449664,0.1505602240896358,0.3024193548387096,,,,
,-40.0,199.0,2024-06-21,,252.707792,,23.52,9.74,13.55,,10.744378911564626,9.325010774907748,1.1522108843537415,21.5,86.508,22.49,92.304036,34.049859999999995,126.353896,32.0,,,8.618,8.56,,,,80.0,32.0,13.55,21.5,2.42,2.36,,,,180.0,21.5,19.6,100.0,1380.0000000000182,1380.0000000000182,23.10783657066391,0.965897371300684,0.8214022140221402,0.2120395327942497,0.1666666666666666,244.089792,11.13,3.919999999999998,10.5,1.8999999999999984,0.965897371300684,0.8214022140221402,0.2120395327942497,0.1666666666666666,,,,
,-39.0,200.0,2024-06-22,,,,,,13.233333333333334,,,,,,,,,,,,,,,4.39,,,,80.0,,13.233333333333334,,3.166666666666667,2.71,,,,180.0,,,100.0,,1160.0000000000136,,,0.760705289672544,0.269205298013245,,,10.066666666666666,,,,,0.760705289672544,0.269205298013245,,,,,
,-38.0,201.0,2024-06-23,,,,,,13.075,,,,,,,,,,,,,,,4.15,,,,80.0,,13.075,,3.9133333333333336,0.14,,,,180.0,,,100.0,,1160.0000000000136,,,0.7007010834926705,0.0152810623976714,,,9.161666666666664,,,,,0.7007010834926705,0.0152810623976714,,,,,
,-37.0,202.0,2024-06-24,Zhen burrowed N2O probe,226.664946,,20.700000000000003,5.95,12.2,,10.949997391304349,9.289546967213116,1.178743961352657,16.3,80.373,18.213,85.757991,27.574482000000003,113.332473,25.0,,,2.079,6.62,,,,80.0,25.0,12.2,19.1,4.66,0.01,,,,180.0,19.1,17.9,100.0,,940.0000000000092,,0.9908278715492248,0.6180327868852459,0.0013262599469496,0.1352657004830919,224.585946,7.539999999999999,2.8000000000000043,5.899999999999999,1.2000000000000028,0.9908278715492248,0.6180327868852459,0.0013262599469496,0.1352657004830919,,,,
,-36.0,203.0,2024-06-25,,248.185996,,23.599999999999994,12.9,12.6,,10.516355762711866,9.848650634920634,1.0677966101694918,24.7,79.542,25.906,84.871314,39.221684,124.092998,33.7,,,1.007,,,,,80.0,33.7,12.6,25.3,4.41,1.25,,,,180.0,25.3,24.2,100.0,,940.0000000000092,,0.9959425591442316,0.65,0.1526251526251526,-0.0254237288135595,247.178996,8.19,-0.600000000000005,8.400000000000002,1.1000000000000014,0.9959425591442316,0.65,0.1526251526251526,0.0,,,,
,-35.0,204.0,2024-06-26,,236.518486,,22.200000000000006,16.2,12.0,,10.653985855855852,9.854936916666666,1.0810810810810807,27.3,83.641,19.164,89.244947,29.014296,118.259243,33.6,,,9.129,,,,,80.0,33.6,12.0,29.3,2.44,0.64,,,,180.0,29.3,28.7,100.0,940.0000000000092,940.0000000000092,17.172783371223936,0.9614025941295768,0.7966666666666667,0.0669456066945606,-0.2927927927927924,227.389486,9.56,-6.499999999999993,4.300000000000001,0.6000000000000014,0.9614025941295768,0.7966666666666667,0.0669456066945606,0.0,,,,
,-34.0,205.0,2024-06-27,,238.04884,,26.2,,13.15,,9.08583358778626,9.05128669201521,1.0038167938931295,,83.494,19.773,89.088098,29.936322,119.02442,33.8,,,0.996,6.13,,,,80.0,33.8,13.15,28.1,2.27,0.0,,,,180.0,28.1,24.8,100.0,,940.0000000000092,,0.9958159846525612,0.8273764258555133,0.0,0.0534351145038167,237.05284,10.88,1.3999999999999986,5.699999999999996,3.3000000000000007,0.9958159846525612,0.8273764258555133,0.0,0.0534351145038167,,,,
,-33.0,206.0,2024-06-28,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,80.0,0.0,,,,0.0,,,,180.0,,,100.0,,1050.0000000000227,,,,,,,,,,,,,,,,,,
,-32.0,207.0,2024-06-29,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,,0.0,,,,180.0,,,100.0,,1155.0000000000182,,,,,,,,,,,,,,,,,,
,-31.0,208.0,2024-06-30,,,,,,0.0,,,,,,,,,,,,,,,,,,,80.0,,,,,0.0,,,93.6,180.0,,,100.0,,1155.0000000000182,,,,,,,,,,,,,,,,,,
,-30.0,209.0,2024-07-01,ran out of COD a cycle prior,,,22.200000000000003,15.5,6.800000000000001,,,,0.6126126126126126,26.6,,,,,,30.4,,,,,,,,80.0,30.4,6.800000000000001,29.3,0.0,0.0,,,,180.0,29.3,26.4,100.0,,1155.0000000000182,,,1.0,0.0,-0.1891891891891889,,6.800000000000001,-4.199999999999996,1.099999999999998,2.900000000000002,,1.0,0.0,0.0,,,,
,-29.0,210.0,2024-07-02,proceeded to dump a whole buttload of COD ito the system/fedding tube fell out ,213.95896,,0.0,,7.05,,,15.174394326241137,,,76.238,16.931,81.345946,25.633534,106.97948,19.6,,,1.97,6.82,,,,80.0,19.6,7.05,16.8,0.0,0.0,,,,180.0,16.8,14.6,100.0,1160.0000000000364,1211.6666666666788,20.422535211267853,0.99079262677291,1.0,0.0,,211.98896,7.05,-14.6,2.8000000000000007,2.200000000000001,0.99079262677291,1.0,0.0,,,,,
,-28.0,211.0,2024-07-03,,242.101984,,22.4,11.3,26.25,,10.808124285714287,4.611466361904762,2.34375,22.5,86.134,19.251,91.904978,29.146014,121.050992,25.5,,,1.1800000000000002,,,,,80.0,25.5,26.25,23.0,0.175,0.0,,,93.6,180.0,23.0,21.6,100.0,1150.0,1240.000000000009,19.999999999997787,0.995126020941654,0.9933333333333332,0.0,0.0357142857142855,240.921984,26.075,0.7999999999999972,2.5,1.3999999999999986,0.995126020941654,0.9933333333333332,0.0,0.0357142857142855,16.71474358974359,,,
,-27.0,212.0,2024-07-04,no COD added to system fro two cycle ,,,,,0.0,,,,,,,,,,,,,,,2.67,,,,80.0,,,,,0.0,,,93.6,180.0,,,100.0,,1240.000000000009,,,,,,,,,,,,,,,,,,
